id,name,group_text,start_date,end_date,version,double_entry,academic_year,institutuion type,source,status,type,description,image required,kannada name,comments required,respondenttype_required
45,Akshara staff gp contest survey,math_contest,01-06-2018,,1,False,1819,primary,4,AC,monitor,,True,ಅಕ್ಷರ ಸಿಬ್ಬಂದಿ ಗಣಿತ ಸ್ಪರ್ಧೆ ಸರ್ವೇ,True,False
