gp_id,gp_name,lang_name
1614,Chikkereyuru,ಕೆರೆ
1615,Chikkerur,ಚಿಕ್ಕೇರೂರು
1616,Chikkousihosur,ಹೊಸೂರ
1617,Chikkuravati,ಚಿಕ್ಕಕುರವತ್ತಿ
1618,Chikli(j),ಚಿಕಲಿ (ಜೆ)
1619,Chikli(u),ಚಿಕಲಿ (ಯು)
1620,Chikodagali,ಕೋಡಾ
1621,Chikonatti,ಚಿಕ್ಕೊಣತಿ
1622,Chikrugi,ರೂಗಿ
1623,Chilakalanerpu,ಚಿಲಕಲನೇಪುಱ
1624,Chilakanahatti,ಚಿಲಕನಹಟ್ಟಿ
1625,Chilargi,ಚಿಲ್ಲರ್ಗಿ
1626,Chilkunda,ಚಿಲ್ಕುಂದ
1627,Chillurbadni,ಚಿಲ್ಲುರಬಡ್ನಿ
1628,Chiluru-kadadakatte,ಚೀಲೂರು
1629,Chimkod,ಚಿಮಕೋಡ
1630,Chimmada,ಚಿಮ್ಮಡ
1631,Chimmaidalai,ಚಿಮ್ಮಾಇದ್ಲಾಯಿ
1632,Chimmalagi,ಚಿಮ್ಮಲಗಿ
1633,Chimmanchod,ಚಿಮ್ಮನಚೋಡ
1634,Chinakavajra,ಚಿನಕವಜ್ರ
1635,Chinakurali,ಚಿನಕುರಳಿ
1636,Chinchakandi,ಚಿಂಚಣಿ
1637,Chinchali,ಚಿಂಚಲಿ
1638,Chinchani,ಚಿಂಚಣಿ
1639,Chinchansoor,ಚಿಂಚನಸೂರ
1641,Chincholi tp,ಚಿಂಚೊಳ್ಳಿ(ಎಚ್)
1642,Chincholli (h),ಚಿಂಚೊಳ್ಳಿ(ಎಚ್)
1643,Chinnahalli,ಚಿನ್ನಹಳ್ಳಿ
1644,Chinnakar,ಚಿನ್ನಾಕಾರ
1645,Chinnakote,ಚಿನ್ನಕೋಟೆ
1645,Chinnakote,ಚಿನ್ನಕೋಟೆ
1646,Chinnamulgund,ಚಿನ್ನಮುಳಗುಂದ
1647,Chinnasandra,ಚಿನ್ನಸಂದ್ರ
1648,Chinnenahalli,ಚಿನ್ನೇನಹಳ್ಳಿ
1648,Chinnenahalli,ಚಿನ್ನೇನಹಳ್ಳಿ
1649,Chinniga,ಚಿನ್ನಿಗ
1650,Chinnikatte,ಚೆನ್ನಿಕಟ್ಟೆ
1651,Chintaki,ಚಿಂತಾಕಿ
1652,Chintamani,ಮಾಣಿ
1653,Chintrapalli,ಪಳ್ಳಿ
1654,Chippal katti,ಚಿಪ್ಪಲಕಟ್ಟಿ
1655,Chiradoni,ಚಿರಡೋಣಿ
1656,Chirasthahalli,ಚಿರಸ್ತಹಳ್ಳಿ
1657,Chirathagundu,ಚಿರತಗುಂಡು
1658,Chiribi,ಚಿರಬಿ
1659,Chitradurga city,ಆಡೂರು
1660,Chitrahalli,ಚಿತ್ರಹಳ್ಳಿ
1661,Chitta,ಚಿಟ್ಟಾ
1662,Chittakula,ಚಿತ್ತಾಕುಲಾ
1663,Chittapur,ಚಿತ್ತಾಪುರ
1664,Chittar,ಚಿಟ್ಟಾ
1665,Chittaragi,ಚಿತ್ತರಗಿ
1666,Chittena halli,ಚಿಟ್ಟೆನಹಳ್ಳಿ
1667,Chittur,ಚಿಟ್ಟೂರು
1668,Chitturu,ಚಿಟ್ಟೂರು
1669,Chivat gundi,ಚಿವಟಗುಂಡಿ
1670,Cholachagudda,ಚೋಳಚಗುಡ್ಡ
1671,Cholagatta,ಚೋಳಘಟ್ಟ
1672,Cholanayakana halli,ಚೋಳನಾಯಕನಹಳ್ಲಿ
1673,Choodahalli,ಚೂಡಹಳ್ಳಿ
1674,Choradi,ಚೋರಡಿ
1675,Choranuru,ಚೋರನೂರು
1676,Chottana hally,ಚೊಟ್ಟನಹಳ್ಳಿ
1677,Choudalli,ಕೌದಳ್ಳಿ
1678,Choudanakuppe,ಚೌಡನಕುಪ್ಪೆ
1679,Choulur,ಹೋಳೂರು
1680,Chowdadenahalli,ಚೌಡದೇನಹಳ್ಳಿ
1681,Chowdapur,ಚೌಡಾಪುರ
1682,Chowdapura,ಚೌಡಾಪುರ
1683,Chowdena hally,ಚೌಡೇನಹಳ್ಳಿ
1684,Chowdlu,ಚೌಡ್ಲು
1685,Chowkanahalli,ಚೀಕನಹಳ್ಳಿ
1686,Chowlahiriyur,ಚೌಳಹಿರಿಯೂರು
1687,Chowlakatte,ಚೌಳಕಟ್ಟೆ
1688,Chowthi,ಚೌತಿ
1689,Chulki,ಚುಳಕಿ
1690,Chunchana hally,ಚುಂಚನಹಳ್ಳಿ
1691,Chunchanakuppe,ಚುಂಚನಕುಪ್ಪೆ
1692,Chunchanur,ಚುಂಚನೂರ
1693,Churchagundi,ಚುರ್ಚಿಗುಂಡಿ
1694,Cinchodi,ಚಿಂಚೋಡಿ
1695,City-davangere,ದಾವಣಗೆರೆ ನಗರ
1695,City-davangere,ದಾವಣಗೆರೆ ನಗರ
1696,City-harihara,ಹರಿಹರಪಲ್ಲತ್ತಡ್ಕ
1697,Cmc,ಸಿಎಂಸಿ
1698,Cmc bidar,ಬಿದರಿ
1699,Cmc yelahanka,ಸಿಎಂಸಿ ಯೆಲಹಂಕ
1700,Cmc-bhadravathi,ಆವತಿ
1701,D chengavi,ಚಿಚಖಂಡಿ ಕೆ.ಡಿ
1702,D hosahalli,ಡಿ.ಹೊಸಹಳ್ಳಿ
1703,D kunnala,ಕುನ್ನಾಲ
1704,D m g halli,ಬಂಡಿಕೊಡಗೆಹಳ್ಳಿ
1705,D n doddi,ಡಿ.ಎನ್‌. ದೊಡ್ಡಿ
1706,D palya,ಡಿಪಾಳ್ಯ
1707,D. Kalenahally,ಡಿ.ಕಾಳೇನಹಳ್ಳಿ
1708,D. Salapur,ದಾ.ಸಾಲಾಪೂರ
1709,D.halasahally,ಡಿ.ಹಲಸಹಳ್ಳಿ
1710,D.k.halli,ಡಿ.ಕೆ.ಹಳ್ಳಿ
1711,D.m.kurke,ಡಿ ಎಂ ಕುರ್ಕೆ
1712,D.s.halli,ಡಿ.ಎಸ್.ಹಳ್ಳಿ
1713,D.t.vatti,ಚಿಚಖಂಡಿ ಕೆ.ಡಿ
1714,D.v. Halli,ಡಿ.ವಿ.ಹಳ್ಳಿ
1715,Dabbe,ದಬ್ಬೆ
1716,Dabbegatta,ದಬ್ಬೇಘಟ್ಟ
1717,Dabbeghatta,ದಬ್ಬೇಗಟ್ಟ
1718,Dadagi,ದಾಡಗಿ
1719,Dadanatti,ದಾದನಟ್ಟಿ
1720,Daddi,ದಡ್ಡಿ
1721,Dadesugur,ಧಡೇಸೂಗೂರು
1722,Daginakatte,ದಾಗಿನಕಟ್ಟೆ
1723,Dakulgi,ಡಾಕುಳಗಿ
1724,Dalasanur,ದಳಸನೂರು
1725,Dalavayi kodi hally,ಕೋಡಿ
1726,Dambal,ಡಂಬಳ
1727,Dambal-s-hadagali,ಹಡಗಲಿ
1728,Dammaningala,ದಮ್ಮನಿಂಗಲ
1729,Dammur,ದಮ್ಮೂರು
1730,Danagooru,ನಾಗೂರ
1731,Dananayakanakere,ಡಣನಾಯಕನಕೆರೆ
1731,Dananayakanakere,ಡಣನಾಯಕನಕೆರೆ
1732,Danapura,ದಂಡಾಪುರ
1733,Danapura 114,114. ಡಾಣಾಪುರ
1734,Dandeli,ದಾಂಡೇಲಿ
1735,Dandinashivara,ದಂಡಿನಶಿವರ
1736,Dandoti,ದಂಡೋತಿ
1737,Dapparthy,ದಪ್ಪರ್ತಿ
1738,Daradahalli,ದಾರದಹಳ್ಳಿ
1739,Darasaguppe,ದರಸಗುಪ್ಪೆ
1740,Daregudde,ದರೆಗುಡ್ಡೆ
1741,Darga siroor,ದರ್ಗಾ ಶಿರೂರ್
1742,Dargajogihalli,ದಗಾಱಜೋಗಹಳ್ಳಿ
1743,Darur,ದರೂರ
1744,Dasamapura,ದಶಮಾಪುರ
1745,Dasanahalli,ದಾಸನಹಳ್ಳಿ
1746,Dasanapura,ದಾಸನಪುರ
1747,Dasanur,ದಾಸನೂರು
1748,Dasara halli cmc,ಹೆಚ್‌.ಕೆ.ಹಳ್ಳಿ
1749,Dasarahalli,ದಾಸರಹಳ್ಳಿ
1750,Dasarakallahalli,ದಾಸರ ಕಲ್ಲಹಳ್ಳಿ
1751,Dasarighatta,ದಸರೀಘಟ್ಟ
1752,Dashavara,ದಶವಾರ
1753,Dastikoppa,ದಾಸ್ತಿಕೊಪ್ಪ
1754,Dasudi,ಸೂಡಿ
1755,Dawargaon,ಡಾವರಗಾಂವ್‌
1756,Debur,ದೇಬೂರು
1757,Degalmadi,ದೇಗಲ್ಮಡಿ
1758,Degaon,ದೇಗಾಂವ
1759,Dehalli,ದೇಹಳ್ಳಿ
1760,Demahalli,ದೇಮಹಳ್ಳಿ
1761,Demalapura,ದೇಮ್ಲಾಪುರ
1762,Desai kallur,ಕಲ್ಲೂರ
1763,Desanooru,ದೇಶನೂರು
1764,Deshnur,ದೇಶನೂರ
1765,Desur,ದೇಸೂರ
1766,Devachalla,ದೇವಚಳ್ಳ
1767,Devadana,ದೇವದಾನ
1768,Devagiri,ದೇವಗಿರಿ
1769,Devagondanahalli,ದೇವಗೊಂಡನಹಳ್ಳಿ
1770,Deval ganagapur,ದೇವಲ ಗಾಣಗಾಪೂರ
1771,Devaladakere,ದೇವಾಲದಕೆರೆ
1772,Devalamakki,ದೇವಳಮಕ್ಕಿ
1773,Devalapur,ದೇವಲಾಪೂರ
1774,Devalapura,ದೇವಲಾಪುರ
1775,Devalatti,ದೇವಲತ್ತಿ
1777,Devamallur,ಮಲ್ಲೂರ
1778,Devanagundi,ದೇವನಗುಂದಿ
1779,Devanahalli town,ವನಹಳ್ಳಿ
1780,Devanal,ದೇವನಾಳ
1781,Devangaon,ದೇವಣಗಾಂವ
1782,Devangi,ದೇವಂಗಿ
1783,Devanhalli,ದೇವನಳ್ಳಿ
1784,Devanur,ದೇವನೂರು
1785,Devanuru,ದೇವನೂರು
1786,Devapur,ದೇವಾಪುರ
1787,Devapura,ದೇವಪುರ
1788,Devar gennur,ದೇವರಗೆಣ್ಣೂರ
1789,Devar shigihalli,ದೇವರಶೀಗಿಹಳ್ಳಿ
1790,Devara belakere,ದೇವರಬೆಳೆಕೆರೆ
1791,Devara nimbaragi,ಬರಗಿ
1792,Devarabhupur,ದೇವರಭೂಪೂರ
1793,Devaragudi,ದೇವರಗುಡಿ
1794,Devaragudihal,ದೇವರಗುಡಿಹಾಳ
1795,Devaragudipalli,ದೇವರಗುಡಿಪಲ್ಲಿ
1796,Devarahalli,ದೇವರಹಳ್ಳಿ
1797,Devarahipparagi,ಹಿಪ್ಪರಗಿ
1798,Devarahubballi,ದೇವರಹುಬ್ಬಳ್ಳಿ
1799,Devaramallanayakana hally,ದೇವರಮಲ್ಲನಾಯಕನಹಳ್ಳಿ
1800,Devaramarikunte,ದೇವರಮರಿಕುಂಟೆ
1801,Devarapura,ದೇವರಪುರ
1802,Devarareddihalli,ದೇವರೆಡ್ಡಿಹಳ್ಳಿ
1803,Devarasana halli,ದೇವರಸನಹಳ್ಳಿ
1804,Devaraya shetty pura,ಪುರ
1805,Devarayasamudra,ದೇವರಾಯಸಮುದ್ರ
1806,Devargonal,ದೇವರಗೋನಾಲ
1807,Devarnavadagi,ದೇವರನಾವದಗಿ
1808,Devasamudhra,ದೇವಸಮುದ್ರ
1809,Devasamudra,ದೇವಸಮುದ್ರ
1810,Devasuguru,ದೇವಸುಗೂರು
1811,Devatkal,ದೇವತಕಲ್‌
1812,Devdurga,ದುರ್ಗಾ
1813,Deveerammana halli,ದೇವೀರಮ್ಮನಹಳ್ಳಿ
1814,Devigere,ದೇವಿಗೆರೆ
1815,Devihosur,ದೇವಿಹೊಸೂರ
1816,Devikera,ದೇವಿಕೇರಾ
1817,Devikere,ದೇವಿಕೆರೆ
1818,Devikoppa,ದೇವಿಕೊಪ್ಪ
1819,Dhamane s.bgm,ಮೇಲಿನಜೂಗಾನಹಳ್ಳಿ(ಎಸ್‌.ಎಸ್‌.ಘಾಟಿ)
1820,Dhanagalli,ಧನಗಹಳ್ಳಿ
1821,Dhanagere,ಧನಗೆರೆ
1822,Dhangapur,ಧಂಗಾಪೂರ
1823,Dhannur,ಧನ್ನೂರ
1824,Dhannura (s),ಧನ್ನೂರಾ (ಕೆ)
1825,Dhanura k,ಧನ್ನೂರಾ
1826,Dhare koppa,ಧರೇಕೊಪ್ಪ
1827,Dharma pura,ಧರ್ಮಪುರ
1828,Dharmapura,ಧರ್ಮಪುರ
1829,Dharmasthala,ಧರ್ಮಸ್ಥಳ
1830,Dharmatti,ಧರ್ಮಟ್ಟಿ
1831,Dharoji,ದರೋಜಿ
1832,Dharwad city,ಧಾರವಾಡ ನಗರ
1833,Dhavalagi,ಢವಳಗಿ
1834,Dhavaleshwar,ಡವಳೇಶ್ವರ
1835,Dhoddamole,ದೊಡ್ಡಮೋಳೆ
1836,Dhulakhed,ಧೂಳಖೇಡ
1837,Dhumansoor,ಧುಮನ್ಸೂರ್
1838,Dhummavad,ಧುಮ್ಮವಾಡ
1839,Dhundasi,ಧುಂಡಸಿ
1840,Dhupadal,ಧೂಪದಾಳ
1841,Dhupathmahagaon,ಧೂಪತಮಹಾಗಾಂವ್‌
1842,Dibbur,ದಿಬ್ಬೂರು
1843,Dibburahalli,ದಿಬ್ಬೂರಹಳ್ಳಿ
1844,Didaga,ದಿಡಗ
1845,Diddigi,ದಿದ್ದಿಗಿ
1846,Diggaon,ದಿಗ್ಗಾಂವ
1847,Diggewadi,ದಿಗ್ಗೇವಾಡಿ
1848,Diggi,ಡಿಗ್ಗಿ
1849,Dindaguru,ದಿಂಡಗೂರು
1850,Dindavara,ದಿಂಡಾವರ
1851,Dindwar,ದಿಂಡವಾರ
1852,Dinka,ಡಿಂಕಾ
1853,Dinnahalli,ದಿನ್ನೆಹಳ್ಳಿ
1854,Dinnalli,ದಿನ್ನಹಳ್ಳಿ
1855,Divagi,ದೀವಗಿ
1856,Dodathekahalli,ದೊಡ್ಡತೇಕಹಳ್ಳಿ
1857,Dodawad,ದೊಡವಾಡ
1858,Dodda alahalli,ದೊಡ್ಡಆಲಹಳ್ಳಿ
1859,Dodda aralagere,ದೊಡ್ಡಅರಳಗೆರೆ
1860,Dodda belalu,ಬೆಳಾಲು
1861,Dodda belavangala,ದೊಡ್ಡಬೆಳವಂಗಲ
1862,Dodda bettahalli,ಬೆಟ್ಟದಳ್ಳಿ
1863,Dodda bidare,ದೊಡ್ಡಬಿದರೆ
1864,Dodda gangawadi,ಆಡಿ
1865,Dodda gattiganabbe,ದೊಡ್ಡಗಟ್ಟಿಗನಬ್ಬೆ
1866,Dodda hebbagilu,ದೊಡ್ಡಬ್ಬಾಗಿಲು
1867,Dodda hejjur,ದೊಡ್ಡಹೆಜ್ಜೂರು
1868,Dodda hulluru,ದೊಡ್ಡಹುಲ್ಲೂರು
1869,Dodda kamaravalli,ದೊಡ್ಡಕಮರವಳ್ಳಿ
1870,Dodda maralavadi,ಆಡಿ
1871,Dodda muduvadi,ಆಡಿ
1872,Dodda nallala,ದೊಡ್ಡನಲ್ಲಾಲ
1873,Dodda pyayalagurki,ಆಲಗೂರ
1874,Dodda tumkuru,ದೊಡ್ಡ ತುಮಾಕೂರು
1875,Dodda valagamadi,ದೊಡ್ಡವಲಗಮಾದಿ
1876,Dodda valangama,ಅಳಂಗಾ
1877,Doddaagrahara,ದೊಡ್ಡಅಗ್ರಹಾರ
1878,Doddabakikere,ಕೆರೆ
1879,Doddabala,ದೊಡ್ಡಾಬಾಲ
1880,Doddaballapura town,ಪುರ
1881,Doddabana halli (gp),ಕೊಡಿಗೇ ಹಳ್ಳಿ
1882,Doddabanagere,ದೊಡ್ಡಬಾಣಗೆರೆ
1883,Doddabathi,ದೊಡ್ಡಬಾತಿ
1884,Doddabbigere,ದೊಡಬ್ಬಿಗೆರೆ
1885,Doddabele,ದೊಡ್ಡಬೆಲೆ
1886,Doddabemmathi,ದೊಡ್ಡಬೆಮ್ಮತ್ತಿ
1887,Doddabidarakallu,ಕಲ್ಲೂರ
1888,Doddabyadara hally,ದೊಡ್ಡಬ್ಯಾಡರಹಳ್ಳಿ
1889,Doddabyagatavally,ದೊಡ್ಡಬ್ಯಾಗತವಳ್ಳಿ
1890,Doddabyrana kuppe,ಡಿ.ಬಿ.ಕುಪ್ಪೆ
1891,Doddachellur,ದೊಡ್ಡಚೆಲ್ಲೂರು
1892,Doddaganjur,ದೊಡ್ಡಗಂಜೂರು
1893,Doddagarudanahalli(mandya),ಓಡನ ಹಳ್ಳಿ
1894,Doddagenigere,ದೊಡ್ಡಗೇಣಿಗೆರೆ
1895,Doddaghatta,ದೊಡ್ಡಘಟ್ಟ
1896,Doddagubbi (gp),ದೊಡ್ಡ ಗುಬ್ಬಿ
1897,Doddaguni,ದೂಡ್ಡಗುಣಿ
1898,Doddahally,ದೊಡ್ಡಹಳ್ಳಿ
1899,Doddahasala,ದೊಡ್ಡಹಸಾಳ
1900,Doddahulikunte,ಹುಲಿಕುಂಟೆ
1901,Doddajala,ದೊಡ್ಡಜಾಲ
1902,Doddakadanur,ದೊಡ್ಡ ಕಾಡನೂರು
1903,Doddakanagalu,ದೊಡ್ಡಕಣಗಾಲು
1904,Doddakavalande,ದೊಡ್ಡಕೌಲಂದೆ
1905,Doddakunche,ದೊಡ್ಡಕುಂಚೆ
1906,Doddakurugodu,ದೊಡ್ಡಕುರುಗೋಡು
1907,Doddalaghatta,ದೊಡ್ಡಘಟ್ಟ
1908,Doddalathur,ಆಲತ್ತೂರು
1909,Doddamagaravalli,ದೊಡ್ಡಮಾಗರವಳ್ಳಿ
1910,Doddamagge,ದೊಡ್ಡಮಗ್ಗೆ
1911,Doddamallapura,ಪುರ
1912,Doddamaluru,ದೊಡ್ಡಮಾಲೂರು
1913,Doddamarali,ದೊಡ್ಡಮರಳಿ
1914,Doddamolthe,ದೊಡ್ಡಮಳ್ತೆ
1915,Doddanaravangala,ದೊಡ್ಡನಾರವಂಗಲ
1916,Doddapattagere,ದೊಡ್ಡಅರಳಗೆರೆ
1917,Doddarasina kere,ಕೆರೆ
1918,Doddasaggere,ದೊಡ್ಡಸಾಗ್ಗೆರೆ
1919,Doddashivara,ದೊಡ್ಡಶಿವಾರ
1920,Doddathogur,ದೊಡ್ಡತೋಗೂರು
1921,Doddaullarthi,ದೊಡ್ಡ ಉಳ್ಳಾರ್ತಿ
1922,Doddayalaku,ದೊಡ್ಡಯಲ್ಕೂರು
1923,Doddayennegere,ದೊಡ್ಡೆಣ್ನೆಗೆರೆ
1924,Doddbele colony,ದೊಡ್ಡಬೆಲೆ ಕಾಲೋನಿ
1925,Dodderi,ದೊಡ್ಡೇರಿ
1926,Doddinduvadi,ದೊಡ್ಡಿಂದುವಾಡಿ
1927,Doddur,ದೊಡ್ಡೂರ
1928,Dodduru karapa,ದೊಡ್ಡೂರ
1929,Dodmane,ದೊಡ್ಮನೆ
1930,Dodnalli,ದೊಡ್ನಳ್ಳಿ
1931,Dolleshwara,ಡೊಳ್ಳೇಶ್ವರ
1932,Dombarmattur,ಮತ್ತೂರು
1933,Dommasandra,ದೊಮ್ಮಸಂದ್ರ
1934,Dommatahmari,ದೊಮ್ಮತಮರಿ
1935,Donabhaghatta,ದೊಣಬಘಟ್ಟ
1936,Dondambali,ದೊಂಡಂಬಳಿ
1937,Donehalli,ದೊಣೆಹಳ್ಳಿ
1938,Dongaon,ಡೋಣಗಾಂವ್‌ (ಎಂ.)
1939,Dongaon (m),ಡೋಣಗಾಂವ್‌ (ಎಂ.)
1940,Dongapur,ಡೋಣಗಾಪೂರ
1941,Dongargoan,ಡೊಂಗರಗಾಂವ
1942,Dongri,ಡೋಂಗ್ರಿ
1943,Doni,ಡೋಣಿ
1944,Doni madagu,ದೋಣಿಮಡಗು
1945,Donur,ಡೋಣುರ
1946,Dooguru,ದೂಗೂರು
1947,Doolapalli,ಪಳ್ಳಿ
1948,Doora,ದೂರ
1949,Doranahalli,ಕೋರನಹಳ್ಳಿ
1950,Doranalu,ದೋರನಾಳು
1951,Dornahalli,ಡೋರ್ನಹಳ್ಳಿ
1952,Dotehal,ಕೋಟೆಹಾಳ್‌
1953,Dubalgundi,ದುಬಲಗುಂಡಿ
1954,Dudda r.s.,ದುದ್ದ
1955,Dudda(mandya),ದುದ್ದ
1956,Dugga halli,ದುಗ್ಗಹಳ್ಳಿ
1957,Duggahatti,ದುಗ್ಗಹಟ್ಟಿ
1958,Dugganahally,ದುಗ್ಗನಹಳ್ಳಿ
1959,Duggavathi,ದುಗ್ಗಾವತಿ
1960,Dugnoor,ದುಗನೂರ
1961,Dugudihalli,ದುಗುಡಿಹಳ್ಳಿ
1962,Dummena hally,ದುಮ್ಮೇನಹಳ್ಳಿ
1963,Dummi,ಡುಮ್ಮಿ
1964,Dundalli,ದುಂಡಳ್ಳಿ
1965,Dupadahalli,ದೂಪದಹಳ್ಳಿ
1966,Durdundi,ದುರದುಂಡಿ
1967,Durga,ದುರ್ಗಾ
1968,Durvigere,ದುರ್ವಿಗೆರೆ
1969,Duttargaon,ದುತ್ತರಗಾಂವ
1970,Dwaranakunte,ದ್ವಾರನಕುಂಟೆ
1971,Dyamavvanahalli,ದ್ಯಾಮವ್ವನಹಳ್ಳಿ
1972,Dyavanahalli,ದ್ಯಾವನಹಳ್ಳಿ
1973,Dyavasandra,ದ್ಯಾವಸಂದ್ರ
1974,E thimmasandra,ತಿಮ್ಮಸಂದ್ರ
1975,Eachanal,ಈಚನಾಳ
1976,Echanooru,ಆನೂರ
1977,Ekamba,ಎಕಂಬಾ
1978,Eklara,ಎಕಲಾರಾ
1979,Ekloora,ಎಕೆಲೂರ
1980,Elebethur,ಬೇತೂರು
1982,Ellemala,ಎಲ್ಲೆಮಾಳ
1983,Elubenchi,ಏಳುಬೆಂಚಿ
1984,Emmanetha,ಎಮ್ಮನೆತಾ
1985,Emmedoddi,ಎಮ್ಮೇದೊಡ್ಡಿ
1986,Emmiganur,ಎಮ್ಮಿಗನೂರು
1987,Erasavadi,ಸವದಿ
1988,Esamudra,ಇಸಾಮುದ್ರ
1989,Eshwaragere,ಈಶ್ವರಗೆರೆ
1990,Eshwarahalli,ಈಶ್ವರಹಳ್ಳಿ
1991,Etthinabudhihal,ಎತ್ತಿನಬೂದಿಹಾಳು
1992,Evoor,ಬೇವೂರ
1993,Examba,ಎಕಂಬಾ
1994,Fakirbudihal,ಫಕೀರಬೂದಿಹಾಳ್
1995,Fartabad,ಬಾಡ
1996,Firozabad,ಫೀರೋಜಾಬಾದ
1997,Futagao badni,ಬಾಡ
1998,G b saragur,ಜೆ.ಬಿ.ಸರಗೂರು
1999,G bommasandra,ಜಿ.ಬೊಮ್ಮ ಸಂದ್ರ
2000,G hosahalli,ಜಿ.ಹೊಸಹಳ್ಳಿ
2001,G hulikatti,ಉಳಿ
2002,G kothur,ಗುಂಡ್ಲಕೊತ್ತುರು
2003,G. Basavankoppa,ಜಿ ಬಸವನಕೊಪ್ಪ
2005,G. Malligere(mandya),ಮಳ್ಳಿ
2006,G.n.kere,ಕೆರೆ
2007,Gabba sawalagi,ಗಬಸಾವಳಗಿ
2008,Gabbur,ಗಬ್ಬೂರು
2009,Gabyapur,ಗಂಬ್ಯಾಪೂರ
2010,Gadag city,ಗದಗ
2011,Gadare,ಗೆದರೆ
2012,Gaddanakeri,ಗದ್ದನಕೇರಿ
2013,Gaddegera,ಗದ್ದೆಗೆರೆ
2014,Gaddikeri,ಗದ್ದಿಕೇರಿ
2015,Gadeehalli,ಗಾಡೇನಹಳ್ಳಿ
2016,Gadgi,ಗಾದಗಿ
2017,Gadiganuru,ಗಾದಿಗನೂರು
2018,Gadigoundgaon,ಗಡಿಗೌಂಡಗಾಂವ್‌
2019,Gadikeshwar,ಗಡಿಕೇಶ್ವಾರ
2020,Gadilingadalli,ಗಡಿಲಿಂಗದಳ್ಳಿ
2021,Gagenahalli,ಗಾಗೇನಹಳ್ಳಿ
2022,Gajanuru,ಗಾಜನೂರು
2023,Gajarkot,ಗಾಜರಕೋಟ
2025,Galag,ಗಲಗ
2026,Galagali,ಗಲಗಲಿ
2027,Galagihulakoppa,ಗಳಗಿ
2028,Galataga,ಗಳತಗಾ
2029,Galibeedu,ಗಾಳಿಬೀಡು
2030,Galigenahalli,ಗಳಿಗೆನಹಳ್ಳಿ
2031,Gama,ಗಾಮ
2032,Gamana hally,ಗಾಮ
2033,Ganadal,ಗಾಣದಾಳ
2034,Ganadalu,ಗಾಣದಾಳು
2035,Ganadalu (mandya),ನಡ
2036,Ganadhal,ಗಾಣಧಾಳ
2036,Ganadhal,ಗಾಣಧಾಳ
2037,Ganadinni,ಆಡಿ
2038,Ganagaluru,ಗಣಗಲೂರು
2039,Ganagur,ಗಣಗೂರು
2040,Gandabommanahalli,ಗಂಡಬೊಮ್ಮನಹಳ್ಳಿ
2041,Gandasi,ಗಂಡಸಿ
2042,Gandhanahalli,ಗಂಧನಹಳ್ಳಿ
2043,Gandhinagar,ಗಾಂಧಿನಗರ
2044,Gandigwad,ಗಂದಿಗವಾಡ
2045,Ganganahalli,ಗಂಗನಹಳ್ಳಿ
2046,Ganganakote,ಗಂಗನಕೋಟೆ
2047,Gangasamudra,ಗಂಗಸಮುದ್ರ
2048,Gangasandra,ಗಂಗಸಂದ್ರ
2049,Gangavara,ಗಂಗವಾರಚೌಡಪ್ಪನಹಳ್ಳಿ
2050,Gangavathi,ಆವತಿ
2051,Gangolli,ಗಂಗೊಳ್ಳಿ
2052,Gangona halli,ಗಂಗೋನಹಳ್ಳಿ
2053,Gangur,ಗಂಗೂರು
2054,Ganguru,ಗಣಗೂರು
2055,Ganjalagud,ಗಂಜಲಗೋಡು
2056,Ganjalagunte,ಗಂಜಲಗುಂಟೆ
2057,Ganjigatti,ಗಂಜಿಗಟ್ಟಿ
2058,Ganjigere,ಅಣಜಿಗೆರೆ
2059,Ganjigere,ಅಣಜಿಗೆರೆ
2060,Ganjigunte,ಗಂಜಿಗುಂಟೆ
2061,Ganjihal,ಗಂಜಿಹಾಳ
2062,Ganjimut,ಗಂಜಿಮಠ
2063,Gannayakanahalli,ಗನ್ನಾಯಕನಹಳ್ಳಿ
2064,Gantamvaripalli,ಘಂಟಂವಾರಿಪಲ್ಲಿ
2065,Gantiganahalli,ಗಂಟಿಗಾನಹಳ್ಳಿ
2066,Ganwar 14,ಅಣವಾರ
2067,Garag,ಗರಗ
2068,Garaga,ಗರಗ
2069,Garagpalli,ಗರಗಪಳ್ಳಿ
2070,Garampalli,ಗಾರಂಪಳ್ಳಿ
2071,Garani,ಗರಣಿ
2072,Gargeswari,ಗರ್ಗೇಶ್ವರಿ
2073,Garje,ಗರ್ಜೆ
2074,Garlgunji,ಗರ್ಲಗುಂಜಿ
2075,Garwale,ಗರ್ವಾಲೆ
2076,Gataparthi,ಘಟಪರ್ತಿ
2077,Gattamadamanga,ಘಟ್ಟಮಾದಮಂಗಲ
2078,Gattamadamangala,ಘಟ್ಟಮಾದಮಂಗಲ
2079,Gavadagere,ಗಾವಡಗೆರೆ
2080,Geddalmari,ಗೆದ್ದಲಮರಿ
2081,Geeji hally,ಮಂಚನಾಯಕನಹಳ್ಳಿ
2082,Gejjagatta,ಗೆಜ್ಜಲಗಟ್ಟ
2083,Gejjalagere,ಗೆಜ್ಜಲಗೆರೆ
2084,Gejjihalli,ಗೆಜ್ಜಿಹಳ್ಳಿ
2085,Genakihal,ಗೆಣಕಿಹಾಳ್‌
2086,Gendla,ಗೆಂಡ್ಲ
2087,Ghadsai,ಘಾಡಸಾಯಿ
2088,Ghalapooji,ಘಾಳಪೂಜಿ
2089,Ghatakanur,ಘಟಕನೂರ
