id,question_text,display_text,key ,options,is_featured,question type,status,max score,pass score,name in colloquial language,options in language
598,Did you observe the math class happening at the time of your visit?,Did you observe the math class happening at the time of your visit?,ivrss-math-class-happening,"{Yes,No}",True,1,AC,,,ನಿಮ್ಮ ಶಾಲಾ ಭೇಟಿಯ ಸಮಯದಲ್ಲಿ ಗಣಿತ ತರಗತಿ ನಡೆಯುತ್ತಿತ್ತೇ?,"{ಹೌದು,ಇಲ್ಲ}"
599,Is the teacher in the classroom trained on GKA methodology ?,How many responses indicate that the teacher in classroom is trained in GKA methodology?,ivrss-gka-trained,"{Yes,No}",True,1,AC,,,ನೀವು ಭೇಟಿ ನೀಡಿದ ಶಾಲೆಯ ಗಣಿತ ಶಿಕ್ಷಕ/ಶಿಕ್ಷಕಿಯರಿಗೆ ಜಿ ಕೆ ಏ ತರಬೇತಿ ಆಗಿದೆಯೇ?,"{ಹೌದು,ಇಲ್ಲ}"
600,Did you see the Ganitha Kalika Andolana TLM being used at the time of your visit?,Did you see the Ganitha Kalika Andolana TLM being used at the time of your visit?,ivrss-gka-tlm-in-use,"{Yes,No}",True,1,AC,,,ನೀವು ಶಾಲೆಗೆ ಭೇಟಿ ನೀಡಿದ ಸಮಯದಲ್ಲಿ ಗಣಿತ ತರಗತಿಯಲ್ಲಿ ಜಿ ಕೆ ಏ ಕಿಟ್ ನ ಕಲಿಕೋಪಕಾರಗಳನ್ನು ಉಪಯೋಗಿಸುತ್ತಿದ್ದರೆ?,"{ಹೌದು,ಇಲ್ಲ}"
601,Did you observe the Representational Stage practised in the classroom ?,Did you observe the Representational Stage being practised in the classroom ?,ivrss-gka-rep-stage,"{Yes,No}",True,1,AC,,,ನಿಮ್ಮ ಶಾಲಾ ಭೇಟಿಯ ಸಮಯದಲ್ಲಿ ಗಣಿತ ತರಗತಿಯಲ್ಲಿ ಪ್ರಾತಿನಿಧ್ಯಾತ್ಮಕ ಹಂತದ ಬಳಕೆ ಆಗುತ್ತಿತ್ತೇ?,"{ಹೌದು,ಇಲ್ಲ}"
602,Did you observe Group Activity happening in the classroom ?,How many responses indicate that group work was happening in the schools visited?,ivrss-group-work,"{Yes,No}",True,1,AC,,,ನಿಮ್ಮ ಶಾಲಾ ಭೇಟಿಯ ಸಮಯದಲ್ಲಿ ಗಣಿತ ತರಗತಿಯಲ್ಲಿ ಗುಂಪು ಕಲಿಕೆ ಆಗುತ್ತಿತ್ತೇ?,"{ಹೌದು,ಇಲ್ಲ}"
