State,District, Block, Cluster, GPId, GPName, SchoolName, DISE Code, Category, Gender, Language
karnataka,bidar,basavakalyan,sastapur,6109,Yarandagi,GOVT LPS HIPPARGAGHAT THANDA,29050206805,Lower Primary,co-ed,kan
