State,District, Block, Cluster, GPId, GPName, SchoolName, DISE Code, Category, Gender, Language
karnataka,chitradurga,challakere,doddachellur,1891,Doddachellur,GLPS SHIRADARAKAPILE,29130215901,Lower Primary,co-ed,kan
