State,District, Block, Cluster, GPId, GPName, SchoolName, DISE Code, Category, Gender, Language
karnataka,chikkaballapura,gowribidanur,hale halli,5302,Shampura,GLPS Bikkalahalli,29290508303,Lower Primary,co-ed,kan
