district id,designation,name
        441 , ಉಪನಿರ್ದೇಶಕರು (ಆಡಳಿತ),ಎಸ್. ಜಿ. ನಾಗೇಶ್ 
        441 , ಉಪನಿರ್ದೇಶಕರು (ಅಭಿವೃದ್ಧಿ),ಎಸ್. ರಘುನಾಥರೆಡ್ಡಿ 
        441 , ಉಪಯೋಜನಾಧಿಕಾರಿಗಳು,ಡಿ.ಎನ್.ಸುಕನ್ಯ  
        441 , ಗಣಿತ ಕಲಿಕಾ ಆಂದೋಲನದ ನೋಡಲ್ ಅಧಿಕಾರಿಗಳು,ಸಿ. ಎನ್. ಸೂರ್ಯ ಪ್ರಕಾಶ 
        441 ,ಮುಖ್ಯ ಕಾರ್ಯನಿರ್ವಾಹಕ ಅಧಿಕಾರಿಗಳು ,ಫೌಜೀಯಾ ತರುನಮ್. ಬಿ 
        441 ,ಜಿಲ್ಲಾಧಿಕಾರಿಗಳ ಹೆಸರು,ಆರ್. ಲತಾ 
