GP CODE,GP NAME ,SCHCD,SCHNAME
211501001,Angarabandha,21150100101,Jhatakipasi PS
211501001,Angarabandha,21150100102,Alekhamahima UPS
211501001,Angarabandha,21150100152,PANCHAYAT HS ANGARABANDHA
211501001,Angarabandha,21150100201,Khandahata PS
211501001,Angarabandha,21150100202,Khandahata UPS
211501001,Angarabandha,21150100301,Angarabandha PS
211501002,Antulia,21150100402,"GOVT.UGHS,ANTULIA"
211501002,Antulia,21150100451,"SARASWATI SISU VIDYAMANDIR, ANTULIA"
211501002,Antulia,21150100601,BHALUMUNDA PROJECT PS
211501002,Antulia,21150100701,"Janata Nodal UPS, Dandasingha"
211501002,Antulia,21150100802,Ganjada PROJECT UPS
211501002,Antulia,21150101001,Kadaliberini PS
211501002,Antulia,21150101101,Laxmanpur PS
211501002,Antulia,21150101201,Rodasingha UPS
211501002,Antulia,21150101301,Tabada PS
211501003,Badakantakul,21150101401,Badakantakul Nodal UPS
211501003,Badakantakul,21150101501,Badakantakul G.P. HS
211501003,Badakantakul,21150101503,JAMUGADIA PUPS
211501003,Badakantakul,21150101504,Sindhrisahi PS
211501003,Badakantakul,21150101505,"Ramakrushna Sishu Vidya Mandira,Jamugadia"
211501003,Badakantakul,21150101602,Kanja Project UPS
211501003,Badakantakul,21150101802,Nuakheta PS
211501003,Badakantakul,21150101803,Nuakheta UPS
211501003,Badakantakul,21150101901,Raigoda PS
211501003,Badakantakul,21150102101,Sanakantakul PS
211501003,Badakantakul,21150102201,Saruali PS
211501004,Badakera,21150102401,Badakera PS
211501004,Badakera,21150102402,Badakera UPS
211501004,Badakera,21150102403,"Sri Jagannath HS, Badakera"
211501004,Badakera,21150102404,GATI GAUR PUBLIC SCHOOL
211501004,Badakera,21150102502,Champatimunda Project UPS
211501004,Badakera,21150102503,"POST BASIC SCHOOL, CHAMPATIMUNDA"
211501004,Badakera,21150102601,Dalabeherasahi SS
211501004,Badakera,21150102701,Guranga SS
211501004,Badakera,21150102802,"SHREE SHREE JAGANNATH MAHAVIDYALAYA,BADAKERA"
211501004,Badakera,21150102901,Ragudiapada PS
211501004,Badakera,21150103101,Tumuni Project PS
211501004,Badakera,21150103102,Tumuni PS
211501005,Balanga,21150103201,"BALANGA GOVT.UGHS,BALANGA"
211501005,Balanga,21150103202,GOTHAMALASAHI PS
211501005,Balanga,21150103401,Hidisingh PS
211501005,Balanga,21150103503,JOKUB PROJECT PS
211501005,Balanga,21150103701,Pampasara PS
211501005,Balanga,21150103801,Talisara PS
211501006,Balasingha,21150103901,Balasingha HS
211501006,Balasingha,21150103902,Balasingha UPS
211501006,Balasingha,21150104001,Balisahi NUPS
211501006,Balasingha,21150104401,Hanadiha PS
211501006,Balasingha,21150104701,Pandapur PS
211501006,Balasingha,21150104901,SURABA PROJECT UPS
211501007,Baluakata,21150105201,Baluakata PS
211501007,Baluakata,21150105202,Baluakata UPS
211501007,Baluakata,21150105203,Kumbhakaranasahi PS
211501007,Baluakata,21150105301,Sabalabhanga PS
211501007,Baluakata,21150105302,"Nilakantheswar UPS, Sabalabhanga"
211501007,Baluakata,21150105351,"Nilakantheswaar HS, Sabalabhanga"
211501007,Baluakata,21150105352,"RAMAKRISHNA SISHU VIDYA MANDIR,SABALABHANGA"
211501007,Baluakata,21150105501,Saradhapur (A) UPS
211501008,Bantala,21150105701,Bantala Bazar PS
211501008,Bantala,21150105702,Bantala HS
211501008,Bantala,21150105703,Bantala PS
211501008,Bantala,21150105704,Bantala UPS
211501008,Bantala,21150105751,Bantala Girls HS
211501008,Bantala,21150105752,"Saraswati Shishu Mandir, Bantala"
211501008,Bantala,21150105753,"SRI CHANDRA SEKHAR MAHAVIDYALAYA,BANTALA"
211501008,Bantala,21150105801,Jaraorpur UPS
211501008,Bantala,21150106002,SAHARGUDA PROJECT PS
211501009,Baragounia,21150106101,BADAHINSO NEW UPS
211501009,Baragounia,21150106102,Kumbharsahi PS
211501009,Baragounia,21150106201,Bandanapasi PS
211501009,Baragounia,21150106202,Bandanapasi-BADAHINSO UPS
211501009,Baragounia,21150106301,Baragounia GP HS
211501009,Baragounia,21150106302,Baragounia Nodal UPS
211501009,Baragounia,21150106303,Gothamalasahi PS
211501009,Baragounia,21150106304,PURUNAPASISAHI PROJECT PS
211501009,Baragounia,21150106305,"SARASWATI SISHU VIDYA MANDIR, BARAGUNIA"
211501009,Baragounia,21150106401,Kaleipada PS
211501009,Baragounia,21150106501,Magurkhal PS
211501009,Baragounia,21150106701,SANAHINSO PROJECT PS
211501010,Basala,21150106801,Basala Project UPS
211501010,Basala,21150106802,Sunabhuin Project PS
211501010,Basala,21150106851,Basala G.P HS
211501010,Basala,21150106901,Bherubania PS
211501010,Basala,21150107001,Dhanurjayapur PS
211501011,Bedasasan,21150107201,Bedasasan G.P HS
211501011,Bedasasan,21150107202,Bedasasan Nodal UPS
211501003,Badakantakul,21150107203,Ramkrishna Sishu Vidya Mandir
211501011,Bedasasan,21150107501,Hamamira PS
211501011,Bedasasan,21150107502,Hamamira UPS
211501011,Bedasasan,21150107601,Govindapur PS
211501012,Chheliapada,21150107801,Chheliapada PS
211501012,Chheliapada,21150107802,Nathasahi Project UPS
211501012,Chheliapada,21150107851,"PANCHAYAT HS,CHHELIAPADA"
211501012,Chheliapada,21150107852,"SARASWATI SISU VIDYAMANDIR, CHHELIAPADA"
211501012,Chheliapada,21150107901,Nuagaon PUPS
211501013,Dhokuta,21150108001,Dhokuta Govt. UGHS
211501013,Dhokuta,21150108101,GOPALPUR PROJECT UPS
211501013,Dhokuta,21150108401,Bhubanpur PS
211501013,Dhokuta,21150108501,Govindapur SS
211501014,Gadataras,21150108601,Aradiha PS
211501014,Gadataras,21150108801,GOVT.UPGRADED HIGH SCHOOL GADATARAS
211501014,Gadataras,21150108901,Chasasahi PS
211501014,Gadataras,21150108902,Jamunda PS
211501023,Matiasahi,21150109301,NUA BADADANDA SAHI PPS
211501023,Matiasahi,21150109352," KIDS CARE SCHOOL,PURUNAGARH"
211501015,Inkarbandha,21150109401,Badakanjani PS
211501015,Inkarbandha,21150109502,Inkarbandha UPS
211501015,Inkarbandha,21150109671,"Panchapada HS, Nuapada"
211501015,Inkarbandha,21150109701,Sanakanjani PS
211501015,Inkarbandha,21150109702,Sanakanjani UPS
211501015,Inkarbandha,21150109902,SARANGAPUR PROJECT PS
211501015,Inkarbandha,21150110001,Satrang PS
211501016,Jagannathpur,21150110101,Asanabahal PS
211501016,Jagannathpur,21150110201,Bruti PS
211501016,Jagannathpur,21150110301,Hinsirida PS
211501016,Jagannathpur,21150110402,Jagannathpur UPS
211501016,Jagannathpur,21150110451,NILAKANTHESWAR HIGH SCHOOL
211501016,Jagannathpur,21150110501,Kulangi PS
211501016,Jagannathpur,21150110701,Takarsingha PROJECT UPS
211501016,Jagannathpur,21150110801,Tarava PS
211501017,Kangula Bentapur,21150110901,Badibahal PS
211501017,Kangula Bentapur,21150111001,Barasingha Project UPS
211501017,Kangula Bentapur,21150111002,Kaithadhipasahi PS
211501017,Kangula Bentapur,21150111003,KAMARPASI  PS
211501017,Kangula Bentapur,21150111101,Jadupur Project PS
211501017,Kangula Bentapur,21150111201,PANCHAYAT HS BENTPUR
211501017,Kangula Bentapur,21150111202,Bentapur Nodal UPS
211501017,Kangula Bentapur,21150111203,Godisahi PUPS
211501017,Kangula Bentapur,21150111205,Kangula Nodal UPS
211501017,Kangula Bentapur,21150111206,Mundiasahi PS
211501017,Kangula Bentapur,21150111207,Nuasahi UPS
211501017,Kangula Bentapur,21150111208,NUATIARSAHI PROJECT PS
211501017,Kangula Bentapur,21150111251,"VIVEKANANDA VIDYANIKETAN, KANGULA"
211501018,Khalari,21150111301,Ankula PS
211501018,Khalari,21150111401,Gopinathpur Project PS
211501018,Khalari,21150111481,"SARASWATI SISHU VIDYAMANDIR, GOPINATHPUR"
211501018,Khalari,21150111501,Khalari HS
211501018,Khalari,21150111502,Khalari UPS
211501018,Khalari,21150111551,"SARASWATI SISU VIDYAMANDIR, KHALARI"
211501018,Khalari,21150111552,"SRI RAMA KRISHNA VIDYAMANDIR, KHALARI"
211501018,Khalari,21150111601,Khamar (A) UPS
211501018,Khalari,21150111602,Khamar PS
211501018,Khalari,21150111701,Somanathpur PS
211501018,Khalari,21150111751,"SARASWATI SISU VIDYAMANDIR, SUSUDA"
211501019,Khinda,21150111801,"Janata HS, Gadataras"
211501008,Bantala,21150111851,"S A I E & R CENTER, BANAMIRA"
211501019,Khinda,21150111901,Khinda UPS
211501019,Khinda,21150112001,SARASWATI SHISHU BIDYA MANDIR
211501019,Khinda,21150112101,Maranda PS
211501019,Khinda,21150112102,Maranda UPS
211501019,Khinda,21150112201,Telibhuin PS
211501020,Kothabhuin,21150112401,Baghamunda PS
211501020,Kothabhuin,21150112402,Baghamunda Ashram School
211501020,Kothabhuin,21150112601,Dalaki PS
211501020,Kothabhuin,21150112701,Dalasingha PS
211501020,Kothabhuin,21150112902,Kothabhuin UPS
211501020,Kothabhuin,21150112903,LOKASINGA PROJECT PS
211501020,Kothabhuin,21150112951,Anandeswarjew HS
211501020,Kothabhuin,21150113101,LAIMUNDA OLABERI PS
211501020,Kothabhuin,21150113301,Sankrida PS
211501030,Tainsi,21150113401,Jayanti Nagar PS
211501021,Kumurisingha,21150113501,Badabahal PS
211501021,Kumurisingha,21150113801,Kabulipal PS
211501021,Kumurisingha,21150113901,"PANCHAYAT HS,KUMURISINGHA"
211501021,Kumurisingha,21150113903,Kumurisingha PS
211501021,Kumurisingha,21150113904,Kumurisingha UPS
211501021,Kumurisingha,21150113905,SARASWATI SISHU VIDYA MANDIRA
211501021,Kumurisingha,21150114001,Gadataila PS
211501021,Kumurisingha,21150114002,PATELI PROJECT UPS
211501021,Kumurisingha,21150114101,Ramabereni PS
211501022,Manikjodi,21150114501,KANDHAKOILI PUPS
211501022,Manikjodi,21150114701,Krushnachakragarh PS
211501022,Manikjodi,21150114801,Kulusar PUPS
211501022,Manikjodi,21150115001,MANIKJODI UGHS
211501022,Manikjodi,21150115002,SAHARSAHI PROJECT PS
211501022,Manikjodi,21150115101,Pokunda PS
211501022,Manikjodi,21150115201,Sitikoili PS
211501023,Matiasahi,21150115302,BADADANDASAHI PROJECT PS
211501023,Matiasahi,21150116001,"Govt. UPS, Purunagarh"
211501023,Matiasahi,21150116002,Purunagarh HS
211501023,Matiasahi,21150116051,RAMAKRISHNA ADARSHA S.V. MANDIR
211501023,Matiasahi,21150116101,Madan Mohan Patna Project UPS
211501023,Matiasahi,21150116201,Matiasahi PS
211501024,Nandapur,21150116801,CHANDANPUR P UPS
211501024,Nandapur,21150116802,Rajanagar PS
211501024,Nandapur,21150117101,Karatapata PS
211501024,Nandapur,21150117301,Madhapur PS
211501024,Nandapur,21150117401,Madhupur PS
211501024,Nandapur,21150117601,Nandapur PS
211501024,Nandapur,21150117602,Nandapur UPS
211501024,Nandapur,21150117651,Kalinga HS
211501025,Pokatunga,21150118001,Manapur PS
211501025,Pokatunga,21150118101,Patanasahi PS
211501025,Pokatunga,21150118102,Pokatunga HS
211501025,Pokatunga,21150118103,Pokatunga PS
211501025,Pokatunga,21150118104,Pokatunga UPS
211501025,Pokatunga,21150118106,"SARASWATI SHISHU VIDYA MANDIR,POKATUNGA"
211501026,Purunakote,21150118401,Bhrukundi SS
211501026,Purunakote,21150118501,Chhotakei PUPS
211501026,Purunakote,21150118601,Gopalpur PS
211501026,Purunakote,21150118701,Purunakote HS
211501026,Purunakote,21150118703,Purunakote PS
211501026,Purunakote,21150118704,Purunakote UPS
211501026,Purunakote,21150118802,SALAR PROJECT PS
211501026,Purunakote,21150119001,Tuluka Ashram School
211501027,RANTALAI,21150119101,Chandrabahal PS
211501027,RANTALAI,21150119102,Chandrabahal UPS
211501027,RANTALAI,21150119103,PANCHAYAT HS RANTALAI
211501027,RANTALAI,21150119502,MALISAHI PROJECT PS
211501027,RANTALAI,21150119601,Musapapuli UPS
211501027,RANTALAI,21150119801,PANCHAMAHALA P.U.P.S
211501027,RANTALAI,21150120001,APARTI PPS RANTALEI
211501027,RANTALAI,21150120002,NUA MOUZA PROJECT PS
211501004,Badakera,21150120003,ADARSH INTERNATIONAL SCHOOL
211501028,Sankhapur,21150120101,KHALAGAON PROJECT UPS
211501028,Sankhapur,21150120201,"GOVT. UG HIGH SCHOOL, SANKHAPUR"
211501029,Saradhapur,21150120301,Balijeranga Project UPS
211501029,Saradhapur,21150120401,Betar PS
211501029,Saradhapur,21150120601,Gurudhi PUPS
211501029,Saradhapur,21150120801,Kulasinga PS
211501029,Saradhapur,21150120901,Pathargarh PS
211501029,Saradhapur,21150121002,RAMIMUNDA PROJECT PS
211501029,Saradhapur,21150121101,Saradhapur (P) UPS
211501029,Saradhapur,21150121102,"HARIHAR HS, Saradhapur (P)"
211501030,Tainsi,21150121201,Badataila PS
211501030,Tainsi,21150121301,Baragotha PS
211501030,Tainsi,21150121401,Bhagatpur PS
211501030,Tainsi,21150121501,Hinjadoli PS
211501030,Tainsi,21150121602,Hinjagola PS
211501030,Tainsi,21150121701,Kantabeda PS
211501030,Tainsi,21150121801,Nuapada PS
211501030,Tainsi,21150122001,Dhauragotha Project U.P School
211501030,Tainsi,21150122002,Dinabandhu Janakalyana HS
211501030,Tainsi,21150122003,Tainsi Nodal UPS
211501030,Tainsi,21150122004,KUSABARI PROJECT PS
211501030,Tainsi,21150122051,"SAI EC AUROBIHAR,TAINSI"
211501031,Talagarh,21150122201,Kantamegha PS
211501031,Talagarh,21150122301,Rugudiapada SS
211501031,Talagarh,21150122501,Kalapat HS
211501031,Talagarh,21150122502,Nuabhuinsahi PS
211501031,Talagarh,21150122503,Talagarh Nodal UPS
211501014,Gadataras,21150122551,"SARASWATI SISHU VIDYAMANDIR, TALAGARH"
211501032,Tikarapada,21150122601,Beherasahi PUPS
211501032,Tikarapada,21150122701,Gaindi PS
211501032,Tikarapada,21150122801,Hatibari PUPS
211501032,Tikarapada,21150123001,Karadapada PUPS
211501032,Tikarapada,21150123101,Katrang SS
211501032,Tikarapada,21150123401,Majhipada SS
211501032,Tikarapada,21150123701,Tikarapada UPS
211501032,Tikarapada,21150123751,"Nilakantheswar HS, Tikarapada"
211502001,Aida,21150200101,Aida HS
211502001,Aida,21150200102,Aida Nodal UPS
211502001,Aida,21150200103,"PAINCHKUL +2 MAHAVIDYALAYA,AIDA"
211502001,Aida,21150200201,Anantapali Project UPS
211502001,Aida,21150200301,BADABANDHA PROJECT PS
211502001,Aida,21150200401,Baghuakata PS
211502001,Aida,21150200501,Bahali Project UPS
211502001,Aida,21150200601,Kalamati PS
211502001,Aida,21150200701,Kundapur PS
211502001,Aida,21150200901,OLATH PUPS
211502001,Aida,21150201001,Rangapur PS
211502001,Aida,21150201301,Titigaon PS
211502002,Ambasarmunda,21150201501,Akharkata PS
211502002,Ambasarmunda,21150201601,Ambasarmunda HS
211502002,Ambasarmunda,21150201602,Ambasarmunda SS
211502002,Ambasarmunda,21150201603,Ambasarmunda TO UPS
211502002,Ambasarmunda,21150201605,BHOGARA KHOLASAHI PROJ. PS
211502002,Ambasarmunda,21150201701,Bandhagaon Project UPS
211502002,Ambasarmunda,21150201801,Bhogara PS
211502002,Ambasarmunda,21150202002,CHINTAMANIPUR PROJECT PS
211502002,Ambasarmunda,21150202101,Girida PS
211502002,Ambasarmunda,21150202201,Hinjagola PS
211502002,Ambasarmunda,21150202401,Mahidharpur PS
211502002,Ambasarmunda,21150202501,"Jagannath TO UPS, Mamurijharan"
211502002,Ambasarmunda,21150203001,Patharkhumpa PS
211502002,Ambasarmunda,21150203101,Phuluribania PS
211502002,Ambasarmunda,21150203201,Podapadar PS
211502002,Ambasarmunda,21150203301,Rajing PS
211502002,Ambasarmunda,21150203401,Siarimalia Project PS
211502003,Basudevpur,21150203701,Basudevpur PS
211502003,Basudevpur,21150203702,BASUDEVPUR UPS
211502003,Basudevpur,21150203751,ARJUNA HS
211502003,Basudevpur,21150204001,GHODAGADI PROJECT UPS
211502003,Basudevpur,21150204101,Buraghat PS
211502003,Basudevpur,21150204401,Goutampur PS
211502003,Basudevpur,21150204701,MUNDAPADA PROJECT PS
211502004,Jamudoli,21150205201,Malisahi PS
211502004,Jamudoli,21150205301,Jamudoli UG UPS
211502004,Jamudoli,21150205351,"Jamudoli GP HS,Kodasinga"
211502004,Jamudoli,21150205501,Karadasing PS
211502004,Jamudoli,21150205801,KUTULSINGA TO UPS
211502004,Jamudoli,21150205901,Limbadihi PS
211502004,Jamudoli,21150206201,Naleswar PS
211502005,Kampala,21150206601,Belpunji PS
211502005,Kampala,21150206801,Debarapali PS
211502005,Kampala,21150207001,Dudum Project UPS
211502005,Kampala,21150207301,Kampala PS
211502005,Kampala,21150207302,Kampala TO UPS
211502005,Kampala,21150207303,"PANCHAYAT HS, KAMPLA"
211502005,Kampala,21150207601,Mohankhali PS
211502006,Kandhapada,21150207801,Beladula PS
211502006,Kandhapada,21150207901,Baradakata Project UPS
211502006,Kandhapada,21150207951,Panchayatraj HS
211502006,Kandhapada,21150208101,GHODAGADI PROJECT PS
211502006,Kandhapada,21150208301,Kandhapada Nodal UPS
211502006,Kandhapada,21150208901,Patrapada Project UPS
211502006,Kandhapada,21150209001,Routpada PS
211502007,Kantapada,21150209301,Alekha Golekhapur PS
211502007,Kantapada,21150209501,Gopinathpur Project UPS
211502007,Kantapada,21150209601,Hatigenj PS
211502007,Kantapada,21150209701,"GOPINATHJEW HS, KANTAPADA"
211502007,Kantapada,21150209702,Kantapada PS
211502007,Kantapada,21150209703,Kantapada TO UPS
211502007,Kantapada,21150209801,Kenchuanali PS
211502007,Kantapada,21150210001,RAIDA PROJECT PS
211502007,Kantapada,21150210101,Somanathpur PS
211502008,Kiakata,21150210401,Dhuliapada PS
211502008,Kiakata,21150210901,Kadapada PS
211502008,Kiakata,21150211001,Kiakata HS
211502008,Kiakata,21150211002,Kiakata PS
211502008,Kiakata,21150211003,Kiakata TO UPS
211502008,Kiakata,21150211201,Kumbhia PS
211502008,Kiakata,21150211501,Naikpada Project UPS
211502008,Kiakata,21150211701,Nuapada Project PS
211502008,Kiakata,21150211702,"SRI AUROBINDO INTEGRAL EDUCATION AND RESEARCH CENTRE,MATRUNILAYA"
211502008,Kiakata,21150211901,Sankhamal PS
211502009,Krutibaspur,21150212101,Banamalipur PS
211502009,Krutibaspur,21150212201,Bhagirathipur PS
211502009,Krutibaspur,21150212301,Damabahal PS
211502009,Krutibaspur,21150212403,JARAPADA PPS
211502009,Krutibaspur,21150212501,Karadabahali PS
211502009,Krutibaspur,21150212601,Khadagabahal PS
211502009,Krutibaspur,21150212701,Krutibaspur PS
211502009,Krutibaspur,21150212702,"Sastriji TO UPS, Krutibaspur"
211502009,Krutibaspur,21150212703,Sastrji HS
211502009,Krutibaspur,21150212901,Khadagbahal Tentulipathar Nodal UPS
211502009,Krutibaspur,21150213001,Tileswar Project UPS
211502010,Kudagaon,21150213101,Bhagamunda PS
211502010,Kudagaon,21150213201,Bijipur Project PS
211502010,Kudagaon,21150213401,Chandrapur Project UPS
211502016,Nagaon,21150213403,CHANDRAPUR PROJECT PS
211502010,Kudagaon,21150214001,"GAYATREE BIDYAPITHA, KHADARAPADA"
211502010,Kudagaon,21150214101,Kudagaon PS
211502010,Kudagaon,21150214301,Nilakanthapada HS
211502010,Kudagaon,21150214302,Nilakanthapada UG UPS
211502010,Kudagaon,21150214501,Tentheipali Project UPS
211502011,Kurumtap,21150214601,Balipata PS
211502011,Kurumtap,21150214701,Nuabarpali PS
211502011,Kurumtap,21150215001,Damodarpur PS
211502011,Kurumtap,21150215101,Gundurikhali PS
211502011,Kurumtap,21150215201,Barapali Project UPS
211502011,Kurumtap,21150215301,Mandarbahal UG UPS
211502011,Kurumtap,21150215351,"PANCHASAKHA HS, MANDARBAHAL "
211502012,Luhasingha,21150215401,Bankual PS
211502012,Luhasingha,21150216001,KUSUMKUHURI A UPS
211502012,Luhasingha,21150216003,Kusumkuhuri B PS
211502012,Luhasingha,21150216101,"Binikeyee HS, Luhasingha"
211502012,Luhasingha,21150216501,Pataka UG UPS
211502012,Luhasingha,21150216801,Tentulipadar PS
211502013,Lunahandi,21150217101,Jahnimunda PS
211502013,Lunahandi,21150217201,Lunahandi HS
211502013,Lunahandi,21150217202,LUNAHANDI UPS
211502013,Lunahandi,21150217301,Manapur Project UPS
211502013,Lunahandi,21150217602,SIARINALI PROJECT PS
211502013,Lunahandi,21150217701,Tainsar PS
211502014,Madhapur,21150218101,BANDHUPALI PUPS
211502014,Madhapur,21150218301,Digipadar PS
211502014,Madhapur,21150218502,GADADHARPUR PROJECT PS
211502014,Madhapur,21150218701,Kundanali Project UPS
211502014,Madhapur,21150219001,Madhapur HS
211502014,Madhapur,21150219002,Madhapur Nodal UPS
211502014,Madhapur,21150219051,"Aurovinda Siksha Kendra, Madhapur"
211502014,Madhapur,21150219052,"SARASWATI SISHUMANDIR,MADHAPUR"
211502014,Madhapur,21150219053,"SATYABADI MEHER JR. MAHAVIDYALAYA,MADHAPUR"
211502014,Madhapur,21150219054,"LITTLE STAR PUBLIC SCHOOL,MADHAPUR"
211502014,Madhapur,21150219201,Nuagaon Project UPS
211502014,Madhapur,21150219301,Saradhapur UG UPS
211502014,Madhapur,21150219501,Sorispank PS
211502014,Madhapur,21150219601,TITIRIKATA PROJECT PS
211502015,Maimura,21150219701,Bipradiha Project UPS
211502015,Maimura,21150220001,Ghanajodi PS
211502015,Maimura,21150220201,Kalachikata PS
211502015,Maimura,21150220301,Kansab (B) PS
211502015,Maimura,21150220501,KORAB PROJECT PS
211502015,Maimura,21150220601,Kutulusinga PS
211502015,Maimura,21150220602,Kutulusinga UPS
211502015,Maimura,21150220701,Maimura PS
211502015,Maimura,21150220751,"Panchayatraj HS, Maimura"
211502015,Maimura,21150220801,Nabing PS
211502015,Maimura,21150220901,Pitabalibahal PS
211502015,Maimura,21150221001,Kansab (A) Project UPS
211502015,Maimura,21150221101,Taranda PS
211502016,Nagaon,21150221201,Antarsinga PS
211502016,Nagaon,21150221401,"Dakshyeswar UG UPS, Lipiloi"
211502016,Nagaon,21150221801,Jadupur Project UPS
211502016,Nagaon,21150222101,Kamalpur PS
211502016,Nagaon,21150222401,Kuteswar Project UPS
211502016,Nagaon,21150222402,"Panchayatraj HS, Kuteswar"
211502016,Nagaon,21150222501,LEHEDI  PUPS
211502016,Nagaon,21150222801,Nuagarh PS
211502016,Nagaon,21150222902,SATABANDHULI PPS
211502017,Paikasahi,21150223102,BIDISINGH PROJECT PS
211502017,Paikasahi,21150223801,Kodasahi PS
211502017,Paikasahi,21150223901,Paikasahi Govt. UPS
211502017,Paikasahi,21150223902,Paikasahi PS
211502017,Paikasahi,21150223903,"RADHAMADHAB HS, PAIKISAHI"
211502017,Paikasahi,21150223971,SARASWATI SHISU MANDIR
211502017,Paikasahi,21150224001,Talbahali Project UPS
211502017,Paikasahi,21150224301,Tailamal PS
211502018,Pedipathar,21150224501,Achutpur PS
211502018,Pedipathar,21150224601,Badadadar PS
211502018,Pedipathar,21150224701,Berham UG UPS
211502018,Pedipathar,21150224702,KATANGASAHI PPS
211502018,Pedipathar,21150225001,Jhilimunda PUPS
211502018,Pedipathar,21150225201,"Kanakei Ucha Vidyapitha, Pedipathar"
211502018,Pedipathar,21150225202,Pedipathar PS
211502018,Pedipathar,21150225203,Pedipathar TO UPS
211502019,Purunamanatri,21150225401,Deulbeda PS
211502019,Purunamanatri,21150225501,Gopalpur Project UPS
211502019,Purunamanatri,21150225601,Hingamandal Kolasahi Project PS
211502019,Purunamanatri,21150225901,Kairighati PS
211502019,Purunamanatri,21150226101,Kushapur PS
211502019,Purunamanatri,21150226201,Mahendrapur PS
211502019,Purunamanatri,21150226301,Malipadar PS
211502019,Purunamanatri,21150226501,NUAMANATRI PROJECT PS
211502019,Purunamanatri,21150226601,Odasinga Project UPS
211502019,Purunamanatri,21150226701,Purunamanatri HS
211502019,Purunamanatri,21150226702,Purunamanatri Nodal UPS
211502019,Purunamanatri,21150226801,Rajing Project UPS
211502020,Sanahula,21150227101,Badabar Project UPS
211502020,Sanahula,21150227201,Ghodabandhuni UG UPS
211502020,Sanahula,21150227301,GUNDURI PROJECT PS
211502020,Sanahula,21150227401,Jaypur Project PS
211502020,Sanahula,21150227501,Karadabahali PUPS
211502020,Sanahula,21150227701,Mahulanali PS
211502020,Sanahula,21150227801,Mindol UG UPS
211502020,Sanahula,21150227901,"Panchayatraj HS, Sanhulla"
211502020,Sanahula,21150227902,Sanahulla PS
211502020,Sanahula,21150227903,Sanahulla TO UPS
211502020,Sanahula,21150228001,Similia Project UPS
211502020,Sanahula,21150228201,Sindurkhol PS
211502020,Sanahula,21150228301,Taleipathar Project UPS
211502021,Sapaghara,21150228401,Ambanali PS
211502021,Sapaghara,21150228501,Bantol PUPS
211502021,Sapaghara,21150228601,Batrakhol PS
211502021,Sapaghara,21150228701,Bhagamunda PS
211502021,Sapaghara,21150228901,Khamar Project UPS
211502021,Sapaghara,21150229101,LAXMIPUR PROJECT UPS
211502021,Sapaghara,21150229201,Loharapada PS
211502021,Sapaghara,21150229401,Rainali Hemamur Ashram School
211502021,Sapaghara,21150229501,Saluni PS
211502021,Sapaghara,21150229601,Sapaghara UG UPS
211502021,Sapaghara,21150229651,"GRAMPANCHAYAT HS, SAPAGHARA"
211502021,Sapaghara,21150229801,Tentuloi Project UPS
211502021,Sapaghara,21150229901,Tumurusingha PS
211502021,Sapaghara,21150229902,TUMURISINGHA UPS
211502022,Tapadhol,21150230001,Baradhip PS
211502022,Tapadhol,21150230201,Gedhilimunda Project PS
211502022,Tapadhol,21150230301,KUSUMDHARA PROJECT UPS
211502022,Tapadhol,21150230402,SANADADAR PPS
211502022,Tapadhol,21150230501,Radhakrishna HS
211502022,Tapadhol,21150230502,Tapadhol UG UPS
211502023,Thakurgarh,21150230801,Alekhapur PS
211502023,Thakurgarh,21150231001,Gunduri Project UPS
211502023,Thakurgarh,21150231201,ARAKHAKUDA PPS
211502023,Thakurgarh,21150231301,Basudevpur PS
211502023,Thakurgarh,21150231501,Cherakhandi PS
211502023,Thakurgarh,21150231601,Dhandatopa SS
211502023,Thakurgarh,21150231701,DINABANDHUPUR PPS
211502023,Thakurgarh,21150231801,Hatasimili UG UPS
211502023,Thakurgarh,21150231901,Jogibandha PS
211502023,Thakurgarh,21150232501,Tabada Project UPS
211502023,Thakurgarh,21150232601,Thakurgarh HS
211502023,Thakurgarh,21150232602,Thakurgarh PS
211502023,Thakurgarh,21150232603,THAKURGARH UPS
211502023,Thakurgarh,21150232605,NUA ARAKHAKUD PPS
211502023,Thakurgarh,21150232651,"SARASWATI SISHU MANDIR,THAKURGARH"
211502023,Thakurgarh,21150232652,"SOLAPADA JUNIOR MAHAVIDYALAYA,THAKURGARH"
211502024,Tusar,21150232701,Bahalabada PS
211502024,Tusar,21150232801,Bajapur Project UPS
211502024,Tusar,21150233201,Bhandarimunda PS
211502024,Tusar,21150233501,BHEDIHA PS
211502024,Tusar,21150233601,Bhojpur PS
211502024,Tusar,21150234101,Jhudungamal PS
211502024,Tusar,21150234501,ORADA PROJECT UPS
211502024,Tusar,21150234801,Tusar HS
211502024,Tusar,21150234802,TUSAR UPS
211502024,Tusar,21150234803,BHANGAMALIHA PPS
211502024,Tusar,21150234901,TASARBEDA PPS
211502021,Sapaghara,21150235001,RAMAGARH PPS
211503001,Badakerejang,21150300101,Badakerejang GP HS
211503001,Badakerejang,21150300102,Badakerejang PS
211503001,Badakerejang,21150300103,Badakerejang UPS
211503001,Badakerejang,21150300151,"SARASWATI SHISHU  VIDYA MANDIR,BADAKERJANG"
211503001,Badakerejang,21150300201,Banardiha PS
211503001,Badakerejang,21150300202,Sakosinga Project UPS
