SCHCD|LatitudeDeg|LatitudeMin|LatitudeSec|LongitudeDeg|LongitudeMin|LongitudeSec
1060802101|33|39|29|75|11|30
1060802102|33|39|29|75|11|30
1060802106|33|39|25|75|11|25
1060802201|33|38|58|75|9|44
1060802202|33|39|46|75|8|54
1060802203|33|39|29|75|9|56
1060802204|33|38|58|75|9|46
1060802205|33|38|25|75|9|19
1060802207|33|38|2|75|9|47
1060802209|33|38|44|75|9|56
1060802210|33|39|15|75|9|26
1060802301|33|38|17|75|10|15
1060802302|33|38|24|75|10|0
1060802304|33|38|45|75|10|18
1060802401|33|38|49|75|11|3
1060802501||||||
1060802601|33|37|57|75|10|36
1060802602|33|37|56|75|10|38
1060802701|33|37|15|75|10|25
1060802703|33|37|2|75|10|53
1060802704|33|37|36|75|11|17
1060802801|33|39|50|75|10|19
1060802901|33|34|6|75|12|50
1060802902|33|34|3|75|12|55
1060802904|33|34|1|75|13|5
1060803001|33|33|56|75|13|25
1060803002|33|33|48|75|13|32
1060803003|33|33|33|75|12|45
1060803101|33|35|1|75|13|26
1060803201|33|34|31|75|13|20
1060803203|33|34|30|75|13|20
1060803204|33|34|53|75|13|45
1060803303|33|34|28|75|13|21
1060803304|33|34|24|75|13|17
1060803402|33|34|24|75|13|24
1060803403|33|34|2|75|14|2
1060803404|33|34|13|75|13|25
1060803503|33|34|15|75|13|10
1060803504|33|34|14|75|13|11
1060803602|33|34|50|75|12|37
1060803603|33|34|54|75|12|34
1060803802|33|36|53|75|11|33
1060804604|33|34|18|75|13|18
1061100101|33|48|38|75|15|3
1061100102|33|48|36|75|15|3
1061100103|33|48|30|75|15|1
1061100105|33|48|42|75|14|56
1061100201|33|49|28|75|14|38
1061100202|33|49|28|75|14|38
1061100203|33|49|29|75|14|39
1061100204|33|49|30|75|14|41
1061100301|33|49|27|75|15|45
1061100401|33|47|57|75|14|46
1061100501|33|48|43|75|14|58
1061100601|33|48|19|75|25|20
1061100701|33|48|53|75|15|51
1061100802|33|48|48|75|15|8
1061100803|33|48|48|75|15|8
1061100804|33|48|1|75|16|25
1061100805|33|48|2|75|16|35
1061100806|33|47|0|75|17|8
1061100809|33|48|1|75|16|18
1061100810|33|48|49|75|15|7
1061100901|33|48|2|75|16|35
1061100902|33|48|2|75|16|35
1061101001|33|48|16|75|16|11
1061101002|33|48|16|75|16|11
1061101003|33|48|2|75|16|38
1061101006|33|48|20|75|16|10
1061101101|33|46|0|75|18|6
1061101201|33|47|2|75|16|8
1061101202|33|47|2|75|16|7
1061101301|33|48|2|75|16|37
1061101401|33|48|1|75|16|22
1061101402|33|48|1|75|16|19
1061101501|33|48|1|75|16|17
1061101601|33|47|0|75|17|8
1061101602|33|46|0|75|18|6
1061101701|33|48|48|75|15|8
1061101702|33|48|1|75|16|17
1061101901|33|46|22|75|13|48
1061101902|33|46|22|75|13|48
1061102001|33|47|21|75|14|35
1061102101|33|47|2|75|14|42
1061102102|33|47|33|75|14|27
1061102103|33|47|27|75|14|18
1061102104|33|47|7|75|14|38
1061102109|33|47|29|75|14|51
1061102111|33|47|47|75|15|35
1061102112|33|47|2|75|14|42
