SCHCD|LONGITUDE|LATITUDE
21090402401|86.43437|21.19437
21090402402|86.43809|21.19361
21090402501|86.39833|21.18636
21090402601|86.39419|21.19373
21090402701|86.40147|21.19903
21090402801|86.38956|21.19483
21090402901|86.39787|21.19243
21090403001|86.38486|21.20322
21090403101|86.29697|21.14142
21090403102|86.29678|21.14114
21090403301|86.29915|21.13805
21090403401|86.27558|21.14904
21090403402|86.27503|21.14725
21090403501|86.38644|21.08835
21090403601|86.32171|21.08158
21090403802|86.28583|21.16142
21090403803|86.28792|21.16209
21090403804|86.29227|21.15316
21090404001|86.32672|21.13620
21090404002|86.32641|21.13501
21090404101|86.31769|21.12158
21090404102|86.31689|21.12325
21090404103|86.31867|21.12286
21090404104|86.31825|21.12303
21090404201|86.30336|21.12633
21090404202|86.30022|21.12527
21090404301|86.30954|21.13762
21090404501|86.32507|21.12858
21090404701|86.31014|21.10775
21090404801|86.32786|21.14944
21090404901|86.31677|21.13131
21090405001|86.31766|21.13699
21090405101|86.30513|21.12424
21090405201|86.37081|21.10539
21090405301|86.38108|21.10592
21090405302|86.38181|21.10607
21090405304|86.38597|21.10827
21090405401|86.32773|21.14485
21090405501|86.38211|21.12014
21090405601|86.39294|21.11337
21090405701|86.38486|21.10162
21090405901|86.36933|21.11047
21090406001|86.37381|21.12861
21090406002|86.36449|21.12578
21090406101|86.37328|21.10042
21090406201|86.42037|21.09742
21090406301|86.39270|21.09530
21090406402|86.38928|21.07795
21090406501|86.39611|21.11150
21090406601|86.40291|21.10310
21090406602|86.39589|21.10041
21090406701|86.41078|21.09275
21090406703|86.40932|21.08551
21090406801|86.39628|21.08692
21090406803|86.38994|21.08789
21090406804|86.39344|21.08532
21090407001|86.38950|21.07074
21090407102|86.42704|21.21672
21090407201|86.40915|21.20140
21090407301|86.38317|21.21167
21090407401|86.40450|21.20583
21090407501|86.44427|21.19473
21090407701|86.39314|21.20989
21090407702|86.40150|21.20718
21090407801|86.42587|21.20561
21090407901|86.38845|21.20145
21090408001|86.41552|21.19625
21090408101|86.41032|21.20965
21090408202|86.37144|21.06306
21090408401|86.36483|21.04555
21090408402|86.36326|21.04526
21090408502|86.33724|21.03939
21090408601|86.36628|21.04894
21090408701|86.33549|21.05031
21090408901|86.34280|21.04016
21090409001|86.35111|21.03003
21090409002|86.35106|21.03014
21090409101|86.37661|21.17428
21090409201|86.40326|21.15964
21090409302|86.37389|21.15525
21090409303|86.37189|21.14865
21090409401|86.38561|21.15006
21090409501|86.38120|21.16235
21090409601|86.40672|21.14408
21090409602|86.40672|21.14408
21090409701|86.39391|21.17019
21090409801|86.39211|21.15013
21090410001|86.39261|21.14772
21090410002|86.39319|21.14795
21090410003|86.39261|21.14772
21090410101|86.39145|21.13617
21090410201|86.41563|21.15478
21090410401|86.40229|21.12950
21090410501|86.41635|21.15051
21090410601|86.40222|21.13700
21090410701|86.39756|21.02771
21090410702|86.39116|21.03619
21090410703|86.38478|21.02844
21090410801|86.37042|21.02156
21090410802|86.37047|21.02172
21090410803|86.37614|21.02096
21090410902|86.36919|21.04203
21090410903|86.36908|21.04228
21090411001|86.38567|21.03360
21090411101|86.38922|21.04414
21090411301|86.36478|21.21517
21090411302|86.37081|21.22414
21090411303|86.36329|21.21812
21090411304|86.35988|21.22984
21090411501|86.33384|21.06293
21090411601|86.33460|21.07509
21090411801|86.32712|21.14689
21090411802|86.32511|21.14545
21090411901|86.34877|21.09583
21090412202|86.34358|21.09173
21090412203|86.33461|21.08883
21090412301|86.31814|21.08228
21090412401|86.35453|21.10056
21090412701|86.32142|21.07281
21090412801|86.40251|21.12313
21090412901|86.39881|21.11831
21090413001|86.37652|21.13778
21090413101|86.34942|21.14417
21090413201|86.38568|21.12569
21090413301|86.37717|21.13144
21090413401|86.35858|21.14444
21090413402|86.35997|21.14394
21090413501|86.37236|21.13004
21090413602|86.32283|21.11150
21090413603|86.32640|21.11316
21090413803|86.33007|21.10497
21090413901|86.31431|21.08900
21090414001|86.33649|21.10016
21090414002|86.32718|21.09982
21090414003|86.33202|21.09836
21090414101|86.37456|21.20650
21090414201|86.37375|21.10572
21090414302|86.35799|21.17861
21090414401|86.37898|21.21623
21090414501|86.37047|21.16576
21090414601|86.37234|21.17230
21090414801|86.35966|21.18643
21090414901|86.35620|21.21121
21090415001|86.37819|21.19906
21090415002|86.37911|21.20114
21090415003|86.37606|21.20328
21090415004|86.37050|21.20158
21090415005|86.37254|21.18889
21090415101|86.36634|21.17566
21090415201|86.36350|21.20975
21090415501|86.30340|21.16527
21090415601|86.31473|21.14138
21090415702|86.32208|21.15823
21090415802|86.31325|21.15433
21090415901|86.30494|21.14918
21090416001|86.30622|21.15636
21090416202|86.39706|21.06525
21090416301|86.40764|21.06403
21090416302|86.42144|21.07610
21090416303|86.40611|21.05389
21090416304|86.41141|21.07590
21090416305|86.41189|21.06142
21090416401|86.39728|21.05139
21090416402|86.39753|21.05175
21090416601|86.43836|21.05577
21090416602|86.42822|21.05149
21090416701|86.38428|21.06119
21090416801|86.41249|21.05017
21090416802|86.41959|21.04956
21090416804|86.30084|21.13047
21090416901|86.38123|21.08733
21090417001|86.30001|21.14427
21090417101|86.38187|21.08005
21090417301|86.36189|21.08503
21090417302|86.36554|21.08625
21090417401|86.35225|21.06567
21090417901|86.32992|21.05818
21090418001|86.33800|21.08042
21090418101|86.36480|21.06884
21090418201|86.35721|21.06190
21090418301|86.35617|21.05853
21090418302|86.36039|21.05886
21090418401|86.34711|21.07511
21090418402|86.34714|21.07511
21090418501|86.32374|21.07016
21090418601|86.35175|21.12697
21090418801|86.33489|21.12742
21090418802|86.33729|21.12998
21090419001|86.35795|21.11612
21090419002|86.34814|21.11794
21090419003|86.34294|21.11639
21090419004|86.34208|21.11617
21090419005|86.34106|21.11644
21090419007|86.35405|21.11056
21090419101|86.35229|21.10994
21090419201|86.42533|20.98973
21090419301|86.38558|21.00839
21090419501|86.39469|21.00664
21090419502|86.40889|21.00817
21090419504|86.40870|21.00405
21090419601|86.30522|21.11706
21090500101|86.65564|20.80831
21090500103|86.65528|20.80858
21090500201|86.66867|20.79494
21090500202|86.66622|20.79747
21090500301|86.64878|20.80006
21090500401|86.67719|20.79630
21090500501|86.64686|20.80482
21090500601|86.67572|20.81697
21090500701|86.73339|20.79481
21090500801|86.74791|20.79765
21090501001|86.74211|20.80947
21090501101|86.75540|20.79635
21090501102|86.75304|20.79900
21090501103|86.74919|20.80128
21090501301|86.73269|20.78844
21090501302|86.73384|20.78808
21090501303|86.71812|20.78914
21090501401|86.72347|20.76802
21090501501|86.71911|20.77794
21090501601|86.71323|20.76961
21090501701|86.84181|20.94162
21090501801|86.72658|20.77947
21090501901|86.88528|20.87779
21090502002|86.85881|20.86883
21090502201|86.86260|20.86249
21090502202|86.86588|20.85831
21090502301|86.87715|20.85214
21090502401|86.86758|20.83861
21090502701|86.86986|20.85320
21090502801|86.75383|20.83056
21090502802|86.73637|20.82529
21090502803|86.75494|20.81981
21090502901|86.76775|20.81828
21090503101|86.76099|20.81249
21090503102|86.75862|20.81617
21090503201|86.75786|20.83542
21090503202|86.75917|20.83314
21090503203|86.75889|20.82828
21090503301|86.76888|20.80637
21090503302|86.75964|20.80942
21090503401|86.75006|20.81203
21090503501|86.75819|20.82564
21090503701|86.69364|20.82750
21090503801|86.70350|20.81365
21090503802|86.69956|20.82290
21090503803|86.70607|20.82141
21090503804|86.71661|20.82125
21090503901|86.67934|20.83891
21090504001|86.68701|20.83540
21090504101|86.71828|20.83164
21090504102|86.72251|20.83039
21090504401|86.71969|20.84881
21090504501|86.77531|20.76375
21090504601|86.80600|20.81236
21090504701|86.77839|20.77936
21090504702|86.78061|20.77936
21090504801|86.81437|20.79618
21090505002|86.88751|20.82239
21090505101|86.81521|20.82125
21090505201|86.81878|20.81111
21090505401|86.80147|20.80303
21090505601|86.74026|20.77550
21090505701|86.75169|20.77808
21090505702|86.74887|20.77728
21090505703|86.75054|20.77667
21090505704|86.75073|20.78046
21090505801|86.76770|20.74183
21090505802|86.76581|20.75300
21090505901|86.77591|20.78019
21090506101|86.76727|20.76775
21090506102|86.76614|20.77412
21090506301|86.76112|20.77673
21090506401|86.82779|20.79712
21090506501|86.84317|20.80847
21090506502|86.83980|20.80207
21090506601|86.83794|20.78059
21090506701|86.82789|20.80811
21090506801|86.86914|20.81253
21090506901|86.87773|20.80451
21090507001|86.85158|20.79150
21090507101|86.86303|20.79914
21090507201|86.85830|20.81667
21090507501|86.89549|20.79472
21090507601|86.88850|20.82422
21090507701|86.88136|20.83964
21090507801|86.88556|20.80897
21090507802|86.87071|20.82163
21090508001|86.89111|20.81350
21090508002|86.89114|20.81347
21090508101|86.88406|20.83244
21090508201|86.96056|20.79967
21090508301|86.81485|20.89166
21090508401|86.93197|20.80583
21090508701|86.95235|20.81773
21090508702|86.94860|20.81803
21090508703|86.94623|20.82208
21090508801|86.93762|20.79904
21090508901|86.92747|20.82986
21090509001|86.93158|20.82347
21090509201|86.95612|20.81087
21090509301|86.95267|20.79481
21090509401|86.93777|20.81671
21090509501|86.72054|20.87672
21090509502|86.71875|20.88338
21090509601|86.71883|20.88586
21090509701|86.72950|20.90481
21090509702|86.72825|20.90489
21090509703|86.70306|20.87443
21090509704|86.71542|20.88492
21090509705|86.71561|20.89101
21090509802|86.69766|20.90609
21090509803|86.69850|20.90150
21090509804|86.69719|20.89672
21090509805|86.70290|20.90182
21090509901|86.80233|20.94939
21090510001|86.80486|20.95778
21090510101|86.79454|20.94442
21090510301|86.80888|20.93196
21090510302|86.80621|20.93149
21090510401|86.78783|20.92333
21090510501|86.79276|20.92464
21090510601|86.79882|20.92672
21090510801|86.81836|20.95133
21090511101|86.89569|20.80977
21090511201|86.91895|20.79660
21090511301|86.90014|20.80200
21090511302|86.90279|20.80238
21090511401|86.79003|20.87784
21090511402|86.91993|20.83702
21090511501|86.79050|20.88775
21090511502|86.78450|20.89783
21090511503|86.79654|20.88569
21090511504|86.78997|20.88206
21090511601|86.77921|20.89403
21090511602|86.78012|20.87537
21090511603|86.77768|20.88039
21090511701|86.94333|20.83574
21090511801|86.82131|20.89676
21090511901|86.81369|20.87458
21090511902|86.80820|20.87479
21090512001|86.81932|20.87278
21090512101|86.80483|20.89817
21090512201|86.92186|20.87286
21090512403|86.93147|20.84792
21090512501|86.94488|20.84193
21090512701|86.93728|20.84400
21090512901|86.93031|20.85381
21090513001|86.94705|20.85957
21090513201|86.87447|20.96025
21090513202|86.87561|20.96044
21090513401|86.88139|20.94922
21090513402|86.87781|20.80412
21090513501|86.89344|20.93569
21090513701|86.89891|20.92451
21090513702|86.89626|20.92445
21090513801|86.89642|20.88365
21090513901|86.91364|20.91115
21090514001|86.88304|20.89708
21090514101|86.91829|20.88037
21090514201|86.90544|20.88814
21090514401|86.90211|20.89997
21090514402|86.90584|20.89922
21090514501|86.88678|20.88897
21090514602|86.90849|20.87786
21090514603|86.91527|20.87495
21090514604|86.90876|20.86725
21090514801|86.71069|20.85944
21090514802|86.73239|20.85083
21090514901|86.67889|20.85594
21090515001|86.68402|20.86198
21090515002|86.69019|20.86575
21090515003|86.69153|20.86569
21090515004|86.69081|20.85432
21090515005|86.68769|20.86439
21090515101|86.69780|20.85283
21090515102|86.70618|20.84331
21090515103|86.70255|20.84980
21090515301|86.76656|20.84123
21090515401|86.76575|20.86633
21090515402|86.76742|20.85997
21090515501|86.74488|20.85427
21090515502|86.75573|20.85346
21090515503|86.75258|20.84705
21090515601|86.80276|20.95953
21090515701|86.79172|20.86561
21090515801|86.78989|20.85903
21090515901|86.80598|20.84315
21090516001|86.79125|20.85364
21090516101|86.77316|20.86782
21090516201|86.84928|20.84853
21090516301|86.83653|20.82453
21090516401|86.83155|20.81524
21090516502|86.84674|20.81730
21090516601|86.82317|20.85453
21090516602|86.81790|20.86081
21090516701|86.82378|20.81808
21090516801|86.82909|20.83811
21090516901|86.84163|20.89883
21090517001|86.83178|20.83053
21090517101|86.85182|20.84346
21090517201|86.73440|20.87550
21090517301|86.72436|20.87253
21090517401|86.76881|20.88067
21090517601|86.75432|20.90093
21090517602|86.74382|20.90279
21090517603|86.75173|20.90574
21090517702|86.75450|20.88192
21090517801|86.84097|20.89684
21090517901|86.76467|20.89367
21090517902|86.76503|20.89331
21090518001|86.75144|20.86922
21090518101|86.72367|20.86476
21090518301|86.77319|20.90128
21090518401|86.72808|20.89797
21090518402|86.72378|20.89253
21090518501|86.64258|20.84519
21090518601|86.67367|20.83080
21090518701|86.65518|20.83206
21090518801|86.65634|20.84743
21090519001|86.64922|20.81414
21090519101|86.68092|20.82739
21090519201|86.88544|20.92113
21090519301|86.84129|20.86985
21090519401|86.84147|20.89561
21090519501|86.84723|20.89186
21090519502|86.84908|20.89031
21090519601|86.82218|20.83576
21090519801|86.80750|20.77198
21090519901|86.79665|20.76844
21090520001|86.77617|20.75669
21090520002|86.77643|20.76162
21090520101|86.79894|20.77797
21090520301|86.79737|20.77548
21090520401|86.80830|20.78405
21090520501|86.81039|20.75697
21090520601|86.78867|20.74750
21090520701|86.70337|20.86625
21090520801|86.80128|20.76521
21090520901|86.81923|20.78302
21090520902|86.81022|20.77866
21090520903|86.81227|20.77795
21090521001|86.80735|20.79130
21090521002|86.81510|20.79176
21090521101|86.77521|20.80163
21090521201|86.76319|20.80266
21090521301|86.78301|20.79967
21090521401|86.76253|20.79947
21090521501|86.75866|20.79342
21090521601|86.77800|20.79261
21090521701|86.78189|20.79561
21090521801|86.75386|20.78886
21090521802|86.75017|20.78283
21090521803|86.75900|20.78516
21090521804|86.75208|20.78569
21090521805|86.73802|20.80937
21090522001|86.85297|20.93327
21090522201|86.87121|20.93781
21090523301|86.84709|20.93847
21090523601|86.89671|20.80594
21090523801|86.86450|20.89418
21090523901|86.84800|20.91554
21090524101|86.85764|20.92067
21090524102|86.85728|20.92078
21090524401|86.86932|20.91033
21090524501|86.61829|20.80025
21090524601|86.63914|20.83919
21090524602|86.61992|20.85670
21090524603|86.63452|20.84349
21090524701|86.62861|20.82282
21090524801|86.61931|20.81586
21090524802|86.62669|20.82383
21090524901|86.62431|20.81145
21090525001|86.60380|20.83822
21090525003|86.60611|20.83894
21090525004|86.60528|20.84283
21090525101|86.68469|20.80683
21090525201|86.69269|20.81336
21090525401|86.68592|20.78800
21090525402|86.68459|20.79045
21090525601|86.69844|20.78033
21090525701|86.69361|20.81706
21090526002|86.68994|20.79689
21090526003|86.69350|20.79725
21090526101|86.69657|20.78725
21090526201|86.81944|20.92564
21090526301|86.80953|20.91653
21090526302|86.80206|20.91200
21090526501|86.82996|20.92515
21090526601|86.80931|20.92402
21090526701|86.82376|20.93596
21090526801|86.79681|20.93271
21090526901|86.81908|20.91308
21090527001|86.80069|20.90553
21090527201|86.82972|20.92099
21090527301|86.81077|20.94066
21090527401|86.79379|20.91479
21090527501|86.78644|20.90175
21090527601|86.81917|20.93306
21090527701|86.82863|20.91037
21090527902|86.79574|20.92198
21090527903|86.79934|20.92328
21090528001|86.79613|20.83969
21090528101|86.77877|20.83147
21090528201|86.77675|20.81308
21090528301|86.78056|20.80820
21090528401|86.79828|20.82450
21090528402|86.79980|20.82018
21090528501|86.77237|20.83614
21090528701|86.80535|20.83456
21090528702|86.79614|20.83264
21090528802|86.77510|20.82338
21090528803|86.77857|20.82378
21090528901|86.93082|20.84087
21090529001|86.84642|20.91875
21090600101|86.39480|20.86545
21090600102|86.38931|20.86895
21090600201|86.40787|20.86736
21090600301|86.39960|20.87290
21090600401|86.41219|20.86039
21090600402|86.41071|20.86202
21090600501|86.50088|20.87105
21090600502|86.49823|20.86962
21090600503|86.49646|20.87778
21090600504|86.50039|20.87856
21090600601|86.50835|20.86944
21090600602|86.50862|20.87509
21090600701|86.48741|20.86223
21090600801|86.52207|20.94478
21090600802|86.52575|20.94986
21090600901|86.51948|20.93854
21090600902|86.51146|20.93730
21090600903|86.51407|20.94008
21090601001|86.53561|20.94210
21090601101|86.52782|20.95248
21090601201|86.50314|20.93737
21090601202|86.50473|20.94046
21090601301|86.51335|20.94841
21090601302|86.51944|20.94478
21090601502|86.53599|20.94616
21090601601|86.55895|20.90084
21090601602|86.56116|20.90453
21090601603|86.56141|20.91487
21090601604|86.55764|20.91217
21090601605|86.56411|20.91167
21090601701|86.57726|20.89223
21090601702|86.58299|20.89612
21090601703|86.58133|20.90268
21090601801|86.59234|20.89922
21090601802|86.60300|20.90348
21090601803|86.59181|20.90223
21090601902|86.50324|20.90190
21090601903|86.50738|20.92053
21090601904|86.50834|20.90727
21090601905|86.50358|20.91393
21090601907|86.50297|20.90652
21090602001|86.48872|20.90389
21090602101|86.50227|20.92177
21090602201|86.49797|20.92416
21090602202|86.49898|20.91568
21090602401|86.43977|20.94887
21090602501|86.43106|20.93066
21090602502|86.42902|20.93344
21090602503|86.42844|20.93071
21090602601|86.45007|20.96494
21090602702|86.50219|20.96719
21090602801|86.40678|20.93778
21090602802|86.41426|20.92485
21090602901|86.41889|20.93692
21090602902|86.41973|20.94352
21090602903|86.42460|20.94187
21090603102|86.50012|20.88593
21090603103|86.50698|20.88910
21090603104|86.50047|20.88310
21090603201|86.48548|20.97232
21090603301|86.46612|20.98110
21090603302|86.45733|20.97140
21090603501|86.48143|20.96246
21090603502|86.48438|20.95700
21090603701|86.47154|20.96560
21090603702|86.47496|20.96598
21090603801|86.49099|20.96460
21090603901|86.49336|20.89362
21090604001|86.47070|20.89799
21090604101|86.46909|20.88207
21090604102|86.46453|20.88673
21090604201|86.48207|20.89287
21090604202|86.48219|20.88613
21090604203|86.48075|20.89042
21090604301|86.48934|20.88333
21090604401|86.48873|20.89015
21090604501|86.45831|20.89025
21090604502|86.45764|20.88450
21090604701|86.43933|20.90245
21090604801|86.45510|20.91269
21090604802|86.45208|20.90341
21090604803|86.45742|20.90551
21090605301|86.41893|20.91624
21090605302|86.43639|20.90744
21090605303|86.43836|20.90744
21090605304|86.43782|20.92016
21090605401|86.55542|20.88691
21090605402|86.56087|20.88630
21090605403|86.55953|20.88181
21090605404|86.55952|20.88196
21090605405|86.54508|20.88943
21090605406|86.54523|20.89229
21090605501|86.57306|20.87561
21090605503|86.56786|20.87965
21090605504|86.58126|20.87958
21090605602|86.53385|20.89606
21090605604|86.55362|20.89364
21090605605|86.53451|20.90106
21090605701|86.56284|20.89100
21090605802|86.56360|20.89806
21090605901|86.54489|20.87987
21090605902|86.55128|20.87609
21090605903|86.55775|20.87164
21090606001|86.43510|20.88750
21090606002|86.43407|20.88365
21090606004|86.43281|20.88324
21090606101|86.41874|20.89804
21090606102|86.42965|20.90276
21090606104|86.41413|20.88678
21090606201|86.44610|20.88859
21090606301|86.42759|20.89130
21090606402|86.42003|20.88746
21090606501|86.44267|20.87651
21090606502|86.44490|20.88084
21090606701|86.53700|20.92192
21090606801|86.50069|20.89665
21090606802|86.50284|20.88804
21090606803|86.50915|20.89289
21090606804|86.54567|20.92498
21090606805|86.54637|20.91997
21090607001|86.53700|20.92274
21090607101|86.55801|20.93353
21090607201|86.50633|20.96788
21090607401|86.50453|20.95110
21090607402|86.50566|20.95332
21090607403|86.50144|20.95376
21090607501|86.49678|20.97722
21090607502|86.49568|20.97492
21090607701|86.52261|20.96781
21090607901|86.54444|20.86761
21090607902|86.54736|20.86281
21090607903|86.54253|20.86336
21090607904|86.54769|20.87054
21090608001|86.54342|20.87193
21090608003|86.53427|20.87146
21090608004|86.53597|20.87116
21090608005|86.53105|20.86871
21090608102|86.52250|20.87057
21090608103|86.52626|20.88160
21090608201|86.44677|20.92404
21090608203|86.44956|20.93242
21090608301|86.48582|20.93649
21090608401|86.49780|20.94886
21090608402|86.48818|20.94421
21090608403|86.49494|20.94898
21090608404|86.49329|20.94345
21090608501|86.44728|20.85562
21090608702|86.42971|20.87697
21090608801|86.43024|20.86281
21090608901|86.45078|20.86741
21090609102|86.44119|20.86224
21090609201|86.44120|20.87107
21090609401|86.58801|20.91562
21090609402|86.58242|20.91759
21090609501|86.57996|20.91038
21090609503|86.57739|20.91083
21090609504|86.57173|20.91675
21090609601|86.55489|20.94033
21090609701|86.56169|20.95118
21090609702|86.56071|20.94765
21090609801|86.55513|20.95123
21090609901|86.55065|20.95694
21090609902|86.54449|20.96827
21090609903|86.54983|20.96430
21090609904|86.54867|20.96575
21090610101|86.54149|20.94306
21090610102|86.54819|20.94781
21090610103|86.54614|20.94307
21090610201|86.42163|20.85706
21090610301|86.41547|20.86215
21090610501|86.41330|20.87617
21090610601|86.42143|20.86408
21090610602|86.42254|20.86868
21090610701|86.42052|20.88155
21090611001|86.54176|20.95435
21090611002|86.53569|20.96448
21090611003|86.53778|20.95490
21090611101|86.53044|20.96674
21090611201|86.52677|20.96962
21090611202|86.52396|20.97013
21090611301|86.52379|20.93305
21090611302|86.53096|20.93036
21090611401|86.53016|20.90986
21090611402|86.53493|20.90917
21090611601|86.51934|20.92203
21090611701|86.54245|20.90643
21090611702|86.54931|20.90709
21090611703|86.54900|20.90291
21090611704|86.54875|20.91075
21090611901|86.52744|20.89262
21090611902|86.51444|20.88165
21090611903|86.51590|20.88642
21090611904|86.51328|20.88025
21090611905|86.52179|20.88004
21090611906|86.51444|20.88025
21090611907|86.51831|20.88982
21090612001|86.47228|20.87893
21090612002|86.47351|20.86856
21090612101|86.47508|20.88565
21090612102|86.47358|20.88786
21090612201|86.47536|20.86246
21090612301|86.48029|20.88091
21090612402|86.60692|20.85427
21090612403|86.60006|20.85372
21090612501|86.57664|20.86789
21090612502|86.58977|20.86158
21090612503|86.58592|20.86693
21090612504|86.59049|20.85773
21090612505|86.57666|20.86770
21090612506|86.58469|20.86352
21090612602|86.56228|20.86482
21090612603|86.56658|20.86638
21090612604|86.56967|20.86789
21090612605|86.56719|20.86946
21090612701|86.47901|20.93747
21090612702|86.47202|20.93902
21090612703|86.48475|20.93138
21090613201|86.47608|20.92104
21090613301|86.48554|20.91151
21090613401|86.46135|20.93562
21090613402|86.45545|20.93336
21090613501|86.61697|20.87541
21090613502|86.61532|20.87448
21090613503|86.62372|20.87306
21090613601|86.60400|20.87619
21090613602|86.60739|20.87742
21090613701|86.59169|20.87086
21090613801|86.63462|20.85535
21090613802|86.63590|20.86346
21090613902|86.61548|20.86058
21090614101|86.48288|20.94783
21090614201|86.47045|20.95618
21090614202|86.46623|20.95870
21090614502|86.45384|20.95679
21090614503|86.45523|20.95210
21090614601|86.47308|20.94697
21090614701|86.46404|20.86214
21090614702|86.46351|20.86092
21090614901|86.45860|20.85219
21090615001|86.43000|20.85405
21090615002|86.43337|20.85048
21090615003|86.43012|20.85566
21090615004|86.43265|20.85255
21090615101|86.43831|20.85660
21090615202|86.44672|20.84690
21090615302|86.45639|20.86298
21090615401|86.52285|20.90226
21090615402|86.51162|20.89763
21090615403|86.52782|20.89840
21090615404|86.51899|20.90792
21090700102|86.62028|21.01036
21090700201|86.61393|21.00604
21090700301|86.62703|21.02294
21090700302|86.63140|21.01384
21090700401|86.71681|21.00789
21090700402|86.72468|21.00930
21090700403|86.71438|21.01611
21090700404|86.71872|21.01700
21090700405|86.71805|21.01447
21090700501|86.69913|21.01061
21090700701|86.70347|21.02044
21090700702|86.70391|21.01833
21090700703|86.70593|21.01502
21090700801|86.69438|21.00054
21090700901|86.72131|20.95015
21090700902|86.74344|20.97722
21090700903|86.72302|20.95053
21090701002|86.71984|20.94477
21090701201|86.71942|20.93900
21090701401|86.71542|20.95158
21090701601|86.71365|20.93864
21090701701|86.72657|20.94407
21090701801|86.59817|20.94995
21090701802|86.59396|20.94791
21090701803|86.59178|20.94980
21090701804|86.59349|20.95292
21090701901|86.60335|20.95260
21090702301|86.68986|20.90172
21090702302|86.66611|20.89647
21090702303|86.67543|20.91085
21090702304|86.67560|20.92113
21090702305|86.66975|20.90039
21090702306|86.66826|20.89762
21090702307|86.68388|20.90221
21090702402|86.65161|20.88533
21090702403|86.65931|20.90772
21090702404|86.64888|20.90806
21090702501|86.64608|20.92767
21090702502|86.64877|20.92804
21090702503|86.66847|20.92208
21090702504|86.65946|20.92112
21090702601|86.63053|20.98844
21090702602|86.63056|20.98842
21090702603|86.62964|20.98249
21090702604|86.63189|20.98217
21090702605|86.63142|20.97917
21090702701|86.64954|20.99087
21090702702|86.63736|20.97843
21090702801|86.63468|20.99030
21090702802|86.63374|20.98699
21090702803|86.63371|20.99355
21090702804|86.63883|20.99219
21090702901|86.58150|20.95134
21090702902|86.58141|20.96485
21090702903|86.58039|20.95139
21090702904|86.58156|20.95419
21090702905|86.59048|20.96832
21090702906|86.58042|20.95600
21090703001|86.59444|20.93655
21090703101|86.56728|20.93639
21090703103|86.57122|20.93533
21090703104|86.57265|20.94717
21090703105|86.57316|20.94698
21090703106|86.57122|20.93533
21090703107|86.56979|20.93102
21090703301|86.56961|20.95100
21090703302|86.56533|20.94953
21090703303|86.56673|20.95945
21090703401|86.60248|20.91844
21090703403|86.60819|20.91526
21090703501|86.70253|20.95422
21090703701|86.69549|20.93645
21090703801|86.71092|20.95350
21090703902|86.70544|20.94906
21090704201|86.59575|21.01831
21090704202|86.58969|21.01972
21090704203|86.59286|21.01881
21090704204|86.58531|21.02175
21090704205|86.58678|21.02522
21090704301|86.60011|21.02821
21090704302|86.60261|21.02865
21090704401|86.60464|21.01633
21090704501|86.58758|21.02992
21090704502|86.59148|21.02841
21090704601|86.68099|20.87240
21090704602|86.67506|20.86500
21090704603|86.66655|20.86857
21090704604|86.67125|20.86025
21090704605|86.66928|20.87174
21090704606|86.67722|20.87153
21090704701|86.68720|20.87476
21090704801|86.67150|20.88958
21090704802|86.67822|20.88064
21090704803|86.66643|20.88751
21090704901|86.65772|20.87714
21090704902|86.66220|20.87833
21090705001|86.57569|21.00836
21090705003|86.58206|21.00381
21090705004|86.57572|21.00861
21090705005|86.57632|21.01803
21090705006|86.58007|21.00924
21090705101|86.57564|21.00369
21090705102|86.57471|20.99793
21090705201|86.59263|21.00650
21090705202|86.58842|21.00160
21090705401|86.75900|20.94900
21090705501|86.77813|20.95001
21090705601|86.78528|20.95931
21090705701|86.78658|20.93547
21090706001|86.74815|20.93787
21090706101|86.76674|20.95347
21090706201|86.75842|20.93981
21090706501|86.75919|20.94563
21090706601|86.77242|20.95837
21090706701|86.74406|20.93586
21090706702|86.74361|20.93619
21090706801|86.76013|20.93400
21090706901|86.62631|20.93814
21090707001|86.62589|20.93917
21090707002|86.61995|20.94462
21090707003|86.61939|20.94439
21090707004|86.62114|20.94333
21090707005|86.62141|20.94098
21090707101|86.61856|20.94746
21090707201|86.63267|20.95213
21090707301|86.66695|20.95939
21090707401|86.64397|20.97806
21090707501|86.64453|20.97572
21090707601|86.65101|20.97128
21090707701|86.65094|20.98122
21090707801|86.66464|20.97150
21090707802|86.66643|20.97997
21090707803|86.66853|20.96761
21090707901|86.61551|20.98164
21090708001|86.65844|20.97942
21090708002|86.65925|20.97492
21090708101|86.66123|20.96336
21090708301|86.56403|20.98862
21090708502|86.58475|20.97472
21090708503|86.57275|20.97731
21090708504|86.57652|20.97866
21090708601|86.58422|20.98253
21090708602|86.58419|20.98250
21090708603|86.58496|20.98051
21090708604|86.58445|20.98129
21090708701|86.56960|20.97676
21090708801|86.58728|20.98833
21090708901|86.61975|21.01444
21090708902|86.61888|21.01545
21090709001|86.62772|21.00964
21090709002|86.64945|21.00948
21090709101|86.65393|21.00522
21090709201|86.60258|20.97692
21090709202|86.61213|20.98447
21090709203|86.60747|20.97761
21090709301|86.62049|20.98448
21090709401|86.61654|20.99702
21090709501|86.62190|20.95658
21090709502|86.62615|20.96656
21090709601|86.74841|20.95880
21090709701|86.62978|20.99850
21090709801|86.62073|20.99406
21090709901|86.61639|20.98736
21090710001|86.62970|21.03022
21090710002|86.63850|21.02770
21090710201|86.60869|21.03872
