SCHCD|LONGITUDE|LATITUDE
21190912901|84.490250|19.315760
21190915402|84.443610|19.328390
21190915801|84.476750|19.288230
21190917302|84.607750|19.378540
21190920001|84.420420|19.378540
21190921103|84.449040|19.392930
21191204210|84.753340|20.162780
21191414208|85.136150|19.610830
21191602901|84.417140|19.078660
21191613504|84.618600|19.088590
21191631201|84.545060|19.170370
21191635401|84.402140|19.175790
21191635901|84.526170|19.160810
21191700303|84.815010|19.733510
21191708307|84.831510|19.655880
21191711202|84.964300|19.791060
21191808903|84.934820|19.482650
21192013302|84.513990|19.439210
21192209201|84.217860|19.828530
21193200305|84.903130|19.253030
21110313901|86.373270|20.213780
21110515302|86.469630|20.267130
21130103603|86.108410|20.678500
21130106801|86.089380|20.633570
21130114301|86.015650|20.699870
21130118204|86.266650|20.663430
21130121201|86.018660|20.725710
21130122403|85.985920|20.702710
21130201204|86.404080|20.657940
21130206302|86.311470|20.739150
21130306603|86.438950|20.731310
21130402501|86.003740|21.104420
21130403906|85.953180|21.104060
21130404904|86.047840|20.905170
21130406701|85.994860|21.123560
21130406902|85.958730|21.122930
21130503108|86.537660|20.765780
21130508305|86.507510|20.818850
21130514304|86.393620|20.844630
21130800103|86.231590|20.976080
21130801203|86.095990|21.048220
21260301101|82.925200|19.969750
21260505406|82.889050|19.855730
21260507001|83.086350|19.843980
21260600704|82.855580|19.533820
21260902704|82.611730|19.715680
21260906802|82.664440|19.695240
21261000901|83.349400|19.861510
21261002001|83.333250|19.796560
21261003901|83.392660|19.807090
21261014701|83.279070|19.623060
21261015101|83.292110|19.608420
21261016501|83.233580|19.564010
21261019901|83.410840|19.787420
21261021803|83.360630|19.990490
21261022601|83.300230|19.892240
21261022901|83.287700|19.927800
21261024501|83.324180|19.920530
21261025701|83.253300|19.925670
21261029501|83.330230|19.836390
21261033301|83.444450|19.962110
21261034901|83.397720|19.950470
21261035801|83.290030|19.742140
21261036901|83.293480|19.770030
21261038402|83.346010|19.826690
21261038901|83.264270|19.722780
21261039801|83.295550|19.678030
21261040901|83.184030|19.665380
21261044201|83.196850|19.572340
21261044801|83.392570|19.886360
21261046201|83.397440|19.895690
21261046401|83.396180|19.905900
21261110301|83.611480|20.268490
21261124701|83.628720|20.171570
21261200902|83.333460|19.975680
21261201602|83.379540|20.101150
21261210502|83.280340|20.021240
21261212104|83.357310|20.141950
21261215603|83.492800|20.168230
21261323402|82.829880|19.356010
21210100501|83.914820|20.167140
21210101801|83.835960|20.245600
21210102602|83.833800|20.120880
21210103301|83.872730|20.136830
21210107901|83.876710|20.301020
21210110901|83.839520|20.174000
21210111801|83.748220|20.115980
21210113801|83.760790|20.132060
21210114101|83.806430|20.219900
21210115101|83.796510|20.189170
21210116301|83.773730|20.127880
21210118601|83.938170|20.232140
21210121101|83.789200|20.373540
21210123001|83.825480|20.338090
21210125701|83.774730|20.255310
21210209601|84.525890|20.300750
21210322802|83.982390|19.777680
21210325302|84.067020|19.728820
21210403601|84.322160|20.068590
21210500801|84.127380|20.042770
21210505502|84.179480|20.151340
21210508604|84.075220|20.127740
21210511201|84.066020|20.219040
21210514901|83.936420|20.118450
21210516301|83.949730|20.178380
21210611101|84.354250|20.478560
21210612602|84.338920|20.463780
21210614202|84.279220|20.475690
21210618801|84.201660|20.549400
21210705802|83.737520|19.919220
21210706902|83.768230|19.825170
21210708903|83.849360|19.792670
21210712102|83.886070|19.735180
21210713701|83.911370|19.739440
21210803601|84.057820|20.249130
21210806401|84.186830|20.387000
21210808602|83.930410|20.399020
21210814301|83.935570|20.459620
21210821801|84.198950|20.315290
21210825701|83.871060|20.465270
21210827501|84.092700|20.341800
21210840601|84.015440|20.481280
21210841601|84.211900|20.271500
21210901901|84.210670|20.403480
21210919401|84.237620|20.357750
21210921701|84.187320|20.497420
21210922101|84.263390|20.379050
21211001101|84.392170|19.925190
21211001802|84.349830|19.901800
21211003302|84.189790|19.940250
21211006902|84.254400|20.105420
21211103901|84.354370|20.171280
21211111901|84.379090|20.154820
21211203801|83.587930|19.868650
21211211303|83.751040|20.036260
21211211702|83.751040|20.079430
21211214102|83.622800|20.048920
21211214501|83.578220|20.083120
21211215501|83.627070|20.062850
21211215801|83.601170|20.025340
21211220802|83.765220|20.042190
21211221201|83.714700|19.921340
21100518703|86.705850|20.456350
21060100303|86.119580|21.178810
21060101006|86.169020|21.252180
21060106401|86.080740|21.353670
21060108302|86.033090|21.461600
21060111701|86.215830|21.219860
21060200303|85.348950|21.570610
21060200803|85.533540|21.386610
21060201852|85.489640|21.559920
21060203102|85.494810|21.517950
21060203503|85.418780|21.636740
21060205001|85.464940|21.534740
21060206004|85.560850|21.588760
21060206903|85.423400|21.517330
21060207304|85.441530|21.639620
21060207503|85.535940|21.628020
21060208702|85.396740|21.778680
21060208804|85.388120|21.720620
21060209703|85.432120|21.600940
21060210305|85.293890|21.677250
21060210702|85.441200|21.615120
21060211301|85.553590|21.605680
21060212001|85.537040|21.603810
21060212903|85.244750|21.786160
21060213103|85.347940|21.748560
21060213104|85.348210|21.748700
21060213402|85.327230|21.789390
21060214102|85.548070|21.619840
21060214801|85.366410|21.541010
21060306104|85.780180|21.901310
21060500704|85.874650|21.490950
21060501472|85.721400|21.539250
21060502404|85.826890|21.416380
21060503102|85.655900|21.556540
21060503303|85.824670|21.545050
21060503552|85.695650|21.424330
21060508103|85.690150|21.445370
21060510272|85.733890|21.466840
21060511202|85.821750|21.580770
21060511702|85.685440|21.499550
21060512401|85.847910|21.429840
21060512605|85.841010|21.418400
21060514052|85.985290|21.369680
21060600503|85.680460|21.299220
21060603002|85.661110|21.485470
21060604252|85.635000|21.395520
21060604552|85.616520|21.381900
21060605202|85.868560|21.303800
21060605503|85.876820|21.193300
21060605602|85.821930|21.256430
21060605603|85.822350|21.252250
21060605803|85.856790|21.229400
21060606602|85.602460|21.444270
21060609802|85.644690|21.529290
21060610002|85.610580|21.488620
21060614802|85.885390|21.135590
21060615302|85.817660|21.210150
21060617803|85.761120|21.259750
21060618003|85.945620|21.181770
21060620952|85.781490|21.310060
21060703009|86.324140|21.222190
21060713203|86.354740|21.258620
21060713501|86.366360|21.250550
21060813353|85.546720|21.935420
21060900105|85.528430|22.079170
21060901902|85.380940|21.894910
21060902601|85.348420|22.122970
21060902805|85.332180|22.089620
21060903402|85.318760|22.053280
21060903503|85.286790|22.069640
21060906902|85.530460|22.004770
21060911372|85.430640|21.916200
21060911373|85.429520|21.909740
21061002303|85.675030|21.641990
21061018401|85.707980|21.583320
21061021002|85.637300|21.727060
21061022052|85.623580|21.599190
21061022053|85.624430|21.595400
21061100153|85.897340|21.632910
21061102552|85.740950|21.756330
21061102602|85.670260|21.739880
21061103301|85.772080|21.802980
21061106252|85.985900|21.522840
21061106902|85.995890|21.567880
21061107602|85.770930|21.728500
21061108001|85.786280|21.690720
21061108101|85.748190|21.667810
21061109302|85.824420|21.666100
21061109773|85.701490|21.720700
21061111401|85.888700|21.594400
21061114601|85.799590|21.802350
21061200902|85.955620|21.672620
21061201004|85.941980|21.676880
21061202901|86.021640|21.665670
21061203701|86.015790|21.679960
21061206001|86.027060|21.654640
21061207603|85.891370|21.716320
21061213001|85.971290|21.645970
21061300103|85.411320|21.257260
21061302606|85.283790|21.438030
21061302753|85.334260|21.401630
21061302754|85.341130|21.399710
21061303006|85.360800|21.328050
21061303304|85.388730|21.338730
21061304402|85.340170|21.465990
21061304904|85.604420|21.209360
21061306554|85.328100|21.285660
21061306555|85.341350|21.280020
21061307203|85.449240|21.230970
21061308603|85.414190|21.372490
21061309503|85.462080|21.260470
21061310106|85.574720|21.204870
21061310107|85.577180|21.197790
21061310108|85.563950|21.205670
21061310552|85.549900|21.214060
21061311004|85.469860|21.162980
21061311704|85.378650|21.430820
21061312401|85.451770|21.370760
21061314401|85.558590|21.223050
21061500603|85.395770|22.123680
21170329701|85.282830|19.863320
21170334301|85.153700|19.817130
21170334701|85.212120|19.839590
21170403002|85.519430|20.092020
21170409003|85.414320|20.197740
21170415503|85.537150|20.215230
21170421901|85.398860|20.070500
21170703002|85.167210|19.721080
21170703003|85.166690|19.719930
21170805704|85.655260|20.248740
21170906272|85.561740|20.241210
21170910501|85.621220|20.086000
21290100302|83.307230|18.881840
21290100403|83.333690|18.835940
21290101702|83.237930|18.937540
21290102602|83.269000|18.918520
21290107702|83.370140|18.862330
21290108504|83.341540|18.874920
21290108505|83.343140|18.867500
21290114201|83.264860|18.814270
21290200310|82.297960|18.816230
21290203104|82.437400|18.721870
21290214302|82.303810|18.772840
21290214602|82.290840|18.669190
21290218001|82.358590|18.698680
21290221003|82.549720|18.749030
21290305802|82.735090|19.008250
21290306402|82.744540|18.995920
21290311102|82.672170|19.097240
21290311402|82.697930|19.086240
21290403202|82.786820|19.064650
21290403402|82.772020|19.142440
21290404302|82.745920|19.162780
21290409206|82.854290|18.986230
21290409703|82.806120|18.911390
21290410005|82.829420|18.943550
21290413002|82.767070|18.974130
21290414501|82.733900|18.933050
21290501504|82.467910|18.931650
21290503903|82.525760|18.911370
21290603301|82.624200|18.748760
21290607202|82.762640|18.858660
21290607404|82.796520|18.877820
21290700305|82.393440|19.015360
21290704904|82.343010|19.097460
21290705204|82.379650|19.082360
21290705205|82.376000|19.085170
21290705902|82.398650|19.162720
21290712001|82.218280|19.082740
21290712902|82.396580|19.038790
21290800502|82.280750|18.899830
21290804705|82.411260|18.799160
21290905202|82.588110|18.669870
21290909002|82.556360|18.627350
21290911801|82.563060|18.590600
21291000910|83.004080|18.870340
21291002505|83.010720|18.908250
21291003702|83.014040|18.978190
21291004005|83.033900|18.962820
21291004205|83.033930|18.971150
21291005303|83.119910|19.001000
21291007705|82.944930|18.914780
21291007708|82.960990|18.919350
21291009004|83.158530|19.103640
21291010404|82.977880|18.969080
21291010405|82.978050|18.985700
21291010406|82.984150|18.995440
21291101702|82.639550|18.533110
21291106303|82.713300|18.334160
21291300104|82.960700|18.394810
21291308108|82.866830|18.439770
21291308109|82.871640|18.436390
21291308603|83.021250|18.474270
21291309504|82.916420|18.399020
21291400503|82.974740|18.687660
21291401904|82.819030|18.564230
21291404004|82.890740|18.621050
21291405908|82.764290|18.706600
21291407903|82.766160|18.645370
21291802210|82.824650|18.675720
21291802305|82.838520|18.764220
21300100703|81.796810|18.044670
21300106606|81.597290|17.933130
21300900804|81.870500|18.373980
21300901501|81.872860|18.351640
21070203702|86.647550|22.100930
21070205602|86.395870|22.056650
21070205901|86.343730|22.025400
21070222301|86.579250|22.099370
21070306701|86.849450|21.705680
21070310704|86.796380|21.746940
21070318004|86.687020|21.828400
21070320002|86.724950|21.718710
21070400110|86.786820|21.821140
21070403603|86.867110|21.893760
21070520501|86.878710|21.650920
21070522601|86.901760|21.670010
21070704101|86.341070|22.121010
21070704702|86.365190|22.138080
21070711701|86.356650|22.199610
21070714601|86.249480|22.145170
21070802102|86.662890|21.727300
21071014202|86.298860|21.941660
21071014503|86.117190|21.927130
21071017502|86.208520|21.946970
21071107002|86.368120|21.326080
21071108705|86.381900|21.483600
21071109005|86.464890|21.420320
21071109006|86.465100|21.425510
21071109106|86.498760|21.450730
21071109203|86.525080|21.465540
21071112903|86.419510|21.376980
21071113405|86.351290|21.415070
21071113905|86.350590|21.374290
21071118401|86.347550|21.342610
21071206002|85.984370|21.864430
21071207202|86.146050|21.788940
21071208001|86.145650|21.781880
21071300203|86.551090|21.782730
21071304503|86.599300|21.782100
21071305102|86.610020|21.767760
21071307202|86.589830|21.629070
21071308403|86.606900|21.620710
21071408701|86.739370|22.046380
21071413701|86.681090|22.054900
21071420205|86.621470|22.066660
21071421401|86.671480|22.084070
21071501903|86.179060|22.126030
21071700503|86.256460|22.313090
21071811401|85.946140|21.997480
21071903401|87.043890|21.798620
21071909902|87.061490|21.839480
21071917101|87.043680|21.735880
21072009801|86.665390|21.919600
21072100103|86.563380|22.292950
21072100502|86.544680|22.294070
21072107302|86.621710|22.271330
21072203805|85.909060|21.837080
21072207705|85.903650|21.941700
21072315502|86.811330|22.012570
21072414902|86.105330|21.528130
21072418701|86.224870|21.449650
21072700702|86.726580|21.922500
21072701304|86.750210|21.939670
21280105902|82.552900|19.777990
21280107803|82.442730|19.797470
21280205402|82.308680|19.481830
21280300104|82.488820|19.602510
21280300202|82.508280|19.558730
21280300502|82.489460|19.642770
21280300602|82.476370|19.602530
21280301806|82.314270|19.714410
21280302203|82.309540|19.684220
21280302909|82.445860|19.698370
21280302910|82.446280|19.694260
21280302911|82.461040|19.690990
21280302912|82.454930|19.686990
21280302913|82.447130|19.684250
21280303302|82.538840|19.715770
21280303402|82.483020|19.668960
21280303403|82.481500|19.667970
21280303702|82.555920|19.689180
21280305102|82.370720|19.590770
21280306203|82.342790|19.652960
21280307403|82.288610|19.693780
21280307804|82.333850|19.714900
21280307902|82.357170|19.687530
21280308213|82.379260|19.726800
21280308214|82.375080|19.723280
21280308215|82.375010|19.719040
21280308703|82.318340|19.589460
21280309105|82.414420|19.716380
21280309106|82.412050|19.711500
21280309203|82.393270|19.699560
21280309502|82.414510|19.603850
21280309602|82.428490|19.593030
21280309704|82.418360|19.622830
21280309902|82.406500|19.592190
21280310405|82.375750|19.617150
21280311106|82.302910|19.802690
21280311107|82.293470|19.793910
21280311108|82.295310|19.790110
21280311109|82.296850|19.786370
21280404702|82.323830|19.214180
21280502805|82.407710|19.241450
21280700604|82.375020|19.374590
21280703203|82.378200|19.316950
21280703905|82.581570|19.480970
21280703906|82.580820|19.483860
21280703907|82.586130|19.487420
21280704307|82.436180|19.426590
21280704705|82.561770|19.501620
21280704706|82.563770|19.498450
21280704707|82.560910|19.507270
21280706803|82.504010|19.438140
21280802204|82.158890|19.937610
21280802205|82.162960|19.931660
21280802206|82.159950|19.934440
21280802306|82.231510|19.983830
21280808102|82.042170|19.854570
21280808611|82.173240|19.899100
21280808612|82.177330|19.904540
21280808613|82.188900|19.916700
21280808614|82.193670|19.913490
21280808807|82.015870|19.972630
21280808808|82.013820|19.968070
21280809005|81.999910|19.973390
21280811004|82.118340|19.952870
21280811103|82.149470|19.954210
21280902407|82.647360|19.406950
21280903403|82.770440|19.248190
21280904002|82.799850|19.226690
21280904603|82.777900|19.218050
21281000407|82.216950|19.611940
21281001006|82.156640|19.788150
21281007202|82.090660|19.772030
21281007710|82.200240|19.778200
21281007809|82.232240|19.806070
21281007810|82.235330|19.806610
21281008007|82.152180|19.714300
21281008603|82.135860|19.517250
21281010204|82.263840|19.696190
21281010205|82.264770|19.698900
21281010404|82.229640|19.712560
21281010503|82.259160|19.723250
21281010604|82.244110|19.721600
21160200301|84.563260|20.390440
21160202002|84.611480|20.396640
21160504001|85.204790|20.115500
21160608101|84.838650|20.075820
21160609101|84.913840|20.137770
21160623101|84.996430|20.269920
21160802101|84.996520|20.009940
21160809801|85.358160|20.007180
21160811302|85.285790|20.017860
21160823901|85.174740|19.928100
21160826401|85.246680|20.096900
21160827601|85.408450|20.006110
21250201903|82.769040|20.344760
21250305703|82.626670|20.560160
21250307109|82.676100|20.723840
21250309903|82.678320|20.435860
21250314402|82.339570|20.556750
21250409903|82.486300|20.780920
21250410804|82.632420|20.779840
21250414709|82.672410|20.832870
21250500302|82.653980|20.114020
21250507403|82.635530|20.021250
21180201902|85.646810|19.755310
21180202103|85.733150|19.847830
21180502601|86.189810|19.948240
21180503802|86.193110|19.960790
21180510703|86.169300|20.006720
21180600102|85.635360|19.907350
21180607403|85.595480|19.926130
21180610902|85.661410|20.029900
21180612004|85.583000|19.955010
21180703502|85.209070|19.526380
21180803202|86.113490|20.035080
21180811002|85.968410|20.054390
21180821972|86.023700|20.026950
21180823452|86.098080|20.056170
21180908001|85.832980|19.986540
21181004406|85.813280|19.904230
21181013602|85.944330|19.910130
21181015902|85.811400|19.855310
21270106901|83.463460|19.513270
21270109201|83.615080|19.485650
21270109501|83.612340|19.507930
21270110001|83.644920|19.489780
21270110603|83.629750|19.398020
21270114702|83.474440|19.588130
21270116301|83.507230|19.572900
21270120401|83.510240|19.310980
21270126401|83.543710|19.562850
21270126501|83.657760|19.468140
21270128802|83.577840|19.430260
21270129101|83.611370|19.460440
21270129401|83.531530|19.372610
21270130202|83.585880|19.447020
21270130302|83.601840|19.452580
21270132501|83.556220|19.586000
21270200701|83.946710|19.539930
21270203303|83.789120|19.606630
21270207601|83.867860|19.528860
21270207801|83.881540|19.615000
21270216201|83.749730|19.507730
21270216901|83.781470|19.485830
21270220101|83.653200|19.541720
21270312201|83.676060|19.358710
21270406872|83.870430|19.106760
21270407503|83.953990|19.024440
21270407902|83.941220|19.035720
21270411601|83.897620|19.181840
21270415701|83.935950|19.214200
21270505501|83.214630|19.471940
21270506602|83.228350|19.452460
21270507101|83.344970|19.432470
21270513001|83.373820|19.373790
21270513201|83.387230|19.436740
21270516301|83.321840|19.298110
21270516402|83.295550|19.303910
21270518202|83.298110|19.295610
21270518601|83.289240|19.290910
21270519902|83.303530|19.364080
21270520101|83.298990|19.353940
21270520201|83.294770|19.362810
21270521001|83.277090|19.593370
21270600103|83.043670|19.498820
21270600701|83.033170|19.525370
21270601801|83.039720|19.475610
21270603001|83.115080|19.114730
21270604901|82.997700|19.370060
21270609901|83.137580|19.197910
21270613401|83.230830|19.343400
21270616101|83.059150|19.192470
21270617801|83.033640|19.246220
21270618001|82.950430|19.308770
21270618801|83.017770|19.290510
21270620801|83.020650|19.186660
21270621701|83.033510|19.314320
21270624201|83.194780|19.429030
21270625001|83.047730|19.298910
21270625602|83.034630|19.306100
21270628101|83.054020|19.163350
21270628201|83.065200|19.110640
21270628603|83.088820|19.111780
21270628604|83.075630|19.100550
21270631001|83.160500|19.162340
21270633101|83.214160|19.176370
21270635301|83.226560|19.245940
21270640403|83.103510|19.462630
21270640601|83.081460|19.371950
21270641001|83.128200|19.402510
21270643101|83.105220|19.181740
21270646501|82.997710|19.356910
21270646601|83.157220|19.408030
21270701702|83.614720|19.271580
21270704001|83.559490|19.134030
21270713501|83.509130|19.208520
21270714601|83.459450|19.262880
21270715001|83.444000|19.259180
21270721301|83.600560|19.145000
21270721401|83.602460|19.218860
21270721501|83.548470|19.218090
21270721601|83.602030|19.181710
21270830101|83.524170|19.813760
21270839601|83.601980|19.639090
21270839802|83.596170|19.673000
21270842801|83.494550|19.646390
21271104876|83.419730|19.238020
21271104877|83.413790|19.238960
21271106002|83.538870|19.095320
21271106102|83.532190|19.041700
21271107101|83.304160|19.235060
21271107502|83.292010|19.196460
21271108701|83.271770|19.209120
21271113902|83.446790|19.196570
21271119801|83.202930|19.018450
21271121401|83.372010|19.233790
21271122001|83.325910|19.264930
21271123401|83.232190|19.050310
21271125301|83.535910|19.080500
21271130602|83.356220|19.241210
21271130801|83.472810|19.118800
21271130901|83.476530|19.143130
21271400172|83.404840|19.163060
21030121204|84.323940|22.072230
21030200302|83.906770|21.431720
21030302601|84.426310|21.599710
21031402676|83.982460|21.476350
21230203404|84.026080|21.040050
21230301805|83.605830|21.081140
21230307602|83.669610|21.112980
21050204302|84.171440|22.155370
21050204902|84.278120|22.290010
21050205702|84.307730|22.222680
21050206105|84.229590|22.231450
21050206501|84.325330|22.170450
21050405901|84.846250|21.666730
21050603001|83.793810|22.022320
21050707002|85.284380|21.899810
21050708002|85.333220|21.938790
21051016301|84.902350|21.845720
21051019101|84.971190|21.913800
21051022201|85.059910|21.643870
21051022301|84.912590|21.952750
21051101303|84.811780|22.060250
21051102401|84.786180|22.130770
21051102501|84.720800|22.240610
21051102901|84.740340|22.241850
21051104903|84.742290|22.213520
21051107102|84.978680|22.119460
21051405463|84.569140|22.177610
21051501104|84.120700|22.220310
21052001701|84.864520|22.267810
21052002201|84.874070|22.205570
21052003107|84.887510|22.215830
21052005208|84.928880|22.235630
21052005406|84.871950|22.228200
21052005413|84.819260|22.258970
21052005503|84.846130|22.255080
21052101701|84.058680|22.113030
21150100101|85.14731|20.77769
21150100201|85.13619|20.76967
21150100301|85.13876|20.79019
21150100402|84.80384|20.80124
21150100601|84.78032|20.79309
21150100701|84.80547|20.78853
21150100802|84.77342|20.78203
21150101001|84.76150|20.77075
21150101101|84.79336|20.79072
21150101201|84.80239|20.84483
21150101301|84.82419|20.79856
21150101401|85.08622|20.65947
21150101503|85.09196|20.67494
21150101504|85.09656|20.66700
21150101602|85.11344|20.64861
21150101802|85.06831|20.65489
21150101901|85.05056|20.61861
21150102101|85.08842|20.66748
21150102201|84.98387|20.75347
21150102401|85.01108|20.80486
21150102402|85.01699|20.80237
21150102403|85.00936|20.80725
21150102502|85.01600|20.78272
21150102503|85.01079|20.77761
21150102901|85.01375|20.79253
21150103101|85.01550|20.79683
21150103102|85.01944|20.79342
21150103201|84.98903|20.66831
21150103202|84.98606|20.66153
21150103401|84.97539|20.69964
21150103503|84.96421|20.66219
21150103701|84.94612|20.69735
21150103801|84.97261|20.66917
21150103901|85.11325|20.76593
21150103902|85.11382|20.76445
21150104001|85.14826|20.73557
21150104401|85.12669|20.74531
21150104701|85.14834|20.74752
21150104901|85.13125|20.75747
21150105201|85.09400|20.77119
21150105301|85.07903|20.78244
21150105501|85.08169|20.79794
21150105601|85.06561|20.78175
21150105701|85.07031|20.74050
21150105702|85.06925|20.73839
21150105703|85.08250|20.73547
21150105704|85.07665|20.73953
21150105801|85.05164|20.75097
21150106002|85.05052|20.76091
21150106101|85.04031|20.71306
21150106102|85.03444|20.71961
21150106201|85.04576|20.71960
21150106302|85.05994|20.71694
21150106303|85.05233|20.71039
21150106304|85.06493|20.70816
21150106401|85.08064|20.71511
21150106501|85.05767|20.69405
21150106701|85.04708|20.71248
21150106801|85.10628|20.72808
21150106802|85.12253|20.73038
21150106901|85.12404|20.71858
21150107001|85.10569|20.73378
21150107201|85.10586|20.72081
21150107202|85.10625|20.72078
21150107401|85.09469|20.72928
21150107501|85.11261|20.70933
21150107502|85.11283|20.70928
21150107601|85.09397|20.71072
21150107801|85.11444|20.80194
21150107802|85.11231|20.79183
21150107901|85.09475|20.79533
21150108001|85.02786|20.74611
21150108101|85.02058|20.74856
21150108401|85.03998|20.75388
21150108601|85.07719|20.66711
21150108801|85.07837|20.68817
21150108901|85.07967|20.70233
21150108902|85.07989|20.69748
21150109301|85.08355|20.67490
21150109401|85.09291|20.74633
21150109502|85.11464|20.74381
21150109701|85.08808|20.74253
21150110001|85.10113|20.74201
21150110101|84.81719|20.69902
21150110201|84.88033|20.73278
21150110301|84.90819|20.71069
21150110402|84.86786|20.72328
21150110501|84.90078|20.68939
21150110701|84.88800|20.70428
