SCHCD|LatitudeDeg|LatitudeMin|LatitudeSec|LongitudeDeg|LongitudeMin|LongitudeSec
21090705201|0|0|0|0|0|0
21090705202|0|0|0|0|0|0
21090705401|0|0|0|0|0|0
21090705501|0|0|0|0|0|0
21090705601|0|0|0|0|0|0
21090705701|0|0|0|0|0|0
21090706001|0|0|0|0|0|0
21090706101|0|0|0|0|0|0
21090706201|0|0|0|0|0|0
21090706501|0|0|0|0|0|0
21090706601|0|0|0|0|0|0
21090706701|0|0|0|0|0|0
21090706702|0|0|0|0|0|0
21090706801|0|0|0|0|0|0
21090706901|0|0|0|0|0|0
21090707001|0|0|0|0|0|0
21090707002|0|0|0|0|0|0
21090707003|0|0|0|0|0|0
21090707004|0|0|0|0|0|0
21090707005|0|0|0|0|0|0
21090707101|0|0|0|0|0|0
21090707201|0|0|0|0|0|0
21090707301|0|0|0|0|0|0
21090707401|0|0|0|0|0|0
21090707501|0|0|0|0|0|0
21090707601|0|0|0|0|0|0
21090707701|0|0|0|0|0|0
21090707801|0|0|0|0|0|0
21090707802|0|0|0|0|0|0
21090707803|0|0|0|0|0|0
21090707901|0|0|0|0|0|0
21090708001|0|0|0|0|0|0
21090708002|0|0|0|0|0|0
21090708101|0|0|0|0|0|0
21090708301|0|0|0|0|0|0
21090708502|0|0|0|0|0|0
21090708503|0|0|0|0|0|0
21090708504|0|0|0|0|0|0
21090708601|0|0|0|0|0|0
21090708602|0|0|0|0|0|0
21090708603|0|0|0|0|0|0
21090708604|0|0|0|0|0|0
21090708701|0|0|0|0|0|0
21090708801|0|0|0|0|0|0
21090708901|0|0|0|0|0|0
21090708902|0|0|0|0|0|0
21090709001|0|0|0|0|0|0
21090709002|0|0|0|0|0|0
21090709101|0|0|0|0|0|0
21090709201|0|0|0|0|0|0
21090709202|0|0|0|0|0|0
21090709203|0|0|0|0|0|0
21090709301|0|0|0|0|0|0
21090709401|0|0|0|0|0|0
21090709501|0|0|0|0|0|0
21090709502|0|0|0|0|0|0
21090709601|0|0|0|0|0|0
21090709701|0|0|0|0|0|0
21090709801|0|0|0|0|0|0
21090709901|0|0|0|0|0|0
21090710001|0|0|0|0|0|0
21090710002|0|0|0|0|0|0
21090710201|0|0|0|0|0|0
21090710202|0|0|0|0|0|0
21090710301|0|0|0|0|0|0
21090710302|0|0|0|0|0|0
21090710401|0|0|0|0|0|0
21090710402|0|0|0|0|0|0
21090710403|0|0|0|0|0|0
21090710501|0|0|0|0|0|0
21090710502|0|0|0|0|0|0
21090710503|0|0|0|0|0|0
21090710504|0|0|0|0|0|0
21090710505|0|0|0|0|0|0
21090710506|0|0|0|0|0|0
21090710507|0|0|0|0|0|0
21090710601|0|0|0|0|0|0
21090710701|0|0|0|0|0|0
21090710801|0|0|0|0|0|0
21090710901|0|0|0|0|0|0
21090711001|0|0|0|0|0|0
21090711301|0|0|0|0|0|0
21090711302|0|0|0|0|0|0
21090711501|0|0|0|0|0|0
21090711601|0|0|0|0|0|0
21090711602|0|0|0|0|0|0
21090711603|0|0|0|0|0|0
21090711701|0|0|0|0|0|0
21090711801|0|0|0|0|0|0
21090711901|0|0|0|0|0|0
21090712001|0|0|0|0|0|0
21090712201|0|0|0|0|0|0
21090712301|0|0|0|0|0|0
21090712401|0|0|0|0|0|0
21090712501|0|0|0|0|0|0
21090712601|0|0|0|0|0|0
21090712701|0|0|0|0|0|0
21090712702|0|0|0|0|0|0
21090712901|0|0|0|0|0|0
21090713001|0|0|0|0|0|0
21090713101|0|0|0|0|0|0
21090713201|0|0|0|0|0|0
21090713401|0|0|0|0|0|0
21090713501|0|0|0|0|0|0
21090713502|0|0|0|0|0|0
21090713601|0|0|0|0|0|0
21090713603|0|0|0|0|0|0
21090713701|0|0|0|0|0|0
21090713702|0|0|0|0|0|0
21090713703||||||
21090713802|0|0|0|0|0|0
21090713803|0|0|0|0|0|0
21090713805|0|0|0|0|0|0
21090713806|0|0|0|0|0|0
21090713807|0|0|0|0|0|0
21090713901|0|0|0|0|0|0
21090713902|0|0|0|0|0|0
21090713903|0|0|0|0|0|0
21090714001|0|0|0|0|0|0
21090714002|0|0|0|0|0|0
21090714003||||||
21090714101|0|0|0|0|0|0
21090714103||||||
21090714104||||||
21090714105||||||
21090714201|0|0|0|0|0|0
21090714301|0|0|0|0|0|0
21090714302|0|0|0|0|0|0
21090714501|0|0|0|0|0|0
21090714701|0|0|0|0|0|0
21090714702|0|0|0|0|0|0
21090714801|0|0|0|0|0|0
21090714802|0|0|0|0|0|0
21090714901|0|0|0|0|0|0
21090714902|0|0|0|0|0|0
21090715102|0|0|0|0|0|0
21090715201|0|0|0|0|0|0
21090715301|0|0|0|0|0|0
21090715302|0|0|0|0|0|0
21090715303|0|0|0|0|0|0
21090715304|0|0|0|0|0|0
21090715305|0|0|0|0|0|0
21090715401|0|0|0|0|0|0
21090715801|0|0|0|0|0|0
21090715901|0|0|0|0|0|0
21090715902|0|0|0|0|0|0
21090715903|0|0|0|0|0|0
21090715904|0|0|0|0|0|0
21240100101||||||
21240100102||||||
21240100103||||||
21240100104||||||
21240100201||||||
21240100301||||||
21240100302||||||
21240100401||||||
21240100501||||||
21240100502||||||
21240100503||||||
21240100601||||||
21240100701||||||
21240100801||||||
21240100901||||||
21240101001||||||
21240101004||||||
21240101005||||||
21240101101||||||
21240101301||||||
21240101501||||||
21240101601||||||
21240101701||||||
21240101801||||||
21240101901||||||
21240101902||||||
21240101904||||||
21240102001||||||
21240102101||||||
21240102102||||||
21240102103||||||
21240102201||||||
21240102301||||||
21240102401||||||
21240102601||||||
21240102602||||||
21240102701||||||
21240102801||||||
21240102802||||||
21240102803||||||
21240102804||||||
21240102901||||||
21240103001||||||
21240103101||||||
21240103201||||||
21240103301||||||
21240103401||||||
21240103501||||||
21240103601||||||
21240103701||||||
21240103801||||||
21240103901||||||
21240104001||||||
21240104101||||||
21240104201||||||
21240104202||||||
21240104301||||||
21240104402||||||
21240104501||||||
21240104502||||||
21240104503||||||
21240104504||||||
21240104601||||||
21240104701||||||
21240104801||||||
21240105001||||||
21240105101||||||
21240105201||||||
21240105301||||||
21240105401||||||
21240105501||||||
21240105601||||||
21240105602||||||
21240105701||||||
21240105801||||||
21240105901||||||
21240106001||||||
21240106301||||||
21240106401||||||
21240106402||||||
21240106403||||||
21240106404||||||
21240106501||||||
21240106601||||||
21240106701||||||
21240106802||||||
21240106901||||||
21240107001||||||
21240107101||||||
21240107201||||||
21240107301||||||
21240107401||||||
21240107402||||||
21240107403||||||
21240107472||||||
21240107501||||||
21240107601||||||
21240107602||||||
21240107603||||||
21240107604||||||
21240107605||||||
21240107701||||||
21240107801||||||
21240107901||||||
21240108001||||||
21240108101||||||
21240108201||||||
21240108301||||||
21240108401||||||
21240108501||||||
21240108601||||||
21240108701||||||
21240108801||||||
21240108901||||||
21240109101||||||
21240109201||||||
21240109301||||||
21240109401||||||
21240109601||||||
21240109602||||||
21240109603||||||
21240109604||||||
21240109701||||||
21240109801||||||
21240109901||||||
21240109902||||||
21240110001||||||
21240110002||||||
21240110003||||||
21240110004||||||
21240110005||||||
21240110006||||||
21240110101||||||
21240110201||||||
21240110301||||||
21240110401||||||
21240110402||||||
21240110501||||||
21240110601||||||
21240110603||||||
21240200101||||||
21240200201||||||
21240200301||||||
21240200401||||||
21240200501||||||
21240200601||||||
21240200801||||||
21240200901||||||
21240200902||||||
21240201001||||||
21240201101||||||
21240201102||||||
21240201201||||||
21240201301||||||
21240201401||||||
21240201501||||||
21240201601||||||
21240201602||||||
21240201701||||||
21240201801||||||
21240201901||||||
21240202001||||||
21240202101||||||
21240202102||||||
21240202201||||||
21240202301||||||
21240202401||||||
21240202501||||||
21240202601||||||
21240202701||||||
21240202801||||||
21240202901||||||
21240203001||||||
21240203002||||||
21240203003||||||
21240203101||||||
21240203201||||||
21240203301||||||
21240203401||||||
21240203501||||||
21240203502||||||
21240203601||||||
21240203701||||||
21240203801||||||
21240203901||||||
21240204001||||||
21240204002||||||
21240204101||||||
21240204102||||||
21240204103||||||
21240204201||||||
21240204301||||||
21240204302||||||
21240204401||||||
21240204501||||||
21240204601||||||
21240204701||||||
21240204801||||||
21240204802||||||
21240204901||||||
21240205001||||||
21240205201||||||
21240205301||||||
21240205401||||||
21240205501||||||
21240205601||||||
21240205701||||||
21240205801||||||
21240205802||||||
21240205901||||||
21240206001||||||
21240206101||||||
21240206201||||||
21240206202||||||
21240206203||||||
21240206301||||||
21240206401||||||
21240206501||||||
21240206601||||||
21240206701||||||
21240206801||||||
21240206901||||||
21240206902||||||
21240207001||||||
21240207101||||||
21240207201||||||
21240207271||||||
21240207301||||||
21240207401||||||
21240207501||||||
21240207601||||||
21240207602||||||
21240207701||||||
21240207702||||||
21240207801||||||
21240207901||||||
21240208001||||||
21240208101||||||
21240208201||||||
21240208301||||||
21240208302||||||
21240208303||||||
21240208401||||||
21240208501||||||
21240208601||||||
21240208602||||||
21240208701||||||
21240208801||||||
21240208802||||||
21240208803||||||
21240208804||||||
21240208901||||||
21240209001||||||
21240209101||||||
21240209201||||||
21240209301||||||
21240209401||||||
21240209501||||||
21240209502||||||
21240209601||||||
21240209701||||||
21240209801||||||
21240209802|0|0|0|0|0|0
21240210001||||||
21240210101||||||
21240210201||||||
21240210202||||||
21240210203||||||
21240210301||||||
21240210401||||||
21240210501||||||
21240210601||||||
21240210602||||||
21240210701||||||
21240210901||||||
21240211001||||||
21240211101||||||
21240211102||||||
21240211103||||||
21240211104||||||
21240211105||||||
21240211106||||||
21240211201|0|0|0|0|0|0
21240211402||||||
21240211501||||||
21240211601||||||
21240211701||||||
21240211801||||||
21240211901||||||
21240212001||||||
21240212101||||||
21240212201||||||
21240212301||||||
21240212401||||||
21240212501||||||
21241500101||||||
21241500102||||||
21241500201||||||
21241500301||||||
21241500302||||||
21241500401||||||
21241500402||||||
21241500403||||||
21241500501||||||
21241500504||||||
21241500506||||||
21241500601||||||
21241500602||||||
21241500603||||||
21241500701||||||
21241500702||||||
21241500703||||||
21241500801||||||
21241500901||||||
21241500903||||||
21241500904||||||
21241500905||||||
21241500906||||||
21241500907||||||
21241500909|0|0|0|0|0|0
21241501001||||||
21241501101||||||
21241501201||||||
21241501202||||||
21241501301||||||
21241501302||||||
21241501303||||||
21241501402||||||
21241501501||||||
21241501601||||||
21241501701||||||
21241501702||||||
21241501703||||||
21241501704||||||
21241501801|0|||||
21241501802||||||
21241501803||||||
21241501805||||||
21241501806||||||
21241501901||||||
21241501902||||||
21241501903||||||
21241502001||||||
21241502002||||||
21241502003||||||
21241502101||||||
21241502102||||||
21240300101||||||
21240300201||||||
21240300301||||||
21240300401||||||
21240300501||||||
21240300601||||||
21240300602||||||
21240300701||||||
21240300801||||||
21240300802||||||
21240300901||||||
21240301001||||||
21240301002||||||
21240301101||||||
21240301201||||||
21240301301||||||
21240301401||||||
21240301402||||||
21240301501||||||
21240301601||||||
21240301701||||||
21240301801||||||
21240301802||||||
21240301803||||||
21240301804||||||
21240301805||||||
21240301806||||||
21240301851||||||
21240301852||||||
21240301901||||||
21240302001||||||
21240302101||||||
21240302201||||||
21240302301||||||
21240302401||||||
21240302501||||||
21240302601||||||
21240302701||||||
21240302801||||||
21240302901||||||
21240303001||||||
21240303101||||||
21240303102||||||
21240303103||||||
21240303201||||||
21240303301||||||
21240303401||||||
21240303601||||||
21240303701||||||
21240303801||||||
21240303901||||||
21240303902||||||
21240304001||||||
21240304101||||||
21240304201||||||
21240304301||||||
21240304302||||||
21240304401||||||
21240304501||||||
21240304601||||||
21240304701||||||
21240304801||||||
21240304901||||||
21240305001||||||
21240305101||||||
21240305102||||||
21240305201||||||
21240305301||||||
21240305401||||||
21240305501||||||
21240305601||||||
21240305701||||||
21240305801||||||
21240305802||||||
21240305901||||||
21240306001||||||
21240306101||||||
21240306202||||||
21240306301||||||
21240306302||||||
21240306401||||||
21240306501||||||
21240306601||||||
21240306603||||||
21240306701||||||
21240306801||||||
21240306901||||||
21240307001||||||
21240307101||||||
21240307201||||||
21240307351||||||
21240307401||||||
21240307501||||||
21240307601||||||
21240307701||||||
21240307801||||||
21240307901||||||
21240308001||||||
21240308101||||||
21240308201||||||
21240308301||||||
21240308401||||||
21240308501||||||
21240308502||||||
21240308601||||||
21240308701||||||
21240308801||||||
21240308901||||||
21240309001||||||
21240309101||||||
21240309201||||||
21240309301||||||
21240309401||||||
21240309501||||||
21240309601||||||
21240309701||||||
21240309901||||||
21240310001||||||
21240310101||||||
21240310201||||||
21240310301||||||
21240310401||||||
21240310501||||||
21240310601|0|0|0|||
21240310602|0|0|0|0|0|0
21240310701||||||
21240310801||||||
21240310901||||||
21240311001||||||
21240311002||||||
21240311101||||||
21240311201||||||
21240311301||||||
21240311302||||||
21240311401||||||
21240311501||||||
21240311601||||||
21240311701||||||
21240311801||||||
21240311901||||||
21240312001||||||
21240312101||||||
21240312201||||||
21240312301||||||
21240312401||||||
21240312501||||||
21240312502||||||
21240312503||||||
21240312504||||||
21240312552||||||
21240312601||||||
21240312701||||||
21240312801||||||
21240312901||||||
21240313001||||||
21240313101||||||
21240313301||||||
21240313302||||||
21240313401||||||
21240313501||||||
21240313601||||||
21240400101||||||
21240400102||||||
21240400201||||||
21240400301||||||
21240400401||||||
21240400501||||||
21240400601||||||
21240400701||||||
21240400801||||||
21240400802||||||
21240400901|0|0||0|0|
21240401001||||||
21240401002||||||
21240401102||||||
21240401201||||||
21240401301||||||
21240401401||||||
21240401501||||||
21240401601||||||
21240401701||||||
21240401801||||||
21240401802||||||
21240401901||||||
21240402001||||||
21240402002||||||
21240402003||||||
21240402004||||||
21240402005||||||
21240402006||||||
21240402007||||||
21240402008||||||
21240402009||||||
21240402010|0|0|0|0|0|0
21240402012||||||
21240402101||||||
21240402102||||||
21240402201||||||
21240402202||||||
21240402203||||||
21240402301||||||
21240402401||||||
21240402501||||||
21240402701||||||
21240402702||||||
21240402703||||||
21240402704||||||
21240402801||||||
21240402901||||||
21240403001||||||
21240403101||||||
21240403201||||||
21240403301||||||
21240403401||||||
21240403501||||||
21240403502||||||
21240403601||||||
21240403701||||||
21240403801||||||
21240403901||||||
21240404001||||||
21240404101||||||
21240404201||||||
21240404301||||||
21240404401||||||
21240404402||||||
21240404403||||||
21240404501||||||
21240404601||||||
21240404701||||||
21240404801||||||
21240404901||||||
21240405001||||||
21240405201||||||
21240405301||||||
21240405402||||||
21240405403||||||
21240405501||||||
21240405701||||||
21240405801||||||
21240405901||||||
21240406001||||||
21240406101||||||
21240406102||||||
21240406201||||||
21240406301||||||
21240406401||||||
21240406501||||||
21240406502||||||
21240406503||||||
21240406601||||||
21240406701||||||
21240406801||||||
21240406901||||||
21240407001||||||
21240407002||||||
21240407101||||||
21240407201||||||
21240407301||||||
21240407401||||||
21240407403||||||
21240407501||||||
21240407601||||||
21240407701||||||
21240407801||||||
21240407901||||||
21240408001||||||
21240408101||||||
21240408201||||||
21240408202|82|97|0|20|58|
21240408203||||||
21240408204||||||
21240408301||||||
21240408302||||||
21240408401||||||
21240408501||||||
21240408601||||||
21240408602||||||
21240408701||||||
21240408703||||||
21240408801||||||
21240408901||||||
21240409001||||||
21240409101||||||
21240409201||||||
21240409301||||||
21240409401||||||
21240409501||||||
21240409601||||||
21240409602||||||
21240409701|0|0|0|0|0|0
21240409801||||||
21240409802||||||
21240409803|0|0|0|0|0|0
21240409901||||||
21240409903|0|0|0|0|0|0
21240410001||||||
21240410002||||||
21240410101||||||
21240410102||||||
21240410104||||||
21240410201||||||
21240410301||||||
21240410401||||||
21240410402||||||
21240410501||||||
21240410502||||||
21240410701||||||
21240410801||||||
21240410901||||||
21240411001||||||
21240411102||||||
21240411103||||||
21240411201||||||
21240411301||||||
21240411401||||||
21240411501||||||
21240411502|30|0|0|83|0|0
21240411503||||||
21240411601||||||
21240411701||||||
21240411801||||||
21240411901||||||
21240412001||||||
21240412002||||||
21240412003||||||
21240412101|0|0|0|0|0|0
21240412201|0|0|0|0|0|0
21240500101||||||
21240500201||||||
21240500202||||||
21240500301||||||
21240500401||||||
21240500501||||||
21240500601||||||
21240500701||||||
21240500801||||||
21240500901||||||
21240501001||||||
21240501002||||||
21240501101||||||
21240501102||||||
21240501201||||||
21240501202||||||
21240501301||||||
21240501401||||||
21240501402||||||
21240501403||||||
21240501501||||||
21240501601||||||
21240501701||||||
21240501801||||||
21240501901||||||
21240501902|0|0|0|0|0|0
21240502001||||||
21240502002||||||
21240502101||||||
21240502201||||||
21240502202|0|0|0|0|0|0
21240502301||||||
21240502302||||||
21240502303||||||
21240502401||||||
21240502402||||||
21240502403||||||
21240502501||||||
21240502601||||||
21240502701||||||
21240502801||||||
21240502802||||||
21240502901||||||
21240503001||||||
21240503101||||||
21240503201||||||
21240503202||||||
21240503301||||||
21240503303||||||
21240503401||||||
21240503402||||||
21240503501||||||
21240503601||||||
21240503701||||||
21240503801||||||
21240503901||||||
21240504001||||||
21240504101||||||
21240504201||||||
21240504202||||||
21240504301||||||
21240504401||||||
21240504501||||||
21240504601||||||
21240504701||||||
21240504801||||||
21240504802||||||
21240504803||||||
21240504804||||||
21240504901||||||
21240505001||||||
21240505101||||||
21240505201||||||
21240505301||||||
21240505302||||||
21240505401||||||
21240505501||||||
21240505502||||||
21240505601||||||
21240505701||||||
21240505702||||||
21240505703||||||
21240505801||||||
21240505802||||||
21240505901||||||
21240505902||||||
21240506001||||||
21240506101||||||
21240506201||||||
21240506202||||||
21240506301||||||
21240506401||||||
21240506501||||||
21240506601||||||
21240506602||||||
21240506604||||||
21240506701||||||
21240506801||||||
21240506901||||||
21240507001||||||
21240507101||||||
21240507102|0|0|0|0|0|0
21240507201||||||
21240507301||||||
21240507401||||||
21240507601||||||
21240507701||||||
21240507801||||||
21240507901||||||
21240508001||||||
21240508101||||||
21240508201||||||
21240508301||||||
21240508401||||||
21240508601||||||
21240508701||||||
21240508801||||||
21240508901||||||
21240509001||||||
21240509101||||||
21240509201||||||
21240509301||||||
21240509303||||||
21240509401||||||
21240509601||||||
21240509701||||||
21240509801||||||
21240509901||||||
21240509902||||||
21240509903||||||
21240509904||||||
21240509905||||||
21240510001||||||
21240510002||||||
21240510101||||||
21240510201||||||
21240510301||||||
21240510401||||||
21240510501||||||
21240510601||||||
21240510701||||||
21240510801||||||
21240510901||||||
21240510902|0|0|0|0|0|0
21240510903||||||
21240511001||||||
21240511101||||||
21240511201||||||
21240511301||||||
21240511401||||||
21240511501||||||
21240511601||||||
21240511701||||||
21240511901||||||
21240512001||||||
21240512101||||||
21240512201||||||
21240512301||||||
21240512501|0|0|0|0|0|0
21240512601||||||
21240512701||||||
21240512801||||||
21240512901||||||
21240512902||||||
21240512903||||||
21240600101||||||
21240600201||||||
21240600301||||||
21240600401||||||
21240600501||||||
21240600601||||||
21240600701||||||
21240600801||||||
21240600901||||||
21240600902||||||
21240600903||||||
21240601001||||||
21240601101||||||
21240601102||||||
21240601201||||||
21240601301||||||
21240601501||||||
21240601601||||||
21240601701||||||
21240601801||||||
21240601901||||||
21240602001||||||
21240602201||||||
21240602202||||||
21240602301||||||
21240602401||||||
21240602501||||||
21240602601||||||
21240602701||||||
21240602801||||||
21240602802||||||
21240603001||||||
21240603101||||||
21240603201||||||
21240603301||||||
21240603401||||||
21240603501||||||
21240603601||||||
21240603701||||||
21240603801||||||
21240603802||0|0|||
21240603902||||||
21240603903||||||
21240604001||||||
21240604002||||||
21240604101||||||
21240604201||||||
21240604301||||||
21240604401||||||
21240604501||||||
21240604601||||||
21240604701||||||
21240604801||||||
21240604901||||||
21240605001||||||
21240605002||||||
21240605003||||||
21240605101||||||
21240605201||||||
21240605301||||||
21240605401||||||
21240605501||||||
21240605601||||||
21240605801||||||
21240605901||||||
21240606001||||||
21240606101||||||
21240606201||||||
21240606301||||||
21240606401||||||
21240606501||||||
21240606701||||||
21240606801||||||
21240606802||||||
21240606804||||||
21240606805||||||
21240606901||||||
21240606902||||||
21240607001||||||
21240607101||||||
21240607201||||||
21240607301||||||
21240607401||||||
21240607501||||||
21240607502||||||
21240607503||||||
21240607601||||||
21240607801||||||
21240607901||||||
21240607902||||||
21240607903||||||
21240608001||||||
21240608101||||||
21240608102||||||
21240608103||||||
21240608201||||||
21240608301||||||
21240608401||||||
21240608501||||||
21240608601||||||
21240608701||||||
21240609001||||||
21241600101|0|0|0|0|0|0
21241600301|0|0|0|0|0|0
21241600401|0|0|0|0|0|0
21241600501|0|0|0|0|0|0
21241600502|0|0|0|0|0|0
21241600503|0|0|0|0|0|0
21241600601|0|0|0|0|0|0
21241600701|0|0|0|0|0|0
21241600901|0|0|0|0|0|0
21241601001|0|0|0|0|0|0
21241601002|0|0|0|0|0|0
21241601101|0|0|0|0|0|0
21241601201|0|0|0|0|0|0
21240700101||||||
21240700102||9|0||9|9
21240700201||4|0||5|0
21240700301|7|0||8|8|
21240700401||||||
21240700402||||||
21240700501||8|0||8|5
21240700601||||||
21240700701||||||
21240700801|50|||40||
21240700901||6|6||4|9
21240701001||||||
21240701101|40|||40||
21240701201||||||
21240701301||||||
21240701401||||||
21240701501||||||
21240701601||||||
21240701701||||||
21240701702||||||
21240701801||||||
21240701802||||||
21240701901||||||
21240702001||||||
21240702002||||||
21240702101||||||
21240702201||||||
21240702202||||||
21240702301||||||
21240702401||||||
21240702501||4|5|1|5|8
21240702502||6|0|1|2|0
21240702601|1|7|5|2|5|0
21240702701|2|0|0|2|5|0
21240702801|50|||||
21240702901||||||
21240703001||||||
21240703101||||||
21240703201||||||
21240703202||||||
21240703203||||||
21240703204||||||
21240703205||||||
21240703301||||||
21240703401||||||
21240703501||||||
21240703502||||||
21240703601||||||
21240703701||||||
21240703801||||||
21240703901||||||
21240704001||||||
21240704101||||||
21240704201||||||
21240704301||||||
21240704401||||||
21240704501||||||
21240704601||||||
21240704701||||||
21240704801||||||
21240704901||||||
21240705001||||||
21240705101||||||
21240705201||||||
21240705301||||||
21240705401||||||
21240705402||||||
21240705403||||||
21240705404||||||
21240705501||||||
21240705601||||||
21240705701||||||
21240705801||||||
21240705901||||||
21240706001||||||
21240706002||||||
21240706003||||||
21240706004||||||
21240706005||||||
21240706007||||||
21240706101||||||
21240706102||||||
21240706201||||||
21240706202||||||
21240706301||||||
21240706401||||||
21240706501||||||
21240706601||||||
21240706701|1|0|0|1|1|0
21240706801||||||
21240706901||||||
21240707101||||||
21240707201||||||
21240707301||||||
21240707302||||||
21240707303||||||
21240707401||||||
21240707501||||||
21240707601||||||
21240707701||||||
21240707801||||||
21240707901||||||
21240708001||||||
21240708002||||||
21240708101||||||
21240708201|0|9|5|1|2|0
21240708301|0|8|0|1|2|0
21240708401|0|9|0|1|8|5
21240708501|0|2|5|1|2|0
21240708502||||||
21240708601||||||
21240708602|0|6|0|1|4|0
21240708701||||||
21240708801||||||
21240708901||||||
21240709001||||||
21240709201||||||
21240709401||||||
21240709501||||||
21240709601||||||
21240709701||||||
21240709702||||||
21240709801||||||
21240709901||||||
21240710001||||||
21240710002||||||
21240710101||||||
21240710201||||||
21240710301||||||
21240710401||||||
21240710501||||||
21240710601||||||
21240710701||||||
21240710801||||||
21240710901||||||
21240711001||||||
21240711101||||||
21240711201||||||
21240711301||||||
21240711401||||||
21240711501||||||
21240711601||||||
21240711602||||||
21240711701||||||
21240711801||||||
21240711901||||||
21240711902||||||
21240712001||||||
21240712002||||||
21240712003||||||
21240712101||||||
21240712102||||||
21240712201||||||
21240712202||||||
21240712301||||||
21240712401||||||
21240712501||||||
21240712601||||||
21240712701||||||
21240712801||||||
21240712901||||||
21240713001||||||
21240713101||||||
21240713201||||||
21240713301|0|0|0|0|0|0
21240800101||||||
21240800201||||||
21240800202||||||
21240800203||||||
21240800301||||||
21240800302||||||
21240800401||||||
21240800501||||||
21240800601||||||
21240800701||||||
21240800801||||||
21240800901||||||
21240801001||||||
21240801201||||||
21240801301||||||
21240801401||||||
21240801501||||||
21240801601||||||
21240801701||||||
21240801801||||||
21240801803||||||
21240801901||||||
21240802001||||||
21240802101||||||
21240802201||||||
21240802301||||||
21240802302||||||
21240802401||||||
21240802402||||||
21240802501||||||
21240802601||||||
21240802701||||||
21240802801||||||
21240802901||||||
21240803001||||||
21240803101||||||
21240803201||||||
21240803401||||||
21240803501||||||
21240803601||||||
21240803801||||||
21240803901||||||
21240804001||||||
21240804002||||||
21240804101||||||
21240804201||||||
21240804301||||||
21240804401||||||
21240804501||||||
21240804502||||||
21240804503||||||
21240804504||||||
21240804601||||||
21240804701||||||
21240804801||||||
21240804901||||||
21240805001||||||
21240805101|0|0||||
21240805201||||||
21240805301||||||
21240805401||||||
21240805501||||||
21240805502||||||
21240805601||||||
21240805701||||||
21240805801||||||
21240805901||||||
21240806001||||||
21240806101||||||
21240806201||||||
21240806301||||||
21240806303||||||
21240806401||||||
21240806501||||||
21240806601||||||
21240806701||||||
21240806801||||||
21240806901||||||
21240807101||||||
21240807201||||||
21240807202||||||
21240807203||||||
21240807204||||||
21240807205||||||
21240807206||||||
21240807207||||||
21240807301||||||
21240807302||||||
21240807303||||||
21240807401||||||
21240807501||||||
21240807601||||||
21240807701||||||
21240807801||||||
21240807901||||||
21240808001||||||
21240808101||||||
21240808201||||||
21240808301||||||
21240808501||||||
21240808601||||||
21240808602||||||
21240808701||||||
21240808801||||||
21240808901||||||
21240809001||||||
21240809101||||||
21240809201||||||
21240809301||||||
21240809302||||||
21240809303||||||
21240809304||||||
21240809305||||||
21240809401||||||
21240809501||||||
21240809601||||||
21240809701||||||
21240809801||||||
21240809901||||||
21240809902||||||
21240810001||||||
21240810201||||||
21240810301||||||
21240810401||||||
21240810501||||||
21240810601||||||
21240810701||||||
21240810801||||||
21240810802||||||
21240900201|0|0|0|0|0|0
21240900202||||||
21240900301|0|0|0|0|0|0
21240900302|0|0|0|0|0|0
21240900401|0|0|0|0|0|0
21240900501|0|0|0|0|0|0
21240900601|0|0|0|0|0|0
21240900701|0|0|0|0|0|0
21240900801|0|0|0|0|0|0
21240900901|0|0|0|0|0|0
21240901001|0|0|0|0|0|0
21240901101|0|0|0|0|0|0
21240901201|0|0|0|0|0|0
21240901202|0|0|0|0|0|0
21240901301|0|0|0|0|0|0
21240901401|0|0|0|0|0|0
21240901501|0|0|0|0|0|0
21240901502|0|0|0|0|0|0
21240901503|0|0|0|0|0|0
21240901601|0|0|0|0|0|0
21240901701|0|0|0|0|0|0
21240901801|0|0|0|0|0|0
21240901901|0|0|0|0|0|0
21240901902|0|0|0|0|0|0
21240902001|0|0|0|0|0|0
21240902101|0|0|0|0|0|0
21240902201|0|0|0|0|0|0
21240902301|0|0|0|0|0|0
21240902401|0|0|0|0|0|0
21240902501|0|0|0|0|0|0
21240902601|0|0|0|0|0|0
21240902701|0|0|0|0|0|0
21240902801|0|0|0|0|0|0
21240902901|0|0|0|0|0|0
21240903001|0|0|0|0|0|0
21240903002|0|0|0|0|0|0
21240903003|0|0|0|0|0|0
21240903004|0|0|0|0|0|0
21240903201|0|0|0|0|0|0
21240903202|0|0|0|0|0|0
21240903301|0|0|0|0|0|0
21240903401|0|0|0|0|0|0
21240903501|0|0|0|0|0|0
21240903601|0|0|0|0|0|0
21240903801|0|0|0|0|0|0
21240903901|0|0|0|0|0|0
21240904001|0|0|0|0|0|0
21240904002|0|0|0|0|0|0
21240904101|0|0|0|0|0|0
21240904102|0|0|0|0|0|0
21240904201|0|0|0|0|0|0
21240904301|0|0|0|0|0|0
21240904401|0|0|0|0|0|0
21240904501|0|0|0|0|0|0
21240904601|0|0|0|0|0|0
21240904701|0|0|0|0|0|0
21240904801|0|0|0|0|0|0
21240904901|0|0|0|0|0|0
21240904902||||||
21240905001|0|0|0|0|0|0
21240905101|0|0|0|0|0|0
21240905301|0|0|0|0|0|0
21240905401|0|0|0|0|0|0
