State,District,Block,Cluster,GPName,GP Id,Village,SchoolName,SchoolId,DiseCode,new_village
Karnataka,chitradurga,holalkere,shivaganga,Shivaganga,5374,HOLALKERE,GHPS GILIKENAHALLI,13084,29130402705,GILIKENAHALLI
Karnataka,chitradurga,holalkere,shivaganga,Shivaganga,5374,HOLALKERE,GLPS KUDINEERAKATTE LAM. HATTI,13086,29130402729,KUDINEERAKATTE LAM.HATTI
Karnataka,chitradurga,holalkere,talikatte,Tuppudahalli,5834,SINGENAHALLI,HPS SINGENAHALLI,13080,29130407501,SINGENAHALLI
Karnataka,chitradurga,holalkere,talikatte,Tuppudahalli,5834,SINGENAHALLI,LPS S.LAMBANIHATTI,13081,29130407502,S.LAMBANIHATTI
Karnataka,chitradurga,holalkere,talya,Talya,5628,TALYA,GLPS TALYA,13000,29130416708,TALYA
Karnataka,chitradurga,holalkere,upparigenahalli,Uperigenahalli,5907,NANADANAHOSUR,GLPS MUGALIKATTE,13044,29130418403,MUGALIKATTE
Karnataka,chitradurga,holalkere,upparigenahalli,Uperigenahalli,5907,NANADANAHOSUR,HPS NANDANAHOSUR,13042,29130418401,NANDANAHOSUR
Karnataka,chitradurga,holalkere,upparigenahalli,Uperigenahalli,5907,NANADANAHOSUR,LPS N.D.H.GOLLARAHATTI,13043,29130418402,N.D.H.GOLLARAHATTI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,RAMAJJANAHALLI,GHPS MALIGEHATTI,13255,29130510803,MALIGEHATTI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,RAMAJJANAHALLI,GLPS DODDATHIMMAYYANAHATTI,13125,29130510805,DODDATHIMMAYYANAHATTI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,MASANIHALLI,GLPS M L HATTI,13134,29130515202,MLHATTI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,RAMAJJANAHALLI,GLPS M.MALLAPURA,13264,29130510808,M.MALLAPURA
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,RAMAJJANAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL BANTANAGAVIHATTI,13254,29130510802,BANTANAGAVIHATTI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,MASANIHALLI,GOVERNMENT LOWER PRIMARY SCHOOL MASANIHALLI,13133,29130515201,MASANIHALLI
Karnataka,chitradurga,hosadurga,attimage bhovihatti,Attimage,840,MASANIHALLI,GOVERNMENT LOWER PRIMARY SCHOOL MASANIHALLI GOLLARAHATTI,45147,29130515207,MASANIHALLI GOLLARAHATTI
Karnataka,chitradurga,hosadurga,baguru,Anivala,717,KUNDUR(HALLE),GLPS HOSAKUNDUR,13241,29130509103,HOSAKUNDUR
Karnataka,chitradurga,hosadurga,baguru,Anivala,717,KUNDUR(HALLE),GOVERNMENT LOWER PRIMARY SCHOOL HALEKUNDUR,13239,29130509101,HALEKUNDUR
Karnataka,chitradurga,hosadurga,baguru,Anivala,717,KUNDUR(HALLE),GOVERNMENT LOWER PRIMARY SCHOOL K GOLLARAHATTI,13240,29130509102,K GOLLARAHATTI
Karnataka,chitradurga,hosadurga,belaguru,Belaguru,1156,SINGENAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL SINGENAHALLI BHOVIHATTI,30040,29130511902,SINGENAHALLI BHOVIHATTI
Karnataka,chitradurga,hosadurga,belaguru,Belaguru,1156,SINGENAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL SINGENAHALLI,13377,29130511901,SINGENAHALLI
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GHPS DEVAPURA  VADDARAHATTI,13126,29130511104,DEVAPURA VADDARAHATTI
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GLPS BOCHENAHALLI,13106,29130511105,BOCHENAHALLI
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GLPS MAHALAKSHMIPURA,13127,29130511106,MAHALAKSHMI PURA
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GLPS NAGATHIHALLI,45156,29130511110,NAGATHIHALLI
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GOVERNMENT HIGHER PRIMARY SCHOOL DEVAPURA,13103,29130511101,DEVAPURA
Karnataka,chitradurga,hosadurga,devapura,Devapura,1787,DEVAPURA,GOVERNMENT LOWER PRIMARY SCHOOL AKKITHIMMAYANAHATTI,13104,29130511102,AKKITHIMMAYANAHATTI
Karnataka,chitradurga,hosadurga,doddathekalavatti,D.t.vatti,1713,MENASINADU,GLPS M BOVIHATTI,13225,29130515702,MBOVIHATTI
Karnataka,chitradurga,hosadurga,doddathekalavatti,D.t.vatti,1713,C T VATTI,GOVERNMENT HIGHER PRIMARY SCHOOL CHIKKATEKALAVATTI,45159,29130509404,CHIKKATEKALAVATTI
Karnataka,chitradurga,hosadurga,doddathekalavatti,D.t.vatti,1713,C T VATTI,GOVERNMENT LOWER PRIMARY SCHOOL  R.D.THANDYA,13192,29130509402,R.D.THANDYA
Karnataka,chitradurga,hosadurga,doddathekalavatti,Karehalli,3443,MENASINADU,GLPS M GOLLARAHATTI,13135,29130515703,MGOLLARAHATTI
Karnataka,chitradurga,hosadurga,doddathekalavatti,Karehalli,3443,MENASINADU,GOVERNMENT HIGHER PRIMARY SCHOOL MENASINADU,13224,29130515701,MENASINADU
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,YADAGHATTA,GHPS YADAGHATTA BHOVIHATTI,13385,29130518002,YADAGHATTABHOVIHATTI
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,THANDAGA,GLPS AVALIPALYA,13382,29130517004,AVALIPALYA
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,YADAGHATTA,GLPS HANUMAMA HATTI,45163,29130518003,HANUMAMA HATTI
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,THANDAGA,GLPS HOSAKERE,13381,29130517003,HOSAKERE
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,THANDAGA,GLPS TANDAGA  LAMBANIHATTI,13383,29130517007,TANDAGA LAMBANI HATTI
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,THANDAGA,GOVERNMENT HIGHER PRIMARY SCHOOL THANDAGA,13380,29130517001,THANDAGA
Karnataka,chitradurga,hosadurga,garaga,Thandaga,5689,YADAGHATTA,GOVERNMENT LOWER PRIMARY SCHOOL YADAGHATTA,13384,29130518001,YADAGHATTA
Karnataka,chitradurga,hosadurga,gavirangapura,Heggere,2564,HEGGERE,GHPS OBALAPURA,13145,29130513202,OBALAPURA
Karnataka,chitradurga,hosadurga,gavirangapura,Heggere,2564,HEGGERE,GOVERNMENT HIGHER PRIMARY SCHOOL HEGGERE,13144,29130513201,HEGGERE
Karnataka,chitradurga,hosadurga,guddadaneralakere,G.n.kere,2006,NAGATHIHALLI,GLPS INDEDEVARAHATTI,13215,29130509703,INDEDEVARAHATTI
Karnataka,chitradurga,hosadurga,guddadaneralakere,G.n.kere,2006,NAGATHIHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL NAGATHIHALLI,13176,29130509701,NAGATHIHALLI
Karnataka,chitradurga,hosadurga,guddadaneralakere,G.n.kere,2006,NAGATHIHALLI,GOVERNMENT LOWER PRIMARY SCHOOL HUNASEKATTE DASAIHNAHATTI,45168,29130509707,HUNASEKATTE DASAIHNAHATTI
Karnataka,chitradurga,hosadurga,hunavinadu,Hunavinadu,2872,KAPPAGERE,GLPS KACHAVARA,13123,29130507203,KACHAVARA
Karnataka,chitradurga,hosadurga,hunavinadu,Hunavinadu,2872,KAPPAGERE,GLPS SIDDAPPANAHATTI,13122,29130507202,SIDDAPPANAHATTI
Karnataka,chitradurga,hosadurga,hunavinadu,Hunavinadu,2872,KAPPAGERE,GOVERNMENT HIGHER PRIMARY SCHOOL KAPPAGERE,13121,29130507201,KAPPAGERE
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GHPS DEVARAHATTI,13284,29130504706,DEVARAHATTI
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GHPS KANTAPURA,13283,29130504705,KANTAPURA
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GHPS YALLABOVIHATTI,13287,29130504710,YALLABOVIHATTI
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GLPS JANKAL LAMBANIHATTI,13288,29130504711,JANKAL LAMBANIHATTI
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GLPS KAMSAGARA,13286,29130504708,KAMSAGARA
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GLPS MUDLABOVIHATTI,13285,29130504707,MUDLABOVIHATTI
Karnataka,chitradurga,hosadurga,janakal,Janakal,3040,JANAKAL,GOVERNMENT M HIGHER PRIMARY SCHOOL JANAKAL,13280,29130504701,JANAKAL
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,BALLALASAMUDRA ,GHPS KADASIDDARAHATTI,13319,29130501905,KADASIDDARAHATTI
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,ALAGATTA,GLPS A GOLLARAHATTI,13315,29130500703,A GOLLARAHATTI
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,BALLALASAMUDRA ,GLPS BALLALASAMUDRA  A.K CALONY,13096,29130501904,BALLALASAMUDRA A.KCALONY
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,BALLALASAMUDRA ,GLPS B GOLLARAHATTI,13318,29130501902,BGOLLARAHATTI
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,ALAGATTA,GOVERNMENT HIGHER PRIMARY SCHOOL ALAGATTA,13313,29130500701,ALAGATTA
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,BALLALASAMUDRA ,GOVERNMENT HIGHER PRIMARY SCHOOL  BALLALA SAMUDRA,13317,29130501901,BALLALA SAMUDRA
Karnataka,chitradurga,hosadurga,kalkere,Balalasamudra,956,ALAGATTA,GOVERNMENT LOWER PRIMARY SCHOOL  A LAMBANIHATTI,13314,29130500702,ALAMBANIHATTI
Karnataka,chitradurga,hosadurga,kanchipura,C.b.kere,1459,C.B.KERE,GLPS KATIHATTI,13173,29130507902,KATIHATTI
Karnataka,chitradurga,hosadurga,kanchipura,C.b.kere,1459,C.B.KERE,GOVERNMENT HIGHER PRIMARY SCHOOL C B KERE,13172,29130507901,CBKERE
Karnataka,chitradurga,hosadurga,madadakere,Madadakere,4056,RANGAVANAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL RANGAVANAHALLI,13257,29130511001,RANGAVANAHALLI
Karnataka,chitradurga,hosadurga,madadakere,Madadakere,4056,RANGAVANAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL R LAMBANIHATTI,30005,29130511002,R LAMBANIHATTI
Karnataka,chitradurga,hosadurga,mattodu,Mathodu,4364,AREHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL  AREHALLI,13211,29130501101,AREHALLI
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,SHEERANKATTE,GHPS NAGAYYANAHATTI,45194,29130511504,NAGAYYANAHATTI
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,LAKKIHALLI,GLPS ANCHIBARIHATTI,13266,29130514202,ANCHIBARIHATTI
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,LAKKIHALLI,GLPS MADIHALLI,13267,29130514203,MADIHALLI
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,LAKKIHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL LAKKIHALLI,13265,29130514201,LAKKIHALLI
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,SHEERANKATTE,GOVERNMENT HIGHER PRIMARY SCHOOL SHEERANAKATTE,13262,29130511501,SHEERANAKATTE
Karnataka,chitradurga,hosadurga,sheeranakatte,Lakkihalli,3995,SHEERANKATTE,GOVERNMENT LOWER PRIMARY SCHOOL KEREKODIHATTI,13263,29130511502,KEREKODIHATTI
Karnataka,chitradurga,hosadurga,s.neralakere,S.neralakere,5143,HAROGONDANAHALLI,GLPS H.A.K.COLONY ,45189,29130512903,H.A.K.COLONY
Karnataka,chitradurga,hosadurga,s.neralakere,S.neralakere,5143,HAROGONDANAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL URDU SS PALYA,13199,29130512902,SSPALYA
Karnataka,chitradurga,hosadurga,s.neralakere,S.neralakere,5143,HAROGONDANAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL HAROGONDANAHALLI,13198,29130512901,HAROGONDANAHALLI
Karnataka,chitradurga,hosadurga,srirampura,Heggere,2564,HEGGERE,GLPS DALAVAYIKATTE,13146,29130513203,DALAVAYIKATTE
Karnataka,chitradurga,hosadurga,srirampura,Heggere,2564,HEGGERE,GLPS GIRIGIMALLANA PALYA,13147,29130513204,GIRIGIMALLANA PALYA
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,BOMMAGONDANAKERE,GOVERNMENT HIGHER PRIMARY SCHOOL BASAVESWARANAGARA,13394,29130611303,BASAVESWARANAGARA
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,BOMMAGONDANAKERE,GOVERNMENT HIGHER PRIMARY SCHOOL B G KERE,13396,29130611305,B G KERE
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,MUTTHIGARAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL MUTTHIGARAHALLI,13388,29130600901,MUTTHIGARAHALLI
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,MUTTHIGARAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL  KAMAYYANAHATTI,13390,29130600903,KAMAYYANAHATTI
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,MUTTHIGARAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL MYASARAHATTI,13389,29130600902,MYASARAHATTI
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,BOMMAGONDANAKERE,GOVERNMENT LOWER PRIMARY SCHOOL OBAIHANAHATTI,13397,29130611306,OBAIHANAHATTI
Karnataka,chitradurga,molakalmur,b.g.kere,B.g.kere,873,BOMMAGONDANAKERE,GOVERNMENT LOWER PRIMARY SCHOOL RAVALAKUNTE,13395,29130611304,RAVALAKUNTE
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GOVERNMENT HIGHER PRIMARY SCHOOL BOMMALINGANA HALLI,45197,29130609310,BOMMALINGANA HALLI
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GOVERNMENT HIGHER PRIMARY SCHOOL HANAGAL,13449,29130609301,HANAGAL
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GOVERNMENT LOWER PRIAMRY SCHOOL PUJARAHATTI,13451,29130609303,PUJARAHATTI
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GOVERNMENT LOWER PRIMARY SCHOOL HALEKERE,13450,29130609302,HALEKERE
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GOVERNMENT LOWER PRIMARY SCHOOL KELEGALAHATTI,13454,29130609306,KELEGALAHATTI
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GVOERNMENT HIGHER PRIMARY SCHOOL KOMMANAPATTI,13452,29130609304,KOMMANAPATTI
Karnataka,chitradurga,molakalmur,hanagal,Hanagal,2382,HANAGAL,GVOERNMENT LOWER PRIMARY SCHOOL MEGALAHATTI,13453,29130609305,MEGALAHATTI
Karnataka,chitradurga,molakalmur,hanagal,Hirekerehalli,2645,HIREKEREHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL HIREKEREHALLI,45198,29130610701,HIREKEREHALLI
Karnataka,chitradurga,molakalmur,hanagal,Hirekerehalli,2645,HIREKEREHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL TALAVARAHALLI,45199,29130610703,TALAVARAHALLI
Karnataka,chitradurga,molakalmur,hanagal,Hirekerehalli,2645,HIREKEREHALLI,GOVERNMENT LOWER PRIMARY SCHOOL HOSAHATTI,45200,29130610704,HOSAHATTI
Karnataka,chitradurga,molakalmur,hanagal,Rayapura,5111,RAYAPURA,GOVERNMENT LOWER PRIMARY SCHOOL YARJENAHALLI,45196,29130608604,YARJENAHALLI
Karnataka,chitradurga,molakalmur,konasagara,Konasagara,3732,KONASAGARA,GOVERNMENT HIGHER PRIMARY SCHOOL KONASAGARA,45202,29130613203,KONASAGARA
Karnataka,chitradurga,molakalmur,konasagara,Konasagara,3732,KONASAGARA,GOVERNMENT HIGHER PRIMARY SCHOOL KUMBARAHATTI,45203,29130613204,KUMBARAHATTI
Karnataka,chitradurga,molakalmur,konasagara,Konasagara,3732,KONASAGARA,GOVERNMENT LOWER PRIMARY SCHOOL CHOWDIPURA,45204,29130613205,CHOWDIPURA
Karnataka,chitradurga,molakalmur,konasagara,Kondlahalli,3745,KONDLAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL  A.K.COLONY,29738,29130601905,A.K.COLONY
Karnataka,chitradurga,molakalmur,konasagara,Kondlahalli,3745,KONDLAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL KONDLAHALLY,13399,29130601903,KONDLAHALLY
Karnataka,chitradurga,molakalmur,konasagara,Kondlahalli,3745,KONDLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL  GOLLARAHATTI,13398,29130601902,GOLLARAHATTI
Karnataka,chitradurga,molakalmur,konasagara,Nerlahalli,4822,NERLAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL NERLAHALLI,13411,29130602901,NERLAHALLI
Karnataka,chitradurga,molakalmur,konasagara,Nerlahalli,4822,NERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL B.MARADAHATTI,13415,29130602905,B.MARADAHATTI
Karnataka,chitradurga,molakalmur,molakalmur east,Molakalmur town,4463,WARD1,GOVERNMENT HIGHER PRIMARY SCHOOL YEDDULABOMMAIAHNAHATTI,13434,29130611605,YEDDULABOMMAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur east,Molakalmur town,4463,WARD1,GOVERNMENT LOWER PRIMARY SCHOOL KANAKAIAHNAHATTI,13431,29130611602,KANAKAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur east,Molakalmur town,4463,WARD1,GOVERNMENT LOWER PRIMARY SCHOOL THIPPERAIAHNAHATTI,13433,29130611604,THIPPERAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Konasagara,3732,NERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL K.BORAIAHNAHATTI,13414,29130602904,K.BORAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Konasagara,3732,NERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL SANNAPAPPAYYANAHATTI,13416,29130602906,SANNAPAPPAYYANAHATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Nerlahalli,4822,MERLAHALLI,GOVERNMENT HIGHER PRIMARY SCHOOL MERLAHALLI,13439,29130603001,MERLAHALLI
Karnataka,chitradurga,molakalmur,molakalmur west,Nerlahalli,4822,MERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL KUNTOBAIAHNAHATTI,13440,29130603002,KUNTOBAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Nerlahalli,4822,MERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL MUDDAIAHNAHATTI,13441,29130603003,MUDDAIAHNAHATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Rayapura,5111,RAYAPURA,GOVERNMENT HIGHER PRIMARY SCHOOL RAYAPURA,13424,29130608601,RAYAPURA
Karnataka,chitradurga,molakalmur,molakalmur west,Rayapura,5111,RAYAPURA,GOVERNMENT LOWER PRIAMRY SCHOOL MALIYAMMANA HATTI,13426,29130608603,MALIYAMMANA HATTI
Karnataka,chitradurga,molakalmur,molakalmur west,Rayapura,5111,RAYAPURA,GOVERNMENT LOWER PRIMARY SCHOOL MYSARAHATTI.R,13425,29130608602,MYSARAHATTI.R
Karnataka,chitradurga,molakalmur,nagasamudra,Hanagal,2382,KATANAYAKANAHALLI,GOVERNMENT HIGHER PRIAMRY SCHOOL KATANAYAKANAHALLI,13455,29130609901,KATANAYAKANAHALLI
Karnataka,chitradurga,molakalmur,siddapura,Siddapura (M),5401,SIDDAPURA,GOVERMENT LOWER PRIMARY SCHOOL MARUTHI NAGARA,45213,29130603408,MARUTHINAGARA
Karnataka,chitradurga,molakalmur,siddapura,Siddapura (M),5401,SIDDAPURA,GOVERNMENT HIGHER PRIMARY SCHOOL ROPPA,13484,29130603404,ROPPA
Karnataka,chitradurga,molakalmur,siddapura,Siddapura (M),5401,SIDDAPURA,GOVERNMENT HIGHER PRIMARY SCHOOL SIDDAPURA,13481,29130603401,SIDDAPURA
Karnataka,chitradurga,molakalmur,siddapura,Siddapura (M),5401,SIDDAPURA,GOVERNMENT LOWER PRIMARY SCHOOL HANUMAPURA,13482,29130603402,HANUMAPURA
Karnataka,chitradurga,molakalmur,siddapura,Siddapura (M),5401,SIDDAPURA,GOVERNMENT LOWER PRIMARY SCHOOL KADASIDDAPURA,13483,29130603403,KADASIDDAPURA
Karnataka,tumakuru,tumkur,honnudike,Honnudike,2761,AREHALLI,GOVT. HIGHER PRIMARY SCHOOL AREHALLI,59153,29180937301,AREHALLI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GHPBS (WEST) BESAGARA HALLY,52620,29220201802,BESAGARAHALLY
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GHPS  PANNE DODDI,52623,29220201809,PANNE DODDI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GLPS  MAHARNAVAMI DODDI,52624,29220201811,MAHARNAVAMI DODDI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GUHPS  BESAGARA HALLY,52621,29220201803,BESAGARA HALLY
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GHPS  CHIKKA ARASINAKERE,52633,29220203501,CHIKKA ARASINAKERE
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GHPS  GURUDEVARA HALLY,52634,29220203502,GURU DEVARAHALLY
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GLPS GURUDEVARAHALLI COLONY,52635,29220203504,GURUD EVARAHALLI COLONY
Karnataka,mandya,maddur,chikkaarasinakere,Kyathaghatta,3977,KYATHA GHATTA,GHPS  KYATHA GHATTA,52636,29220209301,KYATHA GHATTA
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GHPS  KADALOORU,52663,29220207601,KADALOORU
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GLPS  KURI DODDI,52664,29220207602,KURI DODDI
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GLPS  VADDARADODDI,52665,29220207603,VADDARADODDI
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GHPS  ADAGANA HALLY,52716,29220208204,ADAGAN AHALLY
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GHPS  KESTHUR,52714,29220208201,KESTHUR
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GLPS  BASAVALINGANA DODDI,52718,29220208206,BASAVALINGANA DODDI
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GHPS  K. HONNALAGERE,52674,29220207101,K.HONNALAGERE
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GHPS  TOPPANA HALLY,52675,29220207103,TOPPANA HALLY
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GLPS  RAJEGOWDANA DODDI,52676,29220207104,RAJEGOWDANA DODDI
Karnataka,mandya,maddur,koppa,Thaggahally ,5676,THAGGA HALLY,GHPS THAGGAHALLY,52734,29220214105,THAGGAHALLY
Karnataka,mandya,maddur,koppa,Thaggahally ,5676,THAGGA HALLY,GLPS  ARAGINA MELE,52732,29220214103,ARAGINA MELE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GHPS  KOWDLE,52738,29220208901,KOWDLE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GHPS  TARAMANA KATTE,52741,29220208907,TARAMANA KATTE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GLPS  GATTA HALLY,52740,29220208906,GATTA HALLY
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  DEVARA HALLY,52748,29220204408,DEVARA HALLY
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  DODDA ARASINAKERE,52746,29220204401,DODDA ARASINAKERE
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  MUTTANA HALLY,52747,29220204407,MUTTANA HALLY
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GHPS  DUNDANA  HALLY,52764,29220204501,DUNDANA HALLY
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GLPS  CHAMALAPURADA DODDI,52766,29220204503,CHAMALAPURADA DODDI
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GLPS  GOLLARA DODDI,52765,29220204502,GOLLARA DODDI
Karnataka,mandya,pandavapura,bannangadi,Dinka,1852,ALPA HALLY,GHPS  VALALE KATTE KOPPAL,53631,29220600302,VALALE KATTE KOPPAL
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GHPS  DODDA BYADARA  HALLY,53644,29220604101,DODDA BYADARA HALLY
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GHPS  THIMMANA KOPPALU,53645,29220604102,THIMMANA KOPPALU
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GLPS  SOUTH COLONY  D.B.HALLY,53646,29220604103,SOUTH COLONY D.B.HALLY
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GHPS  SANABA,53717,29220612001,SANABA
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GLPS  SANABADA KOPPAL,53718,29220612002,SANABADA KOPPAL
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GLPS  SANABA HOSA BADAVANE,53719,29220612003,SANABAHOSA BADAVANE
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GHPS  HALE BEEDU,53730,29220605202,HALEBEEDU
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GLPS  CHEEKANA HALLY,53729,29220605201,CHEEKANA HALLY
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GLPS   MUDALA KOPPALU,53731,29220605204,MUDALA KOPPALU
