DIST,PROJ,CIRCLE,SCODE,SNAME,START_DATE,END_DATE, Number of students enrolled(boys), Number of students enrolled(girl), Number of students present(boy), Number of students present(girl), Number of students with special needs(boy), Number of students with special needs(girl), Where is the center functioning, The anganwadi center is in a spacious room (35 sq according to ecce rule)  meaning there is an indoor enclosure, There is an outdoor space for 30 children  with space of 30sq, Anganwadi Centre walls are in good shape, Anganwadi Centre floor is in good shape, Anganwadi Centre roof is in good shape, There is a toilet for children to use, Children are using toilet, Centre has water available in the taps, There is pure drinking water facility, Food to be distributed on that day was covered properly, There is seperate facility for washing hands after meals, There is black board in the center, Learning materials are present in the centre, Anganwadi worker is trained, Activities are conducted using learning material by the anganwadi worker, Children learning value correction is done for 2013-14, Progress in children learning is documented, Bala Vikas Samithi is present, Bala Vikas Samithi meeting is conducted                                                                         
 bangalore, bangalore south(banashankari), konnana kunte,37242, ARKERE, 2014-08-18, 2015-12-30,11,22,8,18, NA, NA,3,1,1,1,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30516, AVALAHALLI, 2014-08-18, 2015-12-30,22,33,11,19, NA, NA,1,0,1,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33768, AVALAHALLI -2, 2014-08-18, 2015-12-30,11,13,11,13,0,0,1,0,0,1,1,0,0,0,0,2,1,1,0,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30519, AVALAHALLI 1ST BLOCK, 2014-08-18, 2015-12-30, NA, NA,10,13, NA, NA,2,0,1,1,0,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33790, AVALAHALLI BDA COTRAS, 2014-08-18, 2015-12-30,14,17,7,11, NA, NA,0,0,0,1,1,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,37234, BASAVANAPURA, 2014-08-18, 2015-12-30,11,27,5,23, NA, NA,3,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30459, BEERESHWARI NAGAR, 2014-08-18, 2015-12-30,10,14,12,14, NA, NA,0,0,1,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,37239, BELEKAHALLI, 2014-08-18, 2015-12-30,11,19,10,17, NA, NA,3,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33837, CHANDRANAGAR, 2014-08-18, 2015-12-30,26,29,20,17, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30464, CHUNCHGHATTA, 2014-08-18, 2015-12-30,19,20,14,13, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,31062, DODDAKAMMANAHALLI, 2014-08-18, 2015-12-30,19,26,20,18, NA, NA,2,0,1,1,1,1,1,1,1, NA,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30377, GOTTIGERE, 2014-08-18, 2015-12-30,25,24,20,22, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,31091, GUTTIGERE COLONY, 2014-08-18, 2015-12-30,31,22,28,22, NA, NA,2,1,1,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30405, HARINAGAR, 2014-08-18, 2015-12-30,14,23,12,22,0,2,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,37103, HARINAGARA 2, 2014-08-18, 2015-12-30,24,23,21,20, NA, NA,3,0,1,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30789, HULIMAVU, 2014-08-18, 2015-12-30,33,32,18,13, NA, NA,2,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,36401, JAMBOSAVARI DINNE, 2014-08-18, 2015-12-30,21,18,18,17, NA, NA,3,0,1,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33798, JARAGANAHALLI, 2014-08-18, 2015-12-30,9,25,7,19, NA, NA,3,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30382, KALANAAGRAHARA, 2014-08-18, 2015-12-30,15,23,8,20, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33801, KEMBATTAHALLI, 2014-08-18, 2015-12-30,14,18,10,16, NA, NA,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33823, KONANKUNTE, 2014-08-18, 2015-12-30,17,24,15,22, NA, NA,2,0,1,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,30406, KOTHANURU, 2014-08-18, 2015-12-30,29,36,27,35, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33804, KOTHNURU DINNE, 2014-08-18, 2015-12-30,12,15,12,13, NA, NA,0,0,0,1,1,1,0,1,1,2,1,1,1,1,0,1,1,1,1,1
 bangalore, bangalore south(banashankari), konnana kunte,36403, KRISHAN BADAVANA (VENUGOPALA NAGARA), 2014-08-18, 2015-12-30,9,21,9,17, NA, NA,2,0,1,0,1,0,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,36405, MARUTHI BADAVANA, 2014-08-18, 2015-12-30,11,16,11,16, NA, NA,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,36408, OMADEVANHALLI, 2014-08-18, 2015-12-30,16,20,11,15, NA, NA,0,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,31064, PILLAGANAHALLI, 2014-08-18, 2015-12-30,17,28,12,21, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33781, PUTTENAHALLI, 2014-08-18, 2015-12-30,15,10,15,13, NA, NA,2,0,1,1,1,1,0,0,0,2,1,1,1,1,0,1,1,0,0,1
 bangalore, bangalore south(banashankari), konnana kunte,33831, TIPPASANDRA, 2014-08-18, 2015-12-30,16,7,16,8,1, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), konnana kunte,33842, YALACHENAHALLI, 2014-08-18, 2015-12-30,7,13,5,5, NA, NA,3,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,36436, CHIKKAKRIYAPANA PALYA, 2014-08-18, 2015-12-30,4,8,4,8, NA, NA,2,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,36392, CHINADASIPLAYA, 2014-08-18, 2015-12-30,14,8,5,5, NA, NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30503, CHINNENAHALLI, 2014-08-18, 2015-12-30,8,9,6,6, NA, NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30498, CHOLANAYAKANAHALLI, 2014-08-18, 2015-12-30,21,25,16,16, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,31336, DEVAMACHOHALLI, 2014-08-18, 2015-12-30,7,12,6,8, NA, NA,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,38844, GANAKALLU, 2014-08-18, 2015-12-30,5,6,5,6, NA, NA,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,31040, GANGENAHALLI 1, 2014-08-18, 2015-12-30,12,12,6,2, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,34013, GURUVABHOVIPALYA, 2014-08-18, 2015-12-30,18,9,14,8, NA, NA,2,1,1,0,0,0,1,1,1,2,1,1,1,1,0,1,0,1,1,1
 bangalore, bangalore south(banashankari), thavare kere,30494, HONAGANA HATTI, 2014-08-18, 2015-12-30,19,17,14,15, NA, NA,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,36391, HOSAPALAY, 2014-08-18, 2015-12-30,7,4,6,3, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30499, JATTIPALYA, 2014-08-18, 2015-12-30,19,9,17,9, NA, NA,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30501, JOGERAHALLI, 2014-08-18, 2015-12-30,10,13,6,5, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30511, KEMPAGONDANAHALLI, 2014-08-18, 2015-12-30,6,11,4,4, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,38843, KEMPEGOWDANAGAR, 2014-08-18, 2015-12-30,13,11,13,11, NA, NA,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30505, KURUBARAHALLI, 2014-08-18, 2015-12-30,9,9,6,3, NA, NA,2,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,31362, LAKSHMIPURA (THAVARE KERE), 2014-08-18, 2015-12-30,3,13,3,10, NA, NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30500, METTI PALYA, 2014-08-18, 2015-12-30,17,27,13,20, NA, NA,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,36434, NAGANAHALLI, 2014-08-18, 2015-12-30,6,9,4,4, NA, NA,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30497, THAVARE KERE JANATHA COLONY, 2014-08-18, 2015-12-30,21,32,13,27, NA, NA,2,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,31027, THAVAREKERE 1, 2014-08-18, 2015-12-30,40,48,20,21, NA, NA,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30496, VARTHUR, 2014-08-18, 2015-12-30,9,4,5,1, NA, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), thavare kere,30491, YALACHAGUPPE, 2014-08-18, 2015-12-30,1,14,1,11, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31401, AGARA, 2014-08-18, 2015-12-30,22,21,18,11, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31160, AREHALLI, 2014-08-18, 2015-12-30,18,15,17,12, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,37243, BASAPANA PALYA, 2014-08-18, 2015-12-30,1,7,1,2, NA, NA,2,0,1,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31155, BHUVANESHWARINAGARA, 2014-08-18, 2015-12-30,20,6,15,5, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,36431, CHANSANDRA, 2014-08-18, 2015-12-30,16,17,10,12, NA, NA,3,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,36426, CHIKKALA CANDRA, 2014-08-18, 2015-12-30,31,23,8,0, NA, NA,3,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,33772, CHOUDESHWARI NAGARA, 2014-08-18, 2015-12-30,19,20,7,20, NA, NA,2,1,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30691, DODDAKALLASANDRA 1, 2014-08-18, 2015-12-30,12,10,5,10,1,0,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30685, DODDAKALLASANDRA 2, 2014-08-18, 2015-12-30,12,20,7,17, NA, NA,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,37244, DODDIPALYA, 2014-08-18, 2015-12-30,10,9,6,4, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31465, GANIGARAPALYA, 2014-08-18, 2015-12-30,13,19,10,15, NA, NA,2,0,1,0,0,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30710, GUBBALAALA, 2014-08-18, 2015-12-30,19,16,15,13, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,36429, HOSAHALLI, 2014-08-18, 2015-12-30,7,16,3,10, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31386, LAKSHMIPURA NAVAGRAMA, 2014-08-18, 2015-12-30,19,17,16,16, NA, NA,2,0,0,1,1,1,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31480, LAKSHMIPURA(UTTRAHALLI), 2014-08-18, 2015-12-30, NA, NA,7,8, NA, NA,2,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30722, MARUTHINAGARA 1, 2014-08-18, 2015-12-30,9,12,9,10, NA, NA,2,0,1,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30736, MUNIRAMAIAH COLONY, 2014-08-18, 2015-12-30,11,15,15,7, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30716, RAGHUNAHALLI, 2014-08-18, 2015-12-30,16,8,5,9, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31485, SALUDODDI, 2014-08-18, 2015-12-30,10,11,5,4,0,1,2,0,0,1,1,1,1,1,1,2,1, NA,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31121, SHREENIVASA COLONY, 2014-08-18, 2015-12-30,23,22,15,19, NA, NA,2,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31137, SHREERAMACHANDRAPURA, 2014-08-18, 2015-12-30,17,10,15,8, NA, NA,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,36424, TALAGHATTA PURA 1, 2014-08-18, 2015-12-30,9,13,4,6, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30695, TALAGHATTAPURA 2, 2014-08-18, 2015-12-30,20,25,15,25, NA, NA,3,1,0,1,1,1,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31476, TATAGUNI-, 2014-08-18, 2015-12-30,15,18,5,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,33981, TUREHALLI, 2014-08-18, 2015-12-30,27,22,23,20, NA, NA,3,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30700, UTTARAHALLI, 2014-08-18, 2015-12-30,32,20,29,10, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,37241, UTTARAHALLI 3, 2014-08-18, 2015-12-30,15,25,11,18, NA, NA,3,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30705, UTTRAHALLI A.K COLONY, 2014-08-18, 2015-12-30,25,26,15,14,1, NA,2,1,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31468, VADERAHALLI(UTTARAHALLI), 2014-08-18, 2015-12-30,14,17,14,15,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,37240, VAJARAHALLI 2, 2014-08-18, 2015-12-30,14,12,10,5, NA, NA,1,0,1,0,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31486, VAJARAHALLI(UTTRAHALLI), 2014-08-18, 2015-12-30,20,23,18,21, NA, NA,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,30689, VASANTHAPURA, 2014-08-18, 2015-12-30,10,17,10,15, NA, NA,2,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), uttrahalli,31132, YADALAMNAGARA, 2014-08-18, 2015-12-30,13,7,12,5, NA, NA,2,0,0,1,1,1,1,0,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,33791, AMBEDKAR NAGAR 1ST, 2014-08-18, 2015-12-30,11,17,5,11, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,33759, AMBEDKAR NAGAR 2ND, 2014-08-18, 2015-12-30,22,27,10,18, NA, NA,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,33763, BASAVANNA NAGARA 22, 2014-08-18, 2015-12-30,19,32,15,19, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,30986, DODDANEKUNDI, 2014-08-18, 2015-12-30,18,20,13,18, NA, NA,2,0,0,1,1,1,1,0,0,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,30943, GANDHIPURA, 2014-08-18, 2015-12-30,13,18,11,15, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,30712, GARUDACHARPALYA, 2014-08-18, 2015-12-30,13,18,8,12, NA, NA,3,1,0,1,0,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,33788, HAGADOORU, 2014-08-18, 2015-12-30,11,15,8,7, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,33749, IMMADIHALLI, 2014-08-18, 2015-12-30,13,20,8,12, NA, NA,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,31365, KUNDALAHALLI, 2014-08-18, 2015-12-30,9,23,3,15, NA, NA,3,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,30409, KUNDHANAHALLI COLONY, 2014-08-18, 2015-12-30,16,21,9,10, NA, NA,0,1,0,1,1,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,37102, LAKSHMI NARAYANAPURA, 2014-08-18, 2015-12-30,21,19,15,10, NA, NA,0,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,36440, MADHURA NAGAR JANATA COLONY, 2014-08-18, 2015-12-30,19,21,10,10, NA, NA,0,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,36445, MAHESHWARI NAGAR, 2014-08-18, 2015-12-30,13,12,3,8, NA, NA,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,33757, MUNNE KOLALA GRAMA, 2014-08-18, 2015-12-30,22,23,15,8,1,0,1,0,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,33745, MUNNEKOLALA BADVANE, 2014-08-18, 2015-12-30,18,19,18,12, NA, NA,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,31519, NAGONDANAHALLI, 2014-08-18, 2015-12-30,9,7,5,4, NA, NA,2,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,33784, PATTANDURA AGRAHARA, 2014-08-18, 2015-12-30,11,12,8,10, NA, NA,2,0,1,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,30644, RAMGONDANA HALLI, 2014-08-18, 2015-12-30,15,22,10,16, NA, NA,0,0,0,1,1,1,0,0,0,2,1,1,0,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,36442, SANGHIYANA PALYA, 2014-08-18, 2015-12-30,26,20,16,10, NA, NA,3,0,0,0,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,36575, SEETHARAMAPALYA, 2014-08-18, 2015-12-30,15,28,10,15, NA, NA,3,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,29704, SIDDAPURA, 2014-08-18, 2015-12-30,21,25,15,20, NA, NA,2,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,29700, SURHUNASE, 2014-08-18, 2015-12-30,16,21,12,16, NA, NA,1,1,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,30976, SURHUNASE BADAVANE, 2014-08-18, 2015-12-30,12,15,6,10, NA, NA,2,0,0,0,0,0,1,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,31314, THUBRAHALLI, 2014-08-18, 2015-12-30,18,26,10,20, NA, NA,2,0,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,29697, VALEPURA, 2014-08-18, 2015-12-30,22,15,12,8, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore south(banashankari), varthur,30987, VARTHUR 1, 2014-08-18, 2015-12-30,14,11,8,6, NA, NA,2,1,0,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,1,1
 bangalore, bangalore south(banashankari), varthur,33755, VIJAYNAGAR, 2014-08-18, 2015-12-30,16,12,9,8, NA, NA,2,1,0,1,1,1,0,0,0,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore state, btm layout,30638, SUDDAGUNTE PALYA, 2014-08-18, 2015-12-30,13,7,12,6, NA, NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore state, btm layout,30597, THAVAREKERE, 2014-08-18, 2015-12-30,8,5,6,5, NA, NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 bangalore, bangalore state, gavipura guttahalli,30713, AVALAHALLI 1, 2014-08-18, 2015-12-30,9,16, NA, NA, NA, NA,0,0,0,1,1,1,1,0,0,2,0,1,0,1,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,30682, AVALAHALLI 2, 2014-08-18, 2015-12-30,8,14,5,4, NA, NA,3,0,0,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,37218, BANK COLONY, 2014-08-18, 2015-12-30,17,13, NA, NA, NA, NA,1,0,1,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,36597, BHUVANESHWARI NAGARA, 2014-08-18, 2015-12-30,10,10,10,7,2, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,31084, DHOBI GHAT 2, 2014-08-18, 2015-12-30,18,11,15,3,1,0,3,0,0,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1
 bangalore, bangalore state, gavipura guttahalli,31107, DHOBIGHAT 1, 2014-08-18, 2015-12-30,18,9,10,9, NA, NA,3,0,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1
 bangalore, bangalore state, gavipura guttahalli,30690, GANAPATHI NAGAR, 2014-08-18, 2015-12-30,8,5,5,6,0,1,3,0,0,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,36454, GIRI NAGARA 1st, 2014-08-18, 2015-12-30,33,32,13,14, NA, NA,3,0,0,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,30674, GIRI NAGARA 2nd, 2014-08-18, 2015-12-30,28,25,10,13, NA, NA,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,31070, HARIJANA SEVA SANGA, 2014-08-18, 2015-12-30,10,13, NA, NA, NA, NA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore state, gavipura guttahalli,31066, HOSSAKERE HALLI, 2014-08-18, 2015-12-30,22,17, NA, NA, NA, NA,3,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
