id,question_text,display_text,key ,options,is_featured,question type,status,max score,pass score,name in colloquial language,options in language
,Have you visited your child's school in the last month?,,,"{Yes,No,Don't Know}",True,1,AC,,,શું ગયા મહિને તમે તમારા બાળક ની સ્કુલ માં ગયા હતા?,"{હા,ના,ખબર નથી}"
,Does the school have a separate functional toilet for girls?,How many schools have separate toilets for boys and girls?,ivrss-functional-toilets-girls,"{Yes,No,Don't Know}",True,1,AC,,,શું સ્કુલ માં છોકરીઓ માટે અલગ સક્રિય શૌચાલય છે?,"{હા,ના,ખબર નથી}"
,Are you satisfied with the Mid Day Meal served in your child''s school?,How many responses indicate that the mid day meal is satisfactory?,mob-mdm-satisfactory,"{Yes,No,Don't Know}",True,1,AC,,,શું તમારા બાળક ને આપવામાં આવતા મીડ ડે ભોજન થી તમે સંતુષ્ટ છો?,"{હા,ના,ખબર નથી}"
,Is there a teacher shortage in the school?,How many responses indicate a teacher shortage in schools?,mob-teacher-shortage,"{Yes,No,Don't Know}",True,1,AC,,,શું સ્કુલ માં શિક્ષકો ની અછત છે?,"{હા,ના,ખબર નથી}"
,Do you think your child can read Odia?,How many responses indicate that children can read in Gujarati?,mob-read-gujarati,"{Yes,No,Don't Know}",True,1,AC,,,શું તમને લાગે છે કે તમારું બાળક ગુજરાતી  ભણી શકે છે?,"{હા,ના,ખબર નથી}"
,Do you think your child can read English?,How many responses indicate that children can read in English?,mob-read-english,"{Yes,No,Don't Know}",True,1,AC,,,શું તમને લાગે છે કે તમારું બાળક અંગ્રેજી  ભણી શકે છે?,"{હા,ના,ખબર નથી}"
,Do you think your child can do addition?,How many responses indicate that children can do addition?,mob-addition,"{Yes,No,Don't Know}",True,1,AC,,,શું તમને લાગે છે કે તમારું બાળક સરવાળા કરી  શકે છે?,"{હા,ના,ખબર નથી}"
,Do you think your child can do subtraction?,How many responses indicate that children can do subtraction?,mob-subtraction,"{Yes,No,Don't Know}",True,1,AC,,,શું તમને લાગે છે કે તમારું બાળક બાદબાકી કરી  શકે છે?,"{હા,ના,ખબર નથી}"
,Does the SMC meet every month?,How many responses indicate SMC meetings happen monthly?,mob-smc-meet,"{Yes,No,Don't Know}",True,1,AC,,,શું એસએમસી દર મહિને મળે છે?,"{હા,ના,ખબર નથી}"
